,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0007667803705836342,9.20084404943987e-05,0.00013082147433480558,0.00010860279028544832,0.00015248779173365168,6.659392245252286e-05,0.00011538655041850108,0.00010332718521545969,0.0008060764776671635
1,0.00017516458546396426,0.0,0.00011298311363622418,0.00015776564990980274,0.0001280157434076738,0.0001419244757678882,0.00012181933281888133,0.00011519672942547694,0.0001518228249629629,0.00020755829288017304
2,0.0009537228913875734,0.0011562772703370226,0.0,0.00028004186561304974,0.00010842635978004463,0.00012876435802626306,7.946530283179675e-05,9.805694015404538e-05,0.00013084702518338008,0.0002250950080180206
3,0.00011246192971747601,0.00018458227911453807,0.0001088937413935275,0.0,0.0007794899264542466,0.0001386104264354551,0.0001489361089599068,0.00010722582821144417,8.515521820059402e-05,0.00026559672828108626
4,0.00012439624524184412,0.00017824608897862854,7.534052892698262e-05,0.00018700799625880147,0.0,0.0001813124061433899,7.000925688141935e-05,0.00013344147760537743,0.00011839219400886701,0.00021503727824944246
5,9.833296257059759e-05,0.0001502854695810237,0.00032809280389310143,0.00010030951382805845,0.00016987463834120924,0.0,7.714108409688454e-05,6.645824460906227e-05,0.00013115366650437012,0.00107402177698649
6,9.475352292014465e-05,0.00011798566528618651,8.583780729143013e-05,0.00010313223782397,0.00011236971114581814,7.828546550550098e-05,0.0,0.000128934063066358,8.796559146877263e-05,0.00012106194765461042
7,0.00012889422650471795,0.00018282774857605275,7.979140785183285e-05,0.00010837237586444284,0.0001082626277975094,5.7079179319035586e-05,8.505250580245778e-05,0.0,0.00019776564808035178,0.00018539899870035064
8,0.00010932346500226408,0.00016168516349636232,0.00015033773014896812,6.115483357170621e-05,0.00012768143340346306,0.00015755882928887954,0.00012353034717243805,0.0002633033169268316,0.0,0.00020403646957671526
9,0.0002555252225593945,0.00028578401579579726,0.00015902153606599272,9.892721196375559e-05,0.00017789784120583036,9.00780200037966e-05,0.00015361536194735817,0.00010333931062234106,0.0006378631364551984,0.0
