in_degree,out_degree,te_out_shift_0,te_out_shift_1,te_out_shift_2,te_out_shift_3,te_out_shift_4,te_out_shift_5,te_out_shift_6,te_out_shift_7,te_out_shift_8,te_out_shift_9,te_in_shift_0,te_in_shift_1,te_in_shift_2,te_in_shift_3,te_in_shift_4,te_in_shift_5,te_in_shift_6,te_in_shift_7,te_in_shift_8,te_in_shift_9,1_source,1_mediator,1_sink,2_source,2_mediator,2_sink,3_source,3_mediator,3_sink,4_source,4_mediator,4_sink
4,4,0.0015730521583494311,0.0018534544436038846,0.0017607663186884222,0.001540995857525825,0.0013310758125918256,0.0015765085842224438,0.0014992914275677167,0.0016926605211016492,0.0014577884099549704,0.0015890303814189927,0.0023076365006506837,0.002331981101132722,0.0018624793330133916,0.0014753245955686234,0.0016322716202323906,0.0015687525975457643,0.0014465685403122672,0.0014874330515706345,0.001695356007222563,0.0017557233276918097,4.0,0.0,4.0,4.0,7.0,3.0,1.0,9.0,0.0,0.0,2.0,0.0
5,2,0.002004940557409618,0.0017683795026860948,0.001626184689470065,0.0015239968792387058,0.001593027848207278,0.0015206382801924317,0.0014894617986080673,0.0015693197737437102,0.0015177475202018628,0.0015281718674135187,0.0020787297504871105,0.0019324125368599544,0.0017963439741351607,0.0017461750489028113,0.0016660222470293593,0.0013738474585691647,0.0014839283542145995,0.001544175386520688,0.001588506586347207,0.0014693050475323877,2.0,0.0,5.0,1.0,6.0,9.0,0.0,8.0,5.0,0.0,3.0,0.0
5,5,0.0031640532060986065,0.002636778938278651,0.0024118220688007586,0.0020136144035301524,0.0018696696290354821,0.0013591395265697991,0.001761948240346455,0.0015650691994460062,0.001588127374862371,0.0014515827047098383,0.0018999036233588924,0.001704917983865884,0.001604266341873218,0.0016991588454449591,0.0014963343824772033,0.0013777207780683745,0.001807171440016859,0.0016423992571092524,0.0016039915655083569,0.0016771174644112366,5.0,0.0,5.0,6.0,5.0,7.0,1.0,2.0,4.0,0.0,0.0,1.0
4,8,0.0020322001609166607,0.0018242011913906218,0.001724383583552975,0.0017699097587771562,0.0017309585838406279,0.001625091846389587,0.0016008379735990904,0.0017668563914482497,0.0017334704093067887,0.0016787768109603044,0.0028844514684756963,0.0022434148363397553,0.0022359470452337207,0.0019900906935971983,0.002012942491778581,0.002061858189823269,0.0020807195311272017,0.001795495909335139,0.0015826099774247085,0.001431603926288471,8.0,0.0,4.0,21.0,6.0,2.0,15.0,2.0,0.0,3.0,0.0,0.0
4,3,0.0025198854364087584,0.0023414393069218454,0.0020454799832210907,0.001810070261579001,0.0017537675855877665,0.001710548139989886,0.0015524867733571963,0.0016406484220235404,0.001463553115513859,0.0015857876660380307,0.001837711574435652,0.0016146823632626815,0.0016848504539285492,0.001425293391059851,0.001650600193893458,0.0014706474074053016,0.001460745329728114,0.001525776629964588,0.0014090329847492261,0.0016711964962067268,3.0,0.0,4.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,0.0031091515525581343,0.002283601754670488,0.002267238386944983,0.0019167113620453045,0.0019142613040966975,0.001735867295802488,0.001633360256880789,0.0018450712409559336,0.001857380627282839,0.0015982889155825976,0.0026837755184980164,0.0023671847801811784,0.002151171620585034,0.002144928052887948,0.0020300654243822843,0.0018590438564816617,0.0018463539082420842,0.0018532920809852186,0.0018612622928407588,0.0017459772147091152,4.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3,0.001967033112508383,0.0014814906338822453,0.0018468854601245135,0.0015916484539104704,0.0015451943928766533,0.0018308685789896273,0.0015855009447362455,0.0016888861266848214,0.0017417291240603616,0.0015501791279938445,0.0022537403928182924,0.0021634910691344,0.002083058013323826,0.0014899498669906361,0.001767632451629139,0.001592691277880037,0.0014694173695082554,0.0017400719789588137,0.0016292549618400307,0.0016510136279642383,3.0,0.0,4.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,0.004538653202818871,0.003843708297246013,0.0031690634570693053,0.002579422163276724,0.0023831184404597507,0.0016122003850314822,0.0017651275243152032,0.0015202512460174456,0.0019275889318494934,0.001440705242657872,0.0019700659030907537,0.0016670658764686268,0.0017803856603424788,0.0015827354666316693,0.0015880162734898688,0.001650922152091092,0.0015394942636286892,0.0013440798484574377,0.0016783620205038552,0.0015978047146849657,6.0,0.0,2.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,2,0.0019486383333755803,0.0017773002137265075,0.0017956282846329536,0.0016165025374909336,0.001955761583215114,0.0019011401749507368,0.0017590774110107239,0.0017941167699315553,0.0015669694197234265,0.0018972865068212518,0.002924999642243149,0.003020672838665397,0.0025004857505780123,0.0023511562839671663,0.0019099872384494587,0.0016180478951746495,0.0017488316751560124,0.0016535168727876415,0.0020625168979228,0.0018435613164072208,2.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0
5,4,0.0021384939249832003,0.0017737951060193841,0.0019208056985310685,0.0019944852576602927,0.0014979444248344115,0.0018559074764479806,0.001625081601714871,0.0017326220364099168,0.0017810534692464435,0.0015998579069486597,0.00401972404538913,0.003273661882618138,0.003088034327618,0.0028206437650147,0.0026321417803225004,0.0025730206200913,0.0023063452388286,0.002511506568538663,0.002533262147460208,0.002007903263073797,4.0,0.0,5.0,3.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
