,0,1,2,3,4,5,6,7,8,9
0,0.0,6.802659004624632e-05,5.739359506426706e-05,7.925995933115638e-05,9.761167768093711e-05,9.732139377631568e-05,0.00014373585547443828,0.00010956411418616826,8.892563310065764e-05,0.00015685373792639153
1,8.814000125334089e-05,0.0,0.00010944239341130128,7.023160765259834e-05,0.00011377594411233004,0.00014053695821805587,8.593936483970385e-05,0.00010434158736887573,0.00011292894064268543,7.162151935394746e-05
2,9.186025644488283e-05,0.00012222788570520526,0.0,0.00019966647331632378,0.00013404229156386055,9.050196257918064e-05,6.68473401832766e-05,0.00011278112224595825,0.00011210257457793889,0.00018309888558069696
3,5.348847225780129e-05,7.100618633952025e-05,9.617804997473538e-05,0.0,0.00017125661505579273,0.00011335155189797293,0.00011080807950147174,8.657673342505625e-05,8.188311187338573e-05,0.00017598530257582684
4,0.00010096526416739117,0.00013913452440950284,7.273517279873662e-05,0.00011269840184211667,0.0,0.00011168296703291848,9.07387228031744e-05,9.12394293759569e-05,0.00010357569403305943,0.00010567482045482583
5,0.00012505500712058434,5.011228527704441e-05,0.0001321601457837348,0.0001179789821436891,9.191662246093927e-05,0.0,6.153860884520318e-05,9.68848619247187e-05,0.00014898380815995483,7.120838609488801e-05
6,5.953872590100305e-05,9.298938702275477e-05,0.00010587440591312464,0.00014704757963875768,6.691405658737526e-05,6.929864514423637e-05,0.0,0.0001597727412243099,0.00016950270075437624,0.00011126478449092992
7,0.00014147550030962742,8.219142893527596e-05,0.00014520584066443387,0.00013918131897703372,0.00010986306242934777,9.521915734614804e-05,5.7055599311802044e-05,0.0,0.00015282307548680947,0.00014867398666143158
8,0.00011809644824020213,0.00010213944467633397,0.00010290766213585058,0.00011771366558915255,0.00015019005651338726,9.29597729147084e-05,6.083996025209459e-05,0.00015897338563848702,0.0,0.00017845542945970488
9,0.00014665804300535216,0.0001001758615844731,0.00014651724829017396,0.00015366642566231318,0.00013193978960034444,0.0001259443231124646,8.67294885121193e-05,0.00012376880522574737,0.0001592776409717427,0.0
