,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.00015858927788999972,0.0001069541936784023,0.00015993097961760442,0.00015385884859967855,7.174279068124845e-05,8.68365589850286e-05,0.00013555685725725656,8.974883291712321e-05,0.00012050202055755576,0.0001042262313394347,0.00011621754809272144,8.40220103620398e-05,0.00011519039356835382,9.725941392261149e-05,0.00018159771997421586,6.207708932830419e-05,6.98196394206518e-05,9.299309432161556e-05,0.00012350859177191365
1,0.00013054487791787426,0.0,8.44762940333374e-05,8.323515927797724e-05,0.000177787301103326,0.00012320267607031978,0.00020591950857587704,0.00015104260492612503,8.540314943313872e-05,0.0001284210900985906,0.0002117832333347118,8.96879092341818e-05,0.00011515480723099022,0.00011517890140788159,0.0001689205724793193,0.00010683970817152125,7.389389574919452e-05,9.520869781107372e-05,9.418985405183572e-05,7.393160580387204e-05
2,9.559836048475949e-05,0.00012257815187912872,0.0,0.0001267436155818406,0.00011036060605841737,0.00010883111489590593,0.00014075459607787848,7.369051640677594e-05,8.659255613296787e-05,9.903100176146656e-05,0.00011336088039279725,9.160957939426494e-05,8.892335472810639e-05,6.523061906146528e-05,8.540209339634118e-05,5.696540420794588e-05,8.334302754533447e-05,7.627114343477591e-05,8.952210173116039e-05,0.0001407611208736882
3,8.96234000990348e-05,0.00013825095844485554,6.60411080380623e-05,0.0,9.09998440729813e-05,6.297460969376121e-05,7.774531821860244e-05,0.00012252394461178525,5.390277754504564e-05,0.00010515712358646152,6.421886414968778e-05,8.915310819909453e-05,9.136480146251466e-05,6.878275866396408e-05,7.955517444260743e-05,7.849579805891167e-05,7.241201276497843e-05,7.65236862659256e-05,6.757113690672376e-05,8.691038554165689e-05
4,6.730270918775616e-05,9.917189952637411e-05,0.00013289313306471553,9.12249950354007e-05,0.0,9.215278368523431e-05,9.503303113239893e-05,0.00015712922842526223,8.980960296742993e-05,8.65267862026505e-05,5.845482031196218e-05,0.00015394021622934094,7.58098327843004e-05,0.0001755142494776602,0.00011207983321705054,0.00011682876082587625,0.00013997375034195228,0.00012135515799717123,0.00011844467946862074,0.00011804774068672067
5,6.932778326212978e-05,6.87928988834443e-05,8.203185701939322e-05,7.286454104234988e-05,0.00021230615503385955,0.0,0.00011013464529189372,8.023871204934531e-05,0.00010347089722683544,0.00012466730068444692,0.00013739395387740084,5.6198135491235866e-05,8.896702155026829e-05,0.00013022761660863927,0.0001562156028385012,8.875270140812255e-05,6.699067393190351e-05,0.00017295967957330457,0.0001237253274707271,0.00013785484809593216
6,0.00015300043296951216,7.13852174183319e-05,0.00010794285575153241,0.0001112892194350611,8.216967051053156e-05,5.578778311007657e-05,0.0,0.00011868384184566604,0.00010040946175740725,0.00019707957769961635,0.00017489950078168875,8.995301452831159e-05,0.00014643853954107475,0.00010457932984400662,0.00011129829981449503,0.00015561300137215356,0.0001228819663414535,0.00010849108751676811,0.00012908788351081099,0.00012849664612499655
7,6.881669180645453e-05,6.49511180509994e-05,5.662685028850941e-05,0.00011967506464401693,0.00010819452190650104,0.000114839112818892,0.00014827424770803564,0.0,0.00010939326482063054,0.0001537468157892494,8.402024348879621e-05,0.0001625321098886477,8.704031754017798e-05,0.00011626539589763466,0.00013161530783579157,9.596377403655721e-05,7.96864512345395e-05,0.00012200396141671137,0.0001317473046239418,0.00013104898112139868
8,9.594757274646955e-05,6.367786662680761e-05,0.00014325721179065664,7.488441496457171e-05,0.00010622331228536913,7.65145395170131e-05,0.00016034120825133712,0.00010340878484292353,0.0,0.0001448721717507288,0.0001124029046906085,0.00011900865086621072,5.818511819366615e-05,7.29480621955531e-05,0.00010385120922383641,0.00011083323487351155,9.6953693381691e-05,8.778788110323815e-05,0.00014540539709895263,0.00010690138890551069
9,0.00018867046668579187,0.00011325775046641737,8.293467480948988e-05,9.252679207492532e-05,0.00013650244993052943,6.425854701557457e-05,5.9055997230661685e-05,0.00010245200759454056,0.00013007973694663155,0.0,0.00010350460608433946,0.0001177952349732513,0.00012889512902805974,6.899038718774129e-05,0.00013202847710900312,0.00011366065667230218,8.095200978134101e-05,0.0001087706742705004,8.832553092716023e-05,0.00010235247011223286
10,0.00010158981906291156,0.00011463864817766209,0.00011877082785163111,6.398157001058574e-05,9.0631868872425e-05,5.797934008638885e-05,0.00011662447057381071,0.00010038219999867888,0.00016212249792964603,6.942016332209654e-05,0.0,9.096542173954493e-05,0.0001541506713465978,8.02025328317041e-05,0.00010106281632074223,0.0001319003833566905,0.00010177802324963442,0.00013681274370396776,9.83134483048132e-05,8.998495398490626e-05
11,6.324434195442178e-05,9.743799241978769e-05,7.781331523823833e-05,0.00012093197810240561,0.00015631882306900698,5.306003664917095e-05,0.00013097336283976615,0.00011544973313657986,8.9548442159192e-05,0.0001014061569676924,0.00012711593523947784,0.0,7.006157755311604e-05,0.00011434506127184857,7.050815503317583e-05,8.600002089576985e-05,7.285359894732059e-05,0.00011903433406194031,8.446594023778146e-05,8.532430906002132e-05
