small_world_avg_global_count,random_avg_global_count,small_world_avg_connectivity,random_avg_connectivity
30.0,30.0,0.28879063251563253,0.2576650701150701
120.0,119.5,0.28879063251563253,0.2576650701150701
86.375,63.665,0.28879063251563253,0.2576650701150701
4.51,4.725,0.28879063251563253,0.2576650701150701
0.0,0.02,0.28879063251563253,0.2576650701150701
0.0,0.0,0.28879063251563253,0.2576650701150701
0.0,0.0,0.28879063251563253,0.2576650701150701
0.0,0.0,0.28879063251563253,0.2576650701150701
0.0,0.0,0.28879063251563253,0.2576650701150701
0.0,0.0,0.28879063251563253,0.2576650701150701
