,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,8.399855470009919e-05,9.32966310227069e-05,5.4682246238157146e-05,0.00011751738089057412,9.028305715343048e-05,6.68780870380502e-05,8.37675801773532e-05,6.071480883447132e-05,8.218005202122799e-05,0.00011162858844645605,9.895227636087992e-05,8.338531968444416e-05,0.00015907114569899835,0.00021151573200028649,8.526826047570737e-05,8.017360198166488e-05,8.368944920946093e-05,0.0001292860732442987,6.310569604133625e-05
1,7.60400305227489e-05,0.0,8.44996585064358e-05,6.847036401823622e-05,0.00014120177763588898,9.691670107279432e-05,0.00011182370463063051,8.689149233653793e-05,0.00013517979079667332,0.00015630003631124853,0.00010668555891015573,0.00018464973148635638,6.797751150408337e-05,0.0001243633346334079,7.769398193360405e-05,0.0001662462277963479,0.00014553869059659433,0.00016178089091653858,0.00010993873743950882,0.00015281485000021657
2,7.170455618148108e-05,8.956374075069496e-05,0.0,8.890852698733885e-05,0.0001463001126409402,0.00012294028471785578,5.8436010437174095e-05,9.936183510460454e-05,6.610154459865642e-05,9.570426905854305e-05,0.0001674915728564044,0.00016563458675575684,6.556992192729397e-05,0.00010997774312523329,8.300900556660642e-05,9.865795094560858e-05,5.858595431091395e-05,8.318610560590565e-05,8.597448896200363e-05,7.6726256586484e-05
3,7.590935967048836e-05,6.78646443635943e-05,8.283048827308129e-05,0.0,7.710802867320957e-05,8.348845160513604e-05,0.00018176046761117517,7.030247770475548e-05,7.102963010109583e-05,0.0001353529218705339,8.19049056014786e-05,0.00017888879234944396,7.563828078365239e-05,0.00020348344997025758,0.00011706765428847398,7.793733565418708e-05,0.0001225702403635009,6.434307258234608e-05,8.111102985639493e-05,0.00012389481978183323
4,4.940278877513319e-05,9.55650230489794e-05,8.60144929384373e-05,9.548772609480169e-05,0.0,0.0001593956889123375,0.0001174866985072637,8.374003062118887e-05,8.406037132290731e-05,0.0001397947487297908,0.00019842774328081476,0.00016801634917364006,9.895880149138338e-05,0.00014722306426264778,7.364243180114136e-05,0.00013380424128035546,9.893024306457796e-05,0.00010437420921839454,9.316312315266838e-05,0.00013879360481634808
5,6.964140361723929e-05,0.00011258822121358468,0.00010624750612766598,5.861177062334983e-05,0.00011088054184608777,0.0,0.00010761654909825521,0.00010210869280689438,8.73814192968204e-05,0.00016659088177302535,0.00015601283909382223,0.00015155547374785274,0.00015481325400756998,0.00015251281301282435,9.625714224555839e-05,7.680552239904016e-05,0.00012663075424759065,0.0001178600774299398,9.203003183547822e-05,8.506632861952336e-05
6,0.00010375202286214956,9.036903799356236e-05,0.00011288032683179203,7.266059817258316e-05,9.471671567026741e-05,7.192302272483197e-05,0.0,7.526901522903047e-05,0.00011042393594275564,9.043949972560009e-05,0.00015665280890073328,0.00022620324470443566,7.404117964139555e-05,0.0001408005465979083,9.320749343472551e-05,0.00013219951435722782,9.317577713235572e-05,0.00010355828828709333,0.00011439515987335909,9.37974620258928e-05
7,6.666431670649199e-05,0.0001320384573857352,9.927835966571261e-05,7.285837438407959e-05,0.00010732526036210508,0.0001041935918874467,9.833953022156522e-05,0.0,0.00010468485469928624,0.00017758636881867626,0.00010564583532262358,0.00013281186049356774,5.4441886827583756e-05,0.0001432015890401352,9.140343829990567e-05,9.17366877821509e-05,6.740139936313548e-05,5.684568374889568e-05,9.559298490345736e-05,0.00012356826814948724
8,7.294417297304829e-05,0.00016188998644475958,8.564652142112294e-05,6.574147078225596e-05,6.834374824353128e-05,9.808677986583456e-05,0.00012256180116146883,7.863069899853785e-05,0.0,0.00012613301637426282,0.00019420230999259288,0.00020081198004168386,9.669999361764896e-05,0.00020214902218954322,0.0001225125153168017,0.00012991026113296378,8.463925725277384e-05,9.060275789982804e-05,0.000171536868621212,0.0001448203359579792
9,9.008424039363031e-05,0.00015483324564500642,0.00012191818955104494,0.00013594951008192365,8.181750307864838e-05,0.00016789332762125742,9.52996942920631e-05,0.00010908115688219705,6.262890541822825e-05,0.0,0.0002008761510020321,0.0001893182220240311,8.836952742520935e-05,0.00016333370685375957,0.00010197594394473524,7.991607618495156e-05,0.00012951036695677416,0.00010539677433104861,8.175539141527765e-05,0.00013360057517067681
