,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0,0.0001245381317794553,8.335332365701634e-05,6.973988108671766e-05,8.964713247609002e-05,0.0001187212641616798,0.00011789174602600516,6.476153638415453e-05,0.0001234829950373595,0.00011078357657772416,0.0001237932716772764,9.565704506530454e-05,6.59478278820146e-05,9.313387012088674e-05,0.00014684280452449515,9.505783509733316e-05,0.00013580732780172445,0.0001219051499300454,0.00010732959068048368,8.971886981255961e-05,0.00013018895532222478,5.9994990973415e-05,0.00010052009129891518,9.227560602831033e-05,7.008130769577883e-05,0.00013655695518802015,0.0001533996179524298,0.00010136764442066529,0.0001314723977839509,0.00010055102799864548,8.057383969268352e-05,9.317195442606313e-05,9.370579100908184e-05,8.154133891887682e-05,7.617206362684728e-05,9.705956910899617e-05,6.662308190594352e-05,5.4281914467708017e-05,8.204393424508552e-05,0.00013719997882223506
1,0.00011134630054292377,0.0,0.00011386925407196125,0.00010986294700039169,7.919979420677885e-05,0.00014442774174253692,0.00012043375422799311,6.989745854794502e-05,6.861515253732317e-05,0.00022720532602595053,0.00012686643805337293,7.029765293636468e-05,0.00010884044050677148,0.0001368618855321841,7.15745088157709e-05,0.0001299912337330623,0.0001343742913986337,0.00012997992710514578,0.0001684920331841354,9.003525865771208e-05,0.00010419207686038377,9.703581259878817e-05,0.0001443156286515877,0.00014771816339253157,9.862326827515226e-05,0.0001281000531544561,0.00010098114684184253,0.00017521341218439858,0.00015795664691213733,0.00011634755875412563,0.0001542431016231104,0.00010742914418356822,8.386296620533542e-05,6.301597878231527e-05,0.00016530023467791526,7.511609213429781e-05,0.00022423986262604277,0.00011190518362648657,9.626742105586334e-05,9.230508129362613e-05
2,5.7734904147792815e-05,8.059279379775854e-05,0.0,0.0001572545056180367,9.212270380319226e-05,9.424329833104276e-05,7.314097016222247e-05,0.0001085675908501568,0.00017578581964237884,0.0001474425808461933,0.0001533743642556915,6.845503670096592e-05,0.00013804296846870167,9.075697031363406e-05,8.411482909532041e-05,9.828458597456832e-05,0.00010107420813204892,0.00016821895275034117,0.000104395415056059,0.00011737349573873591,0.00010931156308150426,9.339897329135519e-05,0.00012311837192202678,0.00014059708677878428,9.454929573390571e-05,9.172929990348898e-05,0.0001168367253339825,0.0001135786780179815,0.00013159408863557215,0.00015915364759138824,0.00015770053588759147,0.00013168281641397374,7.415679782929766e-05,8.497416246679095e-05,9.847220449888197e-05,6.98414284846701e-05,9.868567707207528e-05,9.358808467396475e-05,8.144781376946252e-05,5.701479001876408e-05
3,0.0001018773209169861,5.604039956254942e-05,9.634308118386749e-05,0.0,8.323761778181387e-05,7.471772791046842e-05,8.812740691756058e-05,8.699686639151154e-05,6.611224894606169e-05,0.00012203021831990605,9.976485761789749e-05,0.00011437531300389123,0.00014567188123280252,7.341698258141698e-05,0.00013500083013099907,0.00018617650027008675,0.00012360537558325308,0.00010506156791844208,0.00010945913014025821,9.332346758249127e-05,9.26473175794197e-05,0.00015148830516396403,0.00021746546315170188,9.39456969036498e-05,6.21410484764802e-05,0.00011792036743882039,7.990549712271325e-05,0.00013257007674219543,0.00013566721466017008,9.738488123277432e-05,7.75381450779117e-05,0.00012139416039868665,0.00012388994120483173,0.00012786398197699278,0.00012590737430286073,0.0001117446856867723,0.00010183424865233326,6.015148220143358e-05,9.062306323174784e-05,8.60824303594328e-05
4,8.318239498738532e-05,0.00014310899468268447,0.00011084023568140388,9.281127044831458e-05,0.0,0.00018720353468438633,0.00010381065657202086,0.00012066510182298288,8.807147174454099e-05,0.00013601795252006705,9.629563541210886e-05,0.00010234148668412135,8.3901974284948e-05,0.0001793176716287676,9.931914952110263e-05,0.00010794944823623407,0.00014399978557203235,0.00011491029962190611,0.00017841393133481338,8.476010337787288e-05,7.490569382621905e-05,9.441039881543364e-05,0.00011147021317007094,8.512541576738043e-05,6.153301889927232e-05,0.00010274182010821064,0.00013554754376436862,0.00011842886119954554,0.00010284840152274325,0.000131979097399416,0.0001479285463644275,0.00016483732502602902,7.961234905192394e-05,8.26387658197421e-05,0.00016097661826807903,8.30116676513472e-05,8.705431741183988e-05,0.00010460916023047837,0.00013370862578915895,5.679027057578787e-05
5,6.911749408711964e-05,0.00011224318976041692,0.00011208344090138112,9.88989933166072e-05,8.99070803836683e-05,0.0,0.000143739170116204,0.0001346247010227668,0.0001377344284366312,0.0001521336582705965,9.563705638500769e-05,0.000143818088968637,8.834523633919845e-05,8.327818630699294e-05,0.00010259955791923387,0.00012882361494858492,0.00015261617959941236,0.0001750601100698441,7.878570972681856e-05,8.765535617776746e-05,9.146566904440034e-05,0.00017227554293858154,0.00013975968273093755,0.00011042842466138877,7.421953413171801e-05,0.00014372203943148064,0.00015417707299058384,0.0001389102033449414,0.00015702750772393027,0.0002004333675823102,0.00010110369033509747,7.311231480209849e-05,0.000137189804236017,0.00010448388013441222,0.0001297479570733853,0.00012483102249526436,0.00011441983793212896,0.00010076850804894571,9.478200712533868e-05,9.285218600370114e-05
6,7.895144395237695e-05,0.00011676901208487438,0.00012398484186218917,0.00016231119503125726,0.0001080402650792992,0.00011461440339380551,0.0,0.00010510625485926804,6.0270142166981736e-05,0.0001537990284503072,0.00013367242867145466,0.00010921724919984152,0.0001449125594722265,0.00014648010136762655,0.00013364489634748325,9.270530192055349e-05,6.521990041028138e-05,0.00010516729739830965,0.00011584488248273261,0.00011785944085042058,0.00011926069425001729,9.057550359087722e-05,0.00014630961319129493,8.091470833427514e-05,0.00010067742612211349,0.000186427850316975,0.00012855007868278542,0.00013429185774476603,9.526969411324413e-05,0.00014210704633939444,0.0001834111949567871,7.670217979408855e-05,0.00011712454567467058,9.481557637265823e-05,0.00013468544160364878,9.208706402481503e-05,0.0001938183062449641,4.776165299167577e-05,9.558919720825467e-05,8.978962787185903e-05
7,0.00014344317255110387,0.00012119926830154877,8.868671895780868e-05,8.880752274885209e-05,6.73198759237733e-05,0.00015265167578654008,8.592568251532154e-05,0.0,8.178730733403528e-05,0.00016489663431630368,0.00014324924300565802,0.00011473354087494976,6.977428223238515e-05,0.0001834898481598118,0.00012574131089909546,9.80466666612475e-05,7.845306853715974e-05,8.026557567409043e-05,0.00013832366016331291,0.00013661561366952728,6.292798385381076e-05,0.00012707104500807035,0.0001363595143385694,0.0001236144711623195,7.458519130722629e-05,0.00010928396558692132,0.00011145814337788869,0.00012186703170507275,0.00011963063690609601,0.00010502207341875457,6.636771477153387e-05,0.0001357717556834578,0.0001239186215909343,0.00012204469435238205,9.244068192057338e-05,6.024114535396316e-05,9.381739832905817e-05,5.998268618202678e-05,6.451550285978479e-05,9.670925336057698e-05
8,5.617421385123181e-05,7.150320320119488e-05,0.00013101382229250617,7.967751218563761e-05,9.87886730878317e-05,7.203583936846113e-05,0.00012305566385027505,0.00015214156223093396,0.0,0.00024260452338262494,0.00019419295152147065,6.898529500262619e-05,9.993009972726781e-05,9.739236551366421e-05,7.588561559157542e-05,7.299533120388841e-05,0.00010132319805668884,0.0001978809149289608,6.781184968119862e-05,0.00014247619477005102,0.0001057977652858927,0.00017000605869924105,8.501479996153356e-05,0.00011294805701084124,6.700060055434379e-05,0.0001462569701334592,6.816992330441818e-05,0.00019239756886509557,7.740482446461723e-05,0.00014280807931613742,0.0001370161487817169,6.426382757139439e-05,8.420813052878097e-05,8.459087621502326e-05,0.0001337248623112919,8.480012612985834e-05,0.0001731663632277656,0.000147126987278774,6.614259302020375e-05,0.00010996972379461783
9,8.845701893891536e-05,0.00010065457224802769,0.00010437257653158327,8.532136148058272e-05,0.00013618885707532426,0.00011749907652809143,0.00017596819687211578,0.00011173521907868057,5.876197510988991e-05,0.0,0.00016361678003112744,9.060751389185261e-05,0.00023095459544515261,0.00016354665327440545,8.21820412802123e-05,9.924343041792894e-05,9.353953699780923e-05,7.863661175405344e-05,8.122970185869947e-05,7.11926108749465e-05,0.00015901991872869676,9.929189239608291e-05,9.236491059464225e-05,0.00011173848991699333,7.986495105196966e-05,0.00013455079305944599,7.544877411212863e-05,8.257590865994842e-05,7.803759357209158e-05,0.00010259831996170673,9.767625269234909e-05,0.00019499979993623488,0.00011212112244614641,0.00013941447859602065,0.0001589368288008839,0.00012869246419468691,8.855515982433474e-05,0.00010241547804881749,0.00010819340985929731,9.772961437582135e-05
