,0,1,2,3,4,5,6,7,8,9
0,0.0,8.453479772511662e-05,7.725170323360214e-05,0.00011372722939308369,0.0004395539043399895,0.0001265811888012235,0.00010179323635676476,0.0001608178824879564,0.00020989697653379225,0.0009147756469901492
1,0.00017279844737254642,0.0,7.539941069913793e-05,0.00014458195727996931,0.0006947942680553191,0.0001079478466462846,8.284225783248215e-05,0.00013662042785816933,0.0004960591673165991,0.00013288319910749604
2,0.0001941736338847641,0.00010313167995042206,0.0,0.0001349448106681646,0.00011893812907641848,0.00014824139614692404,0.00016990245630836613,9.766210890146434e-05,0.00012447722323915292,0.00018223156478172796
3,0.000201600594115014,8.60134296580082e-05,0.00030858943701413957,0.0,0.00015626873296942698,0.00015085948570678828,0.00011754138522930508,0.00014084256525590422,8.163739130440043e-05,9.753599514261941e-05
4,0.00017098244163397684,0.00012276396023848708,7.532292507317844e-05,0.0004074047352123332,0.0,8.017625070585777e-05,0.00010033595339269221,0.00011568089511047644,0.0001748033447717187,0.00014102156500548973
5,0.00019630147682931444,0.0001330522039763549,0.00011702758120654387,0.0001750758650119706,0.00014580713265478307,0.0,0.00010636842611148416,7.334413685584937e-05,8.685810376444024e-05,0.00019127640106267397
6,8.570422482774379e-05,5.322925933335946e-05,0.00010322304209945866,0.00015807616095746667,0.00018542153919090884,8.793397542243508e-05,0.0,0.00010107700943299069,7.351614425077923e-05,0.00010181864765716797
7,0.00017324194160558002,8.895079578682491e-05,8.798290997407127e-05,6.796794794507326e-05,0.00016590179564162266,0.00011850911913033875,5.2303451367937774e-05,0.0,0.000149808496837913,0.00018145963868147283
8,0.0002727029042250755,0.00010120859935965636,9.43532027594305e-05,0.00010911100472010352,0.00019820531992555267,9.874414930359084e-05,8.014240411759615e-05,0.00011294641389221224,0.0,0.0001633981562072512
9,0.0006746902292575008,9.924101833489132e-05,0.00010594098054026478,6.988360389830118e-05,0.0002316256638534666,0.0001738871286476903,9.617483918095893e-05,0.00011040764833955255,0.00012422339854020495,0.0
