t_shift,absolute_ATE,relative_ATE,p_sink,p_sink_given_source,p_sink_given_not_source,correlation
0,2.523312866028797e-05,0.0025523286206758544,0.0191479,0.019172752184438716,0.01914751905577843,3.0719335293045385e-05
1,0.015078978982326297,0.8246960079663888,0.0191479,0.03402438337159796,0.01894540438927166,0.012591096644100217
2,0.013633048206194185,0.7105175009040207,0.0191479,0.03259817151648834,0.018965123310294155,0.011157424801908964
3,0.012324743051360687,0.62031134578302,0.0191479,0.03130760699296069,0.018982863941600002,0.009931974850838425
4,0.010101166283701755,0.4954842471358842,0.0191479,0.029113881102779335,0.01901271481907758,0.008046185216570065
5,0.008329238465749842,0.3943463162147831,0.0191479,0.027365799299576086,0.01903656083382624,0.006523989445453824
6,0.0032726774353920318,0.14133332686886624,0.0191479,0.022377022287039066,0.019104344851647036,0.0024595131496351758
7,0.0019532216578944652,0.07940463566989064,0.0191479,0.021075099574101853,0.01912187791620739,0.0014257555587871354
8,0.000973386099574933,0.03909442646440013,0.0191479,0.020108364243548497,0.019134978143973566,0.0007055710525682048
9,0.0007409585757456419,0.031041869729054206,0.0191479,0.01987905351661223,0.01913809494086659,0.0005475307882285421
10,0.00028078503535083817,0.01036851115629534,0.0191479,0.019424934632051548,0.019144149596700712,0.00019772708881375466
11,-3.642995757168529e-05,-0.0032715140598927007,0.0191479,0.019111925415668345,0.01914835537324003,-4.3119135674428884e-05
12,0.00014927451359259575,0.006259134288059277,0.0191479,0.019295198079438282,0.01914592356584569,0.00010856290834792184
13,0.00026025612724388497,0.011654090802596107,0.0191479,0.01940471024076091,0.019144454113517027,0.00019827435572855725
14,-4.6104420086419634e-05,-0.0015867379311963242,0.0191479,0.019102480361452796,0.019148584781539215,-3.815456279444601e-05
15,0.00010846494285675981,0.005318161827115776,0.0191479,0.01925484334854939,0.01914637840569263,8.839593340168674e-05
16,0.0006690476805511966,0.03728126061360108,0.0191479,0.019807797259958036,0.01913874957940684,0.0005814756406940733
17,-4.7846127506959366e-05,-0.000779254138771639,0.0191479,0.019100661270430416,0.019148507397937373,-2.7045312183258363e-05
18,-0.00021000595981368456,-0.011260309324442705,0.0191479,0.018940783488470402,0.01915078944828409,-0.0001803134022963633
19,3.811773747351535e-05,0.001727275618356029,0.0191479,0.019185536428040658,0.019147418690567145,2.5750931286712043e-05
