,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.0,6.485115261983094e-05,7.95971624033241e-05,0.0001307867031007755,0.00010956213510668949,0.00011053702813855913,6.157661630009834e-05,0.00010504611574507942,8.214597013207838e-05,9.557306756819696e-05,9.15793760071906e-05,0.00012762173160944036,9.867483557647898e-05,0.00016161271271575064,0.00010206720720793723,0.00010305508825893885,0.00015528190074977515,7.063639231372935e-05,0.00011109403855726292,9.330115796577171e-05,0.00010936782032670282,9.827300994389549e-05,0.0001055507078875603,0.0001289328505582914,0.00010230291295613804,9.332982401332424e-05,6.815411739803437e-05,6.679292610542887e-05,0.00010028656081992088,0.00013691805613778095
1,6.111890416304515e-05,0.0,9.256539844694641e-05,6.699388437377183e-05,6.0008185558741745e-05,7.369083028059572e-05,9.505335332990768e-05,7.786243802216779e-05,7.41948122613594e-05,7.84317306822796e-05,0.00011125890597921995,9.79201493183173e-05,0.0001573382257189302,8.15648429395618e-05,9.844429067921938e-05,9.457273958167389e-05,0.00018076801410895176,0.00010537252513620184,8.422964462906178e-05,0.00014358305142598345,0.0001285954364084868,0.00012006002529097282,9.754530724566713e-05,7.340031663242569e-05,0.0001530134069873213,0.00012054617668867897,7.993112646824224e-05,6.536838662462288e-05,0.0001067433205277551,8.326484383331492e-05
2,7.587813659189576e-05,0.00013500493672946,0.0,0.00013905272767044777,0.00015367032785427605,6.813716405700275e-05,8.1287356888997e-05,0.00015167168545006206,8.283702192534222e-05,0.00017064707589100285,9.877521074613374e-05,0.00012033859605206435,0.00011200550697504206,9.338554152769538e-05,7.854087332176968e-05,0.0001271929038191713,0.00010013288334645974,0.0001896550893462092,0.00013047529997848147,0.00011495185081051529,5.639711705174024e-05,0.0001174694649601143,0.00015914470109324843,0.00013257317414971958,0.00010038948859367502,5.729791549992016e-05,0.00011283794145094624,0.0001264596747073897,5.51900523398753e-05,8.649318846220344e-05
3,5.8640359048564624e-05,8.498592137699818e-05,0.00012367733083758025,0.0,0.000140916166335969,0.00010506379727656406,6.601648971379253e-05,0.0001358174229299642,9.533612971868544e-05,9.948223511711991e-05,0.00010237525514677558,0.00011673855072336832,0.00012010457486652729,0.0001422645612348047,5.849929331160192e-05,6.473988665164478e-05,9.662450272971344e-05,0.00013345615760924678,0.00012326374604421163,0.0001837781858526155,7.779307252673216e-05,0.0001524069235271452,0.00011885996212610828,0.0001281488517158818,6.464343202739126e-05,0.00012085877584654188,0.00010351101969155858,6.541416707760068e-05,5.372987996234886e-05,0.00010528244675995584
4,0.00015161508465214198,0.00015955628200088325,5.0727245821322015e-05,0.00010741637170146071,0.0,0.00011585247989606726,7.718159025553282e-05,0.00012260742178500943,0.00011485032356095097,8.605409662396347e-05,0.00014689961620714022,7.242377256377636e-05,0.0001321553700993902,9.621200695505339e-05,0.00010870740479801918,7.382900234442205e-05,0.00010398388042683075,7.012883125338362e-05,7.149635079448825e-05,0.00011164975346331443,9.639147714881295e-05,7.02936001087831e-05,0.00015357261050811578,0.00011612359970999312,0.00015531629343462972,9.487067756184796e-05,6.737704658315285e-05,9.287137052632562e-05,0.00011770057881350758,0.00019531266920721845
5,9.100685818904866e-05,8.666392906124316e-05,0.00014322245090403,9.480331715388904e-05,0.00012405503143806776,0.0,5.5859644935794245e-05,8.128043139165354e-05,0.0001586076538137301,0.00010021086913693787,9.786703454134009e-05,0.00010444522408676914,0.00010967268943061361,7.61765196987002e-05,8.575459443160917e-05,0.00012041152324626872,0.00010429642627744145,0.00011152532526279822,0.00013451903931151812,7.248248587285309e-05,5.8257858625169955e-05,0.00019205237929494838,0.00018207797708340084,9.800222358362403e-05,7.864689492782201e-05,0.00011425345958937924,0.00011902252297919642,8.384641244917797e-05,0.00012157663855044234,0.0001141000859801233
6,5.921746606950035e-05,7.169411306086627e-05,6.909434778000176e-05,7.341673368018228e-05,0.0001326051989558273,9.816627273366169e-05,0.0,6.961527186645054e-05,6.34789381854303e-05,0.0001360934043579127,6.948342839699786e-05,8.944881555660535e-05,0.00011099722809160417,9.993330987253362e-05,6.76281272116588e-05,8.375671031148819e-05,8.278815929660917e-05,0.00017821897311876106,6.25590821753947e-05,0.00011992316327841329,8.611314886034696e-05,0.00010086581397413625,9.001110041565386e-05,7.955932628224747e-05,9.316278664931627e-05,9.32443199027749e-05,0.0001033215400169594,0.00010121237490840518,6.084065651708152e-05,0.00012671362636703683
7,0.00010550338935120508,9.66453281160324e-05,8.816557206932032e-05,0.00010393918511191,8.327912504545816e-05,0.00012607289931498367,5.503135948405193e-05,0.0,5.9826503270605345e-05,8.359342483752516e-05,0.00010369423917641278,6.170447644328774e-05,8.794575033196878e-05,0.00014778877101683533,0.00011066035601759189,0.0001653409010439984,0.00010749127364235428,0.00011467503758395434,7.304008330965662e-05,0.0001430735519015407,9.080905086843798e-05,0.00021358815737036244,0.0001734040646802142,0.00010247483164036085,8.397465262125296e-05,6.566114380770227e-05,9.403919824104935e-05,6.996884865755526e-05,0.00010254780523430276,0.00012149192465830013
8,9.33137913984493e-05,0.00016396010259170778,0.00010211895923024993,7.218346732614948e-05,0.0001511111464867109,6.68486138325366e-05,8.014186905450951e-05,6.99660410786227e-05,0.0,7.758990305570772e-05,0.00014150376144060945,0.00012401433207015288,9.897441180018415e-05,9.304841608259388e-05,0.0001912876414351215,0.00010629777242504865,0.00011573254864439887,6.50435821579153e-05,0.00013618349514158624,0.00011417324041347284,0.00011018563568663926,0.00011469313131152331,0.00014814439837907028,0.00012225146405254854,0.00012728574443016108,0.00010622822392638465,8.919819318367229e-05,7.071770874511659e-05,0.00012079091693097357,6.376608139115322e-05
9,5.8107606286859995e-05,9.510993560780906e-05,6.715577702067209e-05,5.460069523398227e-05,0.0001451759683532972,0.0001059569743813459,7.215444506239158e-05,0.0001142859276839238,0.00010937772985824446,0.0,0.00012891867728513537,0.0001305888145902075,0.00013237948405494756,0.00014706566460124135,9.278708831987888e-05,8.332734685847576e-05,0.00017693459988987905,0.00011363080185314627,0.00013736166257711098,8.29621874241172e-05,8.964721196877541e-05,6.313082100838037e-05,0.00011733037269638684,0.00013946155110641816,7.199784279232418e-05,8.291874016541437e-05,0.00013175895584507737,7.032904483037454e-05,0.00012575021127917205,0.00012240815481308305
10,9.105376843965517e-05,5.7161270353615685e-05,0.00011518445105818241,0.00010101617014131276,0.00012436927931692087,7.838785878311951e-05,7.56187379393657e-05,0.00010557282286571967,0.00010790874866473831,9.015482892144797e-05,0.0,0.00011454980141522638,0.00011302426034144162,0.00015539169605794398,7.218969780574454e-05,5.887037023847224e-05,0.00017232228869654218,0.00016515580812363677,0.00010154184466968521,0.00017803772536092107,0.00015327665751350026,9.925970045853256e-05,0.00014310025659235775,6.330811621367e-05,7.976158241650604e-05,0.00010673626137535856,0.00011421296545109306,7.635863798297574e-05,7.415095264328323e-05,9.747547465266778e-05
11,0.00012892797686132483,0.00012260686139607276,7.97981303153271e-05,8.712558769576861e-05,9.641513405906375e-05,6.471640009212471e-05,5.7209301214076055e-05,8.097203441589522e-05,9.537945031879795e-05,5.333644690556919e-05,0.00020937697754992056,0.0,9.261225665378855e-05,0.00011320604974178449,9.535208090055987e-05,0.00014307500334987465,0.0001989819711951747,0.00015451771183380594,0.00012333373263677337,0.00020591291450224597,6.915099966288441e-05,0.00012338128298685621,9.745683694452083e-05,0.00015101870358442675,0.00014016752288618662,0.00011347065396166704,9.942273649402916e-05,0.00010155228056029644,7.106470820016967e-05,0.00011613910676013602
