t_shift,stim_15,stim_15_std,stim_15_se,stim_20,stim_20_std,stim_20_se
1,0.02783767190140875,0.06289229717173853,0.004458316740484436,0.039483565051796725,0.08422637235576838,0.005970649232903788
2,0.020966848434458826,0.05970591532514529,0.004232440120181466,0.030483585307311222,0.08119575545531259,0.005755814496872415
3,0.01478980488175198,0.05626834590825675,0.003988757285127091,0.02262960068803914,0.07783012986921359,0.005517231624764341
4,0.010371679555484278,0.053001196928106564,0.003757155234528029,0.01698279547069352,0.07471409405778784,0.005296341702679079
5,0.006649706066538942,0.05033105532758186,0.0035678739149957446,0.012004498283968679,0.07201817374720401,0.0051052329788417675
6,0.005944960881471601,0.04860514319085191,0.0034455272474733815,0.010686853115453039,0.0705269414441604,0.004999522323648877
7,0.0049482270097568545,0.04624273307207995,0.003278060434301486,0.009374691545099883,0.06827766690724818,0.004840075479236787
8,0.004452107212981818,0.04458943674710858,0.00316086136519333,0.008678966616199992,0.06641300449961765,0.004707893065791299
9,0.004244119578310026,0.04288220102882545,0.0030398386338723487,0.00822788278758491,0.06478953621897776,0.004592808450684017
10,0.00413699301119302,0.04147564103243245,0.0029401302393563897,0.007717955483075133,0.06317142475037969,0.004478103569914257
11,0.004859511753137677,0.04045258410475227,0.002867607656587784,0.00758292432100873,0.061586493230235295,0.004365750753328692
12,0.005225782100095469,0.039341637616438566,0.0027888547480542244,0.007091314141005485,0.060498716572598664,0.004288640310544152
13,0.005913775426591061,0.038610352206932375,0.0027370152998246484,0.006764228596592529,0.05950215913100451,0.004217996226538423
14,0.006718806935917096,0.03745087483886875,0.002654822128439365,0.006572846130358696,0.05808275918537714,0.004117377632153914
15,0.008226753328311864,0.03654782081260655,0.002590806325806927,0.006867006220184493,0.0569793975760332,0.004039162401434746
16,0.0061340486791455805,0.03531783974164962,0.002503615279435188,0.007176514617602786,0.05603253513565898,0.003972041102663785
17,0.005317600839512894,0.03410788218811172,0.002417843662579099,0.007937777832420619,0.055091198326840715,0.0039053115055284063
18,0.0041066071734562415,0.032811844537805154,0.0023259699894505504,0.008608483257787338,0.05399582305949962,0.0038276624115834977
19,0.0033156140171941672,0.03187656570109118,0.0022596698305716906,0.00984059681451773,0.05333448484296159,0.003780781388397744
20,0.002176301687150746,0.030715143042422288,0.002177338761191571,0.010753659205274197,0.05242635280712137,0.0037164056152104354
21,0.0021339646839679373,0.02992889956912466,0.002121603439113455,0.009319643928478305,0.0512616501294173,0.003633842031445706
22,0.0019414748978359895,0.02885842523005806,0.002045719525172652,0.00823104773236497,0.05010941080051393,0.003552161951052604
23,0.0018560071462515656,0.028255362195783652,0.0020029695201294094,0.007130885738377723,0.04912404800291274,0.0034823114343192113
24,0.001564604267555694,0.027500013346778134,0.0019494242599009401,0.005797360816617366,0.04806389595566862,0.0034071592482449657
25,0.001514638965320499,0.026755560215354374,0.00189665137661335,0.004759888735061285,0.04697487881158905,0.003329960869707979
26,0.0022879477940830574,0.026139766440273996,0.001852998913281789,0.004563702880330398,0.046171772179938675,0.003273030150028529
27,0.003171364985670783,0.025408564796259803,0.001801165403030503,0.004470127469351056,0.04525681899283266,0.0032081708382483355
