t_shift,stim_15,stim_15_std,stim_15_se,stim_20,stim_20_std,stim_20_se
1,0.021767076934686116,0.03288495420942998,0.0023311525966624672,0.026733450680153422,0.039279362265504325,0.0027844401654729665
2,0.012055702218438887,0.020688001554005304,0.0014665335470817604,0.015540703407879308,0.025708542969989475,0.0018224302919574722
3,0.005446765476802566,0.011293805617747508,0.0008005966535438767,0.007997514294948544,0.014856852268596748,0.001053174333879369
4,0.00032673042510449805,0.0047098145507682085,0.00033386990141143615,0.002219459000693888,0.006798011029480342,0.0004818982250237983
5,-0.0032959936643549843,0.005222605233219227,0.0003702206691007287,-0.0025341103309402292,0.004156769538732971,0.0002946655799558973
6,-0.0037494079679954596,0.005813216248858879,0.0004120879739465121,-0.0029590470669953726,0.0044572085672191205,0.00031596313801037683
7,-0.004015416696111866,0.005966026366827776,0.00042292039600283775,-0.0032007185843198967,0.0050707615543975825,0.00035945675609913005
8,-0.0038537021450506283,0.005955021823322999,0.0004221403045968145,-0.0031010936654599325,0.005405175987130279,0.0003831627667039033
9,-0.003589128518466319,0.0059095313672861026,0.0004189155716676331,-0.0028544392971281097,0.0056869206298717275,0.0004031351148890235
10,-0.0036317135382435365,0.0056814562569195036,0.00040274775576072474,-0.0031096749384790516,0.005748876336887203,0.00040752703851365085
11,-0.0018883497969888743,0.0033421226544797706,0.0002369167934593278,-0.0028620378900280157,0.005576837013048626,0.00039533149419449984
12,0.00023514680250792374,0.002560661144984713,0.00018152045580747885,-0.0029699164291294862,0.005344233596328428,0.00037884267516113284
13,0.002505806906396452,0.004569018185290469,0.0003238891116893708,-0.003177608716108491,0.005304197487987106,0.00037600459068864875
14,0.005607678835433244,0.008458991236248355,0.0005996419900706686,-0.0030981317572233535,0.005128941121966217,0.00036358099629562186
15,0.010317667075047103,0.013947478001453227,0.000988710501249742,-0.002444996510536484,0.004479154203490781,0.00031751882291886974
16,0.00556210374951401,0.008469821426310808,0.0006004097218888629,-0.0009201955388057031,0.002557870525284762,0.00018132263402191674
17,0.002556740469910097,0.004422518602944197,0.0003135040316426864,0.0012794343630460336,0.003642698862054237,0.0002582240758815501
18,8.36266697173901e-05,0.00238833055178288,0.00016930426395060717,0.003855288146463951,0.006911578764012836,0.0004899488282743444
19,-0.0018309401037992382,0.003431521341853382,0.0002432540983824847,0.007153266356787089,0.01111481802635035,0.0007879085595967608
20,-0.0037569039472613165,0.005766548989065627,0.0004087798196108443,0.011376104828366571,0.016218137474505945,0.0011496732835918624
21,-0.003701999361394856,0.00605459242716751,0.000429198677560485,0.0069355843567106635,0.011129624071853136,0.0007889581323345033
22,-0.003978764442940165,0.006103048242398605,0.0004326336192295529,0.0036203979208914694,0.0066346440888446255,0.0004703174496501611
23,-0.0035920733112080783,0.006224441583431852,0.00044123896501671654,0.0014072627260732552,0.0033302715700134224,0.00023607669235561175
24,-0.004054021223523175,0.005762385393485584,0.00040848467014564945,-0.0010725063215599629,0.0024212490162959306,0.00017163779202971073
25,-0.0037120407451235083,0.0054655361124437835,0.00038744158254057245,-0.002760994639342495,0.0044067260900488,0.0003123845300855466
26,-0.0020203837211671123,0.00354218870786268,0.00025109909995966166,-0.0033060313636631574,0.005355988146195091,0.0003796759331085139
27,-6.094316867169364e-05,0.0024377961513343963,0.00017281078733226104,-0.0030992821901971563,0.005507065578862046,0.00039038552836036564
