t_shift,stim_15,stim_15_std,stim_15_se,stim_20,stim_20_std,stim_20_se
1,0.021413608014017056,0.024301756545558145,0.0017227058463834472,0.030645628142104996,0.032997860496351936,0.0023391563111350927
2,0.014129597522862589,0.016880441931616676,0.0011966228017557673,0.02021363436785056,0.024099756851608395,0.0017083864677376057
3,0.007690313020993782,0.010802908945245758,0.0007657979110701145,0.012122679839126863,0.016050834840498754,0.001137813514312254
4,0.002970662797965104,0.006227995037494881,0.00044149086269653075,0.005638802880189177,0.010065745180305737,0.000713541757272198
5,-0.00037811865735495046,0.003419414886908783,0.00024239589454553404,0.0008931815888548453,0.005015609313797997,0.0003555471174216157
6,-0.0013514829937175594,0.002981819442450598,0.0002113755759481664,-0.0006721079144464483,0.003476466292968215,0.00024644016149301704
7,-0.0016127342642390133,0.002946964276122352,0.0002089047587174131,-0.0012722516235180064,0.002874843203488896,0.00020379223142992332
8,-0.0018783117515312117,0.0027000773164271145,0.00019140340616845267,-0.001407744196174028,0.002766759578990485,0.00019613038643231313
9,-0.001678439055449958,0.0030187392888699634,0.00021399275447001466,-0.00143479838819309,0.0031199386547480835,0.0002211665873129908
10,-0.0017438255909609684,0.002817500184878663,0.00019972729261679957,-0.0018652407176083894,0.0031084336258597705,0.00022035101743879052
11,-0.0006432392656816146,0.002078445930729356,0.00014733712559200982,-0.001503442264852742,0.003075271151824924,0.00021800019198330248
12,6.721543224717082e-05,0.0024006951688378517,0.00017018076841434667,-0.0013728776499333276,0.0031468485098887643,0.00022307417636686336
13,0.0013944645827399613,0.002870906729590082,0.00020351318219383578,-0.0016039824661853567,0.003043109935092669,0.00021572034377613302
14,0.002687511133756963,0.003569056259063556,0.0002530036901667517,-0.0012773727041200623,0.002836062382659804,0.0002010431319298694
15,0.003896901661016948,0.005277522291649556,0.00037411363615628913,-0.0012344465256420448,0.0026048798044144427,0.00018465503346551886
16,0.0025448027046378295,0.003776374296123393,0.00026770007615984574,-7.499509337914228e-05,0.0023584515042071306,0.0001671861944256073
17,0.0014322755294791667,0.0026491938510691594,0.000187796372944658,0.001238986173609203,0.0027977411847922443,0.00019832661423769754
18,-0.00021232883588423335,0.0021448178263893053,0.00015204210452942105,0.00185081614205669,0.0037061739404631,0.0002627237048885975
19,-0.0007887315883085371,0.0023413813228661444,0.0001659761213537364,0.0032479456647962735,0.004848402716409023,0.0003436941559973718
20,-0.001452741028126376,0.002706262800924127,0.00019184188353883294,0.004737489779967268,0.006761234035750752,0.00047929117306063664
21,-0.0018151381477827908,0.0030506366355054215,0.0002162538974219659,0.003275224251537384,0.0048018728957163175,0.000340395744461225
22,-0.0016194325788993652,0.0029209530361844717,0.00020706087080632054,0.002107619815881724,0.0036238292128747515,0.0002568864419167063
23,-0.001755529163876639,0.0031957356869359212,0.0002265396964643278,0.0007411553276349511,0.0025976981518051672,0.0001841459396099574
24,-0.0018938737621986281,0.003092640697968624,0.0002192314864633819,-0.0002361800174903365,0.0025036569833136587,0.00017747953792589214
25,-0.001802733025055976,0.0027041272707506773,0.00019169049981856428,-0.0014154762164660145,0.0026220811508666777,0.00018587440458560147
26,-0.0007779716284624134,0.002314251886378384,0.00016405296659087235,-0.0013477820471126572,0.002749242474879171,0.00019488863184524463
27,0.00024231219534585267,0.0022152161882231804,0.00015703251208616209,-0.001798057957220797,0.0027416956692985165,0.00019435365298184682
28,0.0013933516293938375,0.0028680841362665977,0.00020331309385819582,-0.0018401414564606356,0.0030164060577325736,0.00021382735609999109
29,0.0028073173390913086,0.004229174234461359,0.0002997982127515174,-0.0015659347370389329,0.0030615458837535605,0.00021702723352635348
30,0.003924909258750152,0.0054231984660526155,0.0003844403463614737,-0.0017163719223935569,0.0031778135243510338,0.00022526922804337477
31,0.0026965745051428314,0.004030921535485201,0.0002857444515368801,-0.001793337715439184,0.0031965673772657373,0.00022659865342864718
32,0.0013594396099999352,0.002891529199415528,0.0002049750703198468,-0.0015892895693116191,0.0030554048520470855,0.00021659190733074542
33,0.00020380002093668473,0.002207563973392884,0.00015649006095917376,-0.0016925059440258574,0.002767524549384115,0.0001961846137457563
34,-0.0007468292267444357,0.002316914133667513,0.00016424168829750713,-0.0014010520848213772,0.002766604803749929,0.00019611941470641002
35,-0.0018563543458229713,0.0029510947235895286,0.0002091975583751887,-0.0012987309470547668,0.002717751215456428,0.0001926562756525622
36,-0.0015755580477881494,0.0029768476151128607,0.00021102313245273957,4.200957453710122e-05,0.0021871455238351555,0.0001550426354464853
37,-0.0020931461322326902,0.0030896256917350598,0.00021901775833818625,0.0007529813169278053,0.0025254201254488323,0.00017902228616804709
38,-0.0017275545204349645,0.003211778258357568,0.0002276769242004087,0.002421325192283352,0.003788880414045662,0.00026858661135411714
39,-0.0021582447080381014,0.0030916346585951222,0.00021916017022304454,0.0031091960366434264,0.004748734359639686,0.0003366288535125869
40,-0.0016582665393103737,0.003097833437724033,0.0002195995900248928,0.004775501828167518,0.006360988822072915,0.00045091854212356026
41,-0.0006080073691408188,0.002356322556792187,0.00016703527734471686,0.003581317023015421,0.0045789615367701425,0.000324593977187244
