t_shift,stim_15,stim_15_std,stim_15_se,stim_20,stim_20_std,stim_20_se
1,0.013898818613889717,0.016816165876208884,0.0011920663929947013,0.01922385689312071,0.021521780436413052,0.0015256385649689314
2,0.00876070089497684,0.01094755876714098,0.000776051865075047,0.012529149353456162,0.01482658020323999,0.0010510284040625502
3,0.004546828742060627,0.006287807214229493,0.00044573083548831105,0.00697639226006672,0.008568107808796993,0.0006073770588141344
4,0.0014580013037571277,0.003275589140365691,0.000232200357693465,0.003131000200915191,0.004447301552743101,0.0003152608483743973
5,-0.0008803828953854716,0.0028845726000350765,0.00020448193006468936,-0.0003363314915901091,0.0026011647898800776,0.0001843916830675444
6,-0.0009558262024266638,0.002772309403868088,0.00019652380308699514,-0.0006883719233068157,0.0027458518372796524,0.0001946482759185153
7,-0.0015114861468214875,0.0029357447680899824,0.00020810942888005438,-0.0010577715347907476,0.0027407577021149885,0.00019428716225111507
8,-0.0013931067976726851,0.003063092567921968,0.00021713687506006024,-0.0011639588331900704,0.002874155475500311,0.00020374347968539673
9,-0.0013220286670938503,0.003041490265704631,0.00021560552845738222,-0.0010732907053679598,0.0031028269939620185,0.00021995357384121882
10,-0.0010707254750686377,0.002793484440115931,0.00019802486160814175,-0.001097721886390038,0.002948879648419741,0.00020904053585963438
11,-0.0003057497605356999,0.0023316527585955068,0.00016528648171741932,-0.0008790566223571217,0.0031079291643036607,0.00022031525710721294
12,0.00018244515058880948,0.002204928242225874,0.00015630321893059893,-0.0010653940214890903,0.002997348912418291,0.0002124764308865503
13,0.0010267198154585173,0.0028771116022196313,0.0002039530339524916,-0.0012032377627773682,0.002836941879342726,0.00020110547779670845
14,0.0018364231171578514,0.003697738202459362,0.00026212571127647504,-0.0011764616112499742,0.0026060536472302695,0.0001847382449764962
15,0.0033717100201196837,0.005209093481439999,0.0003692628464124254,-0.0007589111267203337,0.0025751133700265163,0.00018254494687774736
16,0.0015754931081394855,0.004373091597575246,0.0003100002441300969,-0.00036177871117187946,0.00230628910170392,0.00016348849975134671
17,0.000859329772166275,0.002814560968487747,0.0001995189370911023,0.000550500566134038,0.0027763214600504964,0.00019680821020910986
18,2.1397019668782457e-05,0.0022389082251432746,0.00015871199605426388,0.001219286263705202,0.0030259830173868124,0.00021450624876999237
