t_shift,stim_15,stim_15_std,stim_15_se,stim_20,stim_20_std,stim_20_se
1,0.02473026071416683,0.05613941681548621,0.00397961774406271,0.03429818956915573,0.07127703447105853,0.005052695008526466
2,0.017982494426155612,0.05305654487223892,0.003761078746261157,0.025375697731069333,0.06782447347414475,0.004807949448540764
3,0.011928562492208186,0.04984095481134703,0.00353313161054337,0.017724968816339746,0.06445487772016294,0.004569085138693404
4,0.007771257576492569,0.04693615884435088,0.0033272160840046115,0.01229231230046504,0.061441227992941994,0.004355453173682862
5,0.004214432567346375,0.04466497020828121,0.0031662157902907807,0.0075255919743761465,0.05892001559016944,0.004176729165066925
6,0.003641305268593621,0.04322283272456728,0.0030639853745664984,0.00648930027783017,0.05756193619264306,0.004080457469085376
7,0.002784395071565998,0.04087543699805153,0.002897582903442108,0.005382170321598126,0.05526688566682852,0.003917765650855933
8,0.002477395973494004,0.03945259639150612,0.002796720407071838,0.0048935642710828745,0.05354662981351643,0.0037958199466340816
9,0.0023723918546580836,0.03794287903691672,0.0026896993813175047,0.004587910674507338,0.05198071584276986,0.003684815248381859
10,0.0023838174176324775,0.03646389752712786,0.002584857161833087,0.004180185923258396,0.05030527644195785,0.0035660464982452534
11,0.003162255030519042,0.035535202564645714,0.002519023721424136,0.004166591562456707,0.048828490797370415,0.003461359939517838
12,0.0036049539318464613,0.03451122928336938,0.002446436180071385,0.003815740087824236,0.04763157441260352,0.00337651278660506
13,0.004325821429307721,0.033637556337648665,0.002384503147016817,0.003526961968625158,0.046422717183722276,0.0032908191696958224
14,0.005226485827179896,0.03259239086273036,0.0023104133308874974,0.003447305637590746,0.04519007210885324,0.0032034392770937475
15,0.006755422536942905,0.03174306337494077,0.0022502061015883985,0.003816526641396134,0.04409836391240087,0.003126050134911884
16,0.004715517584563766,0.03057459631957065,0.0021673756681660676,0.004176865672438994,0.04314202643147514,0.003058257168324557
17,0.00388751707912621,0.02938568383863049,0.0020830958969522365,0.005017893553208186,0.04227843021707406,0.00299703845581403
18,0.0027201556016961267,0.02817385316577208,0.0019971914981880426,0.00578692194322277,0.041244720807284925,0.0029237607386100525
19,0.0019489344019473806,0.027240733701275256,0.001931044413147119,0.007066716961306088,0.040489398379865586,0.002870217351358168
20,0.0008378666698021332,0.026137647553649824,0.001852848709391447,0.008032791796533635,0.03971807138021445,0.002815539430061352
21,0.0008411966197295221,0.02530827498952321,0.0017940560471255541,0.006698267133080582,0.038507980366870566,0.0027297583524904545
22,0.00069617420628397,0.02441495056339004,0.0017307299575594882,0.005578587118647801,0.037395222434695743,0.0026508770341061873
23,0.0005853704727360707,0.023839914536197975,0.0016899667343715763,0.004512588005321978,0.03631337200786331,0.0025741866906850114
24,0.0003295966044063481,0.023005879604743856,0.0016308435656487523,0.003218280184006092,0.03535729666591065,0.0025064123066367953
25,0.00036133585879805525,0.02237006059567505,0.0015857715511171622,0.002178191147461117,0.034315810926246255,0.002432583340023566
26,0.0011128863880777347,0.021873292933932934,0.0015505566252506696,0.0020289355191418583,0.033414146241814276,0.002368666025222206
27,0.002026355176782757,0.021251952207535268,0.0015065109489657165,0.0019411969559160179,0.032558047678359396,0.002307978807095426
28,0.0027844256120076677,0.020931901043625155,0.0014838231234920243,0.0016640923660714859,0.03172067148640023,0.0022486187826952953
29,0.003998406227237828,0.02051799830545966,0.0014544823363133235,0.0018789636648282068,0.03077400183188598,0.002181511150151607
30,0.00509464930360476,0.020417117075362486,0.0014473310555179228,0.0017122639000979301,0.030069880731320678,0.002131597328727554
31,0.00403729928005716,0.01933477709669572,0.0013706060086873236,0.001532356048482523,0.029425642867316578,0.002085928517392832
32,0.0024586717515669584,0.018582898700812835,0.0013173067623580043,0.0014273673307890306,0.02860060488214238,0.0020274431252820385
33,0.0017661933769737607,0.017709864315728057,0.0012554189956667432,0.001614461563831872,0.02799268711953714,0.001984348977671881
34,0.0006135988190276359,0.01712068398424416,0.0012136531093317918,0.001397589065875728,0.02739374711469897,0.0019418912464361428
35,-8.335508912496175e-06,0.016685596260987125,0.0011828105583771135,0.0016211270168732996,0.026823416192636403,0.0019014615593076203
36,2.237382356173502e-05,0.016012220399841466,0.0011350762091898677,0.0028159763094623346,0.026137650009221698,0.001852848883462322
37,-0.000625449134559504,0.015653841495723547,0.0011096714022497999,0.003170395606240154,0.025777640077208917,0.001827328456020303
38,-0.0002882656059375073,0.01511761847201722,0.0010716595599299843,0.004296704849704703,0.025347746732526034,0.0017968541247999164
39,2.59460085283066e-05,0.014681734687684769,0.0010407605777018661,0.005478125306753481,0.024916232557770392,0.0017662648959820206
40,-0.00033291508556398784,0.014246177098944516,0.0010098847188661946,0.0061863734862069135,0.024728722576536313,0.0017529726658371903
41,0.0006974685711079154,0.014064999100568652,0.0009970413510852266,0.005194611101553841,0.0237632481275611,0.0016845319967577594
42,0.0013579826208551871,0.01371426969824336,0.0009721788029500059,0.004027615535618121,0.022994502069954327,0.0016300370335915896
43,0.0024013865207000583,0.013608292227867894,0.0009646662592596565,0.002973279271366997,0.022304282234458243,0.0015811086467208775
44,0.0032562421425832875,0.013720467525420913,0.0009726181552698118,0.0019132302190207914,0.021696513090732207,0.001538025034423738
45,0.00427339047191983,0.013965380698323794,0.0009899795897827927,0.000730221161016264,0.021148379147086675,0.0014991688493759963
46,0.003129442337866096,0.01298749571732315,0.0009206591614136637,0.0008115961963173851,0.020553201380915414,0.001456977816168231
47,0.0020998566295784525,0.012402749093180298,0.0008792075722589695,0.0005835615412919281,0.020020337129972237,0.0014192040709367847
48,0.0011574813718953402,0.011725425343676557,0.0008311933646860719,0.00024909898997557185,0.019587191878816287,0.001388499218178478
