t_shift,stim_15,stim_15_std,stim_15_se,stim_20,stim_20_std,stim_20_se
1,0.024550864010769467,0.03789831950525291,0.00268654063986746,0.029856106592439136,0.0447859683735675,0.0031747931228119745
2,0.013197288932926814,0.022520927701493335,0.0015964662366940209,0.017777948128424564,0.02798164022679226,0.001983565884207822
3,0.005674196614851304,0.011306450196481991,0.000801493003964889,0.008925783704809608,0.015212965172428922,0.001078418508318126
4,3.5382130838660255e-06,0.004723288208026426,0.0003348250236507436,0.002328045576819266,0.0058154345307033315,0.0004122452237772064
5,-0.004818100559293364,0.00696227334879427,0.0004935424721090704,-0.003524129322414535,0.005370587146098027,0.0003807108287728249
6,-0.005339420947227007,0.007763239532548941,0.0005503214594601642,-0.0040002434430912994,0.00604154357498527,0.0004282736689545928
7,-0.005169759600866381,0.007835390951911438,0.0005554361379702392,-0.00411012449766394,0.006479766309063635,0.0004593384549341446
8,-0.005490290034356524,0.00792213116957549,0.0005615849889722771,-0.004113341102919788,0.006764031725943482,0.00047948949606014293
9,-0.005124204331075269,0.007913115171624597,0.0005609458618230989,-0.004236109697266963,0.006984798518817666,0.0004951392390759906
10,-0.005131313069384405,0.007267688147753857,0.0005151927531804554,-0.004251907260744941,0.006916363859429911,0.000490288034694878
11,-0.0022706303292973867,0.004275720823074281,0.000303097812934013,-0.004157595405901417,0.007014315796188337,0.0004972316633910993
12,0.0003411566980126065,0.0025875861902929296,0.0001834291216637781,-0.004154905148333981,0.0069566312261053805,0.00049314251263602
13,0.0034551011543251155,0.005271916514402029,0.00037371625314326564,-0.004098554092271293,0.006640794974649995,0.00047075347438431896
14,0.007917046067391454,0.011762843678913362,0.0008338458801432791,-0.004080549743405699,0.006313070496448297,0.0004475217020824842
15,0.01421478310014141,0.02031076882428756,0.0014397922278806708,-0.003700994896089317,0.006310506404414721,0.00044733993841743284
16,0.007830936150112383,0.011266740236664338,0.000798678039548252,-0.0010615946072897392,0.0030251674339959625,0.00021444843359630332
17,0.0035549322126689643,0.00544653745620922,0.0003860948035080629,0.0016930586315029167,0.0035593231396475484,0.00025231372762474073
18,2.0129483704774046e-05,0.002501276655255696,0.00017731080094368775,0.0049691035928954965,0.008143798185275648,0.00057729854709229
