t_shift,absolute_ATE,relative_ATE,p_sink,p_sink_given_second_last,p_sink_given_not_second_last,correlation
0,0.01155704453648906,0.588656886396734,0.017249725,0.02858944605710612,0.01703240152061706,0.010909111813315647
1,0.04395301783649752,2.325375327524626,0.017249725,0.06052113294551809,0.01656811510902058,0.03661583191687447
2,0.029232897226867793,1.4696599401754307,0.017249725,0.04602736645626058,0.016794469229392782,0.02419647894524934
3,0.019195154137519835,0.9266881912186028,0.017249725,0.03614560163865074,0.016950447501130908,0.015727598216062347
4,0.012372686702212548,0.5733316004183215,0.017249725,0.029431854527107185,0.017059167824894642,0.00993158191936387
5,0.007221656959722187,0.32091184282235874,0.017249725,0.024364560417663546,0.01714290345794136,0.005585559653153786
6,0.00015528529705622466,-0.000366459376959023,0.017249725,0.017401061349353823,0.017245776052297598,7.742949844027154e-05
7,0.0002650739678206664,0.008785710763383723,0.017249725,0.01750930821737041,0.017244234249549743,0.00021441771236615503
8,0.00035567562430822487,0.019698271202243104,0.017249725,0.017600228877119668,0.017244553252811445,0.00030683821047753675
9,0.00022011236906715193,0.011379667901950757,0.017249725,0.017465609463827216,0.017245497094760066,0.00021499914331684334
10,-5.0103963938249314e-05,-0.0025078112647166618,0.017249725,0.01720015659661428,0.01725026056055253,-3.850548723078027e-05
11,-6.631047383818616e-05,-0.0028204439582510143,0.017249725,0.017183687804148595,0.01724999827798678,-3.192458855418916e-05
12,-0.00024257987504004556,-0.01428142440555339,0.017249725,0.017010293714641612,0.01725287358968166,-0.00021657313667119066
13,-0.00014836753705106817,-0.00944028167463113,0.017249725,0.017104118175388833,0.017252485712439904,-0.00015794982001600006
14,-0.00022193519474697797,-0.009585153473616404,0.017249725,0.01703187647376958,0.01725381166851656,-0.00020150517326898
15,0.0002235951112780139,0.0142548339869919,0.017249725,0.01747075640007335,0.017247161288795335,0.0001934925306711395
16,0.00016122380549376535,0.008462931907266987,0.017249725,0.017409118817930166,0.017247895012436402,0.00012731980896047562
17,-0.00022155020860825395,-0.014688901844104825,0.017249725,0.017030914520669294,0.017252464729277547,-0.0002017212719593799
18,0.0003328966473003954,0.018098007983964742,0.017249725,0.01757791549571968,0.017245018848419287,0.0002922649734238456
19,-3.262585427086007e-05,-0.004989335174395088,0.017249725,0.017217717541201147,0.017250343395472004,-6.448764572368354e-05
20,-0.00021763618018053605,-0.012461484918200602,0.017249725,0.01703495668227385,0.017252592862454386,-0.00019141443646900343
21,-1.801474209044909e-05,-0.0016024136930019761,0.017249725,0.017233029746688416,0.017251044488778865,-5.49439128572763e-05
22,-0.00011364816488065467,-0.006403747996416418,0.017249725,0.017137859200949873,0.01725150736583053,-0.0001086045531208079
23,-3.5294792576967115e-05,-0.0026601940702361613,0.017249725,0.017215147710802913,0.017250442503379874,-4.994346198797236e-05
24,1.9200121255398896e-05,0.00047172831731994824,0.017249725,0.01726912054530538,0.01724992042404998,-5.794247624561627e-06
25,5.8391497946491085e-05,0.007861771942431192,0.017249725,0.0173085607150688,0.017250169217122312,6.037232243324218e-05
26,-0.00013997285872496983,-0.01051391550751443,0.017249725,0.01711171594654934,0.01725168880527431,-0.00014453121440095257
27,-2.3619451277481392e-05,-0.0011034487040973194,0.017249725,0.017226677016938186,0.017250296468215666,-2.1324759168654394e-05
28,-3.8293112044776324e-05,-0.0038000507385288766,0.017249725,0.017212954030594804,0.01725124714263958,-7.44936505109431e-05
29,-5.921754338374878e-05,-0.0038290946107013236,0.017249725,0.01719104654592304,0.01725026408930679,-4.7212689801368005e-05
30,-3.621221935557335e-05,-0.0025263539090021004,0.017249725,0.01721464844972316,0.017250860669078737,-5.485048964500515e-05
31,6.741768496715386e-05,0.0036173255706913655,0.017249725,0.017315771920687503,0.01724835423572035,6.797433267485588e-05
32,-0.0002613835605039751,-0.017583535575718026,0.017249725,0.01699199871877962,0.017253382279283594,-0.00025498232755464726
33,9.205691111331682e-06,0.0003892323516623075,0.017249725,0.017258395807437422,0.01724919011632609,1.4019057766464327e-05
34,0.00035026183763102583,0.02042719806453307,0.017249725,0.017594787112395073,0.017244525274764045,0.0003109497545258894
35,0.00012229430106500336,0.010256386999903716,0.017249725,0.017369812204467264,0.01724751790340226,0.00014630716370814937
36,7.899721577899164e-05,0.006146848891682902,0.017249725,0.0173269131442751,0.017247915928496112,0.00010459673048902508
37,-0.00010495112750382292,-0.004676058296303559,0.017249725,0.017145315069198693,0.017250266196702516,-5.9790467292475875e-05
38,0.00015218043110371335,0.007626107124532724,0.017249725,0.017398876382556556,0.017246695951452843,0.0001467179001514931
39,-0.0001856561306561496,-0.00969856188339421,0.017249725,0.01706770000532428,0.017253356135980433,-0.00018253396860756603
40,-0.0002188653532011911,-0.013039375568181083,0.017249725,0.017034115127750226,0.017252980480951415,-0.0002054301402228015
41,-0.00020647597823775793,-0.010977287629939126,0.017249725,0.01704708020807431,0.017253556186312066,-0.00020427255474063675
42,0.0003799431513131768,0.025533704439198023,0.017249725,0.01762453057923257,0.017244587427919393,0.0003631027551405618
43,0.00011757975989382767,0.010316887683766169,0.017249725,0.017365972584057962,0.01724839282416413,0.00011740083246836348
44,0.00020622270429018454,0.010969028539835906,0.017249725,0.01745264651458538,0.017246423810295196,0.00018172051685480853
45,-7.782875325069426e-05,-0.004018657029538253,0.017249725,0.017173045969533795,0.01725087472278449,-7.391076072758729e-05
46,-0.00011048128968180007,-0.005205386153181217,0.017249725,0.01714069354532154,0.017251174835003342,-9.096433465884044e-05
47,8.331444134880663e-05,0.005536206384561375,0.017249725,0.017331307926670998,0.017247993485322192,9.361598486377902e-05
48,4.677801623891415e-05,0.0001710117321948812,0.017249725,0.017295543624094512,0.0172487656078556,2.8576665385074972e-05
49,-5.7315174444296476e-06,-0.001226460302039174,0.017249725,0.01724448945695553,0.01725022097439996,-2.756986323684177e-05
