t_shift,absolute_ATE,relative_ATE,p_sink,p_sink_given_source,p_sink_given_not_source,correlation
0,0.0001587532527791212,0.008186569617601369,0.018096225,0.01825278128421656,0.018094028031437438,0.00013233621632984004
1,0.01569073114311573,0.8379333479648827,0.018096225,0.03357692730050317,0.01788619615738744,0.012889387185210906
2,0.013346472351238158,0.6842080065214577,0.018096225,0.03126414119992866,0.017917668848690504,0.010797877319779894
3,0.011410211769770742,0.5674406478215949,0.018096225,0.029353828539744706,0.017943616769973962,0.009129150661326475
4,0.009138674727746165,0.4453422202252584,0.018096225,0.02711272431565319,0.01797404958790702,0.007249906567684694
5,0.008723613317975472,0.41827838574355947,0.018096225,0.026703109384577175,0.017979496066601704,0.006880981681151426
6,0.002772427961009811,0.11344374022193941,0.018096225,0.02083153945171832,0.018059111490708508,0.002035201928766724
7,0.001818453258856167,0.07006339227525835,0.018096225,0.019890284402653512,0.018071831143797342,0.0013017272218841754
8,0.001234323576662629,0.049190000165435635,0.018096225,0.019314036063020325,0.018079712486357695,0.0008944268518849255
9,0.0006542159804312523,0.02526359525106665,0.018096225,0.018741656434879406,0.018087440454448152,0.0004661829655209884
10,0.0004168500686414552,0.018826066476860828,0.018096225,0.018507560554478625,0.01809071048583717,0.00031689220525204365
11,0.0004343131015851615,0.022283012848662288,0.018096225,0.01852471852523365,0.018090405423648488,0.0003550691718044646
12,-9.16621770501938e-05,-0.004785587467758781,0.018096225,0.01800583898798837,0.018097501165038565,-8.045844816473771e-05
13,0.0001339538387227799,0.006801774523260949,0.018096225,0.018228388303012037,0.01809443446428926,0.00010778044449488208
14,0.00043396655157850085,0.02612425090038941,0.018096225,0.018524397583074174,0.018090431031495675,0.00038555706939534236
15,-0.00017970376625452817,-0.012210201184474271,0.018096225,0.0179189115093299,0.01809861527558443,-0.00017239611051845252
16,0.00011169678140517426,0.006927530228735848,0.018096225,0.01820640972860598,0.018094712947200806,9.955135690371278e-05
17,3.5609630120690344e-05,-0.0014068937587136678,0.018096225,0.018131387473465682,0.018095777843344995,4.3701681974475746e-07
18,-0.00022575862154811297,-0.011118500436167158,0.018096225,0.017873541711790546,0.01809930033333866,-0.00018852200110891997
19,-0.00012295624620623074,-0.0067915749961453,0.018096225,0.017974898796640815,0.018097855042847045,-0.00010709593443072098
20,-0.00013736690114322922,-0.011559582721755496,0.018096225,0.017960691009371692,0.01809805791051492,-0.0001532422838213326
21,-0.0004166060542037632,-0.025531351694624792,0.018096225,0.017685202210171933,0.018101808264375695,-0.0003796657274127587
22,0.00023453783517568633,0.011289922027417597,0.018096225,0.018327680778128973,0.018093142942953284,0.00018390348671819056
23,7.547605669822055e-05,3.1311701453209386e-05,0.018096225,0.018170696109011245,0.018095220052313024,2.8634105837735437e-05
24,-0.00010297131980462254,-0.00930230491443903,0.018096225,0.01799457913911974,0.018097550458924364,-0.0001181197099605919
25,1.4177267119365022e-05,0.0015399441717211593,0.018096225,0.01811020804644137,0.018096030779322005,1.430388984905606e-05
26,3.551919044401525e-06,0.0017122575428723224,0.018096225,0.01809970915380451,0.01809615723476011,1.5145468508562686e-05
27,0.00013982442722142437,0.00620765119096516,0.018096225,0.018234157235564354,0.01809433280834293,0.00010823498175747396
28,8.500326934729443e-05,0.0030669475456958396,0.018096225,0.018180045223362723,0.01809504195401543,6.017248181226832e-05
29,-0.0003690647243492602,-0.021654706019833058,0.018096225,0.017732007357397342,0.018101072081746602,-0.00032488626080008854
