t_shift,absolute_ATE,relative_ATE,p_sink,p_sink_given_source,p_sink_given_not_source,correlation
0,-0.00018150064886689315,-0.013495179100254946,0.017337725,0.017158653406809228,0.017340154055676123,-0.00018511859697747045
1,0.01422902554669218,0.8218983330601717,0.017337725,0.03137609122806661,0.01714706568137443,0.012140826753761826
2,0.011420331228576403,0.6371153618316927,0.017337725,0.028604949240537945,0.017184618011961538,0.009640772308837482
3,0.00937039413522301,0.5063618072906594,0.017337725,0.02658248040023076,0.01721208626500775,0.0078117960615205284
4,0.007220784028457168,0.3806644150265516,0.017337725,0.024461784327410994,0.017241000298953823,0.005958138422046355
5,0.005822759566104718,0.30157900836336027,0.017337725,0.023082434414091572,0.017259674847986854,0.004773760589587653
6,0.0015208548353383435,0.07309956076581535,0.017337725,0.01883817756807412,0.017317322732735778,0.0012100268380017393
7,0.0007120667643663612,0.030535262789374525,0.017337725,0.01804028637026929,0.01732821960590293,0.0005349088099995025
8,0.0007217716988523025,0.037398227121184645,0.017337725,0.018049787542382182,0.017328015843529877,0.0005967683101068079
9,4.679689336145737e-06,-0.0017077530497173943,0.017337725,0.0173422735337976,0.017337593844461457,-1.1849002177110774e-05
10,6.996571736741803e-07,0.00022161215508467724,0.017337725,0.017338446898539903,0.017337747241366226,-1.149661248148366e-06
11,-0.00012913324979934882,-0.006544759644516476,0.017337725,0.017210362527570515,0.017339495777369866,-0.00011053069866705036
12,6.720145100934681e-05,0.0036461148512647325,0.017337725,0.01740395910069743,0.017336757649688082,5.6701534190679475e-05
13,-0.00032738935932413054,-0.017367178515173803,0.017337725,0.017014818567384196,0.017342207926708327,-0.00028090182193590276
14,9.465779120644388e-05,0.0059167241539816225,0.017337725,0.017431137908144025,0.017336480116937586,8.447485369026455e-05
15,-0.00024794097306240446,-0.013222348770248549,0.017337725,0.017093074217981747,0.01734101519104415,-0.00021025541374693383
16,-0.00013238478293304558,-0.00991655415606746,0.017337725,0.01720713613136406,0.017339520914297107,-0.00013660228141312966
17,-0.000296053870580023,-0.01670072082780885,0.017337725,0.017045671750337475,0.017341725620917497,-0.0002593721028307847
18,-0.0002474138053091459,-0.017723343650136853,0.017337725,0.017093627188481612,0.01734104099379076,-0.0002446701563281466
19,-0.0001191554886507284,-0.00509083076817733,0.017337725,0.017220213712940278,0.017339369201591005,-9.466638939795239e-05
20,0.0002482240544267448,0.014544936396208113,0.017337725,0.017582626082001843,0.017334402027575097,0.00021831964692131556
21,-0.0004047610896467862,-0.01939940184651015,0.017337725,0.016938254579289467,0.017343015668936253,-0.000321991414368677
22,0.0003048002999901019,0.020522713618150844,0.017337725,0.01763836505703602,0.017333564757045918,0.0002897570730661343
23,9.897880650758165e-07,0.0038067203899324374,0.017337725,0.017338737090782593,0.01733774730271752,2.5933515558581873e-05
24,3.1674308563432796e-05,0.005081411228369887,0.017337725,0.01736896485643875,0.017337290547875316,5.074623514402016e-05
25,4.905221937185503e-05,0.0017157641249492361,0.017337725,0.017386114806851278,0.017337062587479423,3.188844974809835e-05
26,0.00022557069632341085,0.013249931527181515,0.017337725,0.01756027683118388,0.01733470613486047,0.00019654796900846715
27,0.00016866706574326554,0.009272172110891184,0.017337725,0.01750423608350067,0.01733556901775741,0.00013799021445325872
28,0.00019103975826727907,0.008449597059567413,0.017337725,0.017526201897976518,0.01733516213970924,0.000146510128313206
29,2.6153965198082814e-05,0.0013441053002275923,0.017337725,0.017363494856158564,0.017337340890960482,2.016912589993908e-05
