t_shift,absolute_ATE,relative_ATE,p_sink,p_sink_given_second_last,p_sink_given_not_second_last,correlation
0,0.009514524885293911,0.4770984340424018,0.0172451,0.026576678623236136,0.01706215373794222,0.009072818458016578
1,0.06170660558784817,3.3102981409573977,0.0172451,0.07800418713616172,0.016297581548313556,0.05158115532443047
2,0.04085502771952797,2.079085937036949,0.0172451,0.05746881641997462,0.016613788700446646,0.034060802197673996
3,0.02735541805938145,1.3503234331162575,0.0172451,0.04417943122240478,0.016824013163023333,0.022728849698110995
4,0.018422264245554532,0.8853564928883385,0.0172451,0.035385866294516316,0.016963602048961777,0.015153268264867115
5,0.011979497652878706,0.5678150935799992,0.0172451,0.02904717836448155,0.01706768071160284,0.009696420647200448
6,0.00016919244774311323,0.0005790723240260176,0.0172451,0.017410991646392048,0.017241799198648936,8.496300773968905e-05
7,0.0003311620677626292,0.015930208509802368,0.0172451,0.017570214699028523,0.017239052631265895,0.00030107648859690366
8,2.9171842174092988e-05,-0.002033944603664396,0.0172451,0.017273211668896435,0.01724403982672234,9.990462080765005e-06
9,8.547170794136468e-05,0.00529193843646428,0.0172451,0.017328880652703983,0.017243408944762617,8.840214753079598e-05
10,-0.0003259605606312603,-0.019214547582331848,0.0172451,0.016923773143958112,0.01724973370458937,-0.00029848565739539363
11,9.270307133101421e-05,0.005991861276693795,0.0172451,0.017336474736341548,0.017243771665010538,8.32317615080348e-05
12,0.00012527982277888404,0.007385760710444231,0.0172451,0.017368544870702034,0.017243265047923152,0.00011274743972402748
13,0.00019557679539784344,0.01120552456014799,0.0172451,0.017437207400553923,0.01724163060515608,0.00019773870931346805
14,-1.2932833360510942e-06,-0.002113944335069431,0.0172451,0.017243720441186886,0.017245013724522935,-1.8541492722992294e-05
15,8.041090782257093e-05,0.006766496147098095,0.0172451,0.017323274613775873,0.017242863705953303,0.00012014836856574788
16,0.00011831613169361447,0.009076668830770056,0.0172451,0.017362456503909666,0.01724414037221605,0.00010308648963884899
17,8.173670857878724e-05,0.006112320931934029,0.0172451,0.01732540224423452,0.017243665535655733,9.085282492575461e-05
18,2.1908542015158553e-05,0.002913153986544266,0.0172451,0.017267265148672984,0.01724535660665782,1.3258479649159049e-05
19,0.00010071849924855064,0.009191119430389316,0.0172451,0.017344517434137244,0.01724379893488869,0.00011441921883187668
20,5.776078880708e-07,0.0005849924189783412,0.0172451,0.017246469719192307,0.017245892111304232,-1.892156395023748e-05
21,-0.00011616016262656192,-0.006123601946924628,0.0172451,0.01713052986095465,0.017246690023581212,-0.00010211481918692155
22,0.00011910780688555179,0.009586298389558346,0.0172451,0.01736177508779324,0.017242667280907686,0.0001541821538203261
23,-0.0002582687752996508,-0.017221702406588473,0.0172451,0.01699099429526333,0.01724926307056298,-0.00026168119410950195
24,3.342039489314006e-05,-0.0008207892015779438,0.0172451,0.017278702120141758,0.01724528172524862,-1.2586615776404515e-05
25,0.00023913900486690267,0.01590296713050151,0.0172451,0.017480210125197963,0.01724107112033106,0.0002448399936220266
