t_shift,absolute_ATE,absolute_ATE_std,absolute_ATE_se,relative_ATE,relative_ATE_std,relative_ATE_se,p_source,p_source_std,p_sink,p_sink_std,p_sink_given_source,p_sink_given_source_std,p_sink_given_not_source,p_sink_given_not_source_std,correlation,correlation_std
0,-8.134315911997792e-05,0.0025786530679976303,0.0002883021775215544,-0.004711513992427406,0.13705871764638067,0.01532363047831286,0.013399938271604937,0.00023778620679135807,0.019102222222222225,0.00328088402720974,0.019022049090470405,0.00415519092563546,0.01910339224959038,0.003281074190200102,-7.48594702679875e-05,0.0021646323752976438
1,-0.009206400620750673,0.004890041141787449,0.0005467232202903713,-0.4774122157060272,0.2367743980725543,0.02647218247109133,0.013399938271604937,0.00023778620679135807,0.019102222222222225,0.00328088402720974,0.0100189302305984,0.004788978145582471,0.019225330851349077,0.0033039731645566283,-0.007692905973142159,0.0038724645764168482
2,-0.008858059523950922,0.004928548467581677,0.0005510284701957524,-0.4541930433772277,0.23063259868472694,0.025785508424323905,0.013399938271604937,0.00023778620679135807,0.019102222222222225,0.00328088402720974,0.01036257849173451,0.00438966906590296,0.019220638015685434,0.0033123190277503946,-0.007357230352274708,0.0038398436242737233
3,-0.00886068634154299,0.004434367314181807,0.0004957773375856844,-0.4563403020697861,0.20358421852950156,0.022761407588906893,0.013399938271604937,0.00023778620679135807,0.019102222222222225,0.00328088402720974,0.010360014610882031,0.004008911537738035,0.019220700952425018,0.0033095177416252856,-0.007374823429710425,0.003399560277262196
4,-0.007863262405904145,0.004241094698506088,0.0004741688022436794,-0.40180324846722726,0.1970003250103772,0.02202530591563777,0.013399938271604937,0.00023778620679135807,0.019102222222222225,0.00328088402720974,0.011344175695100241,0.003705369221986503,0.019207438101004382,0.0033110019939106548,-0.006520648367752063,0.0032962413866370077
5,-0.007603289848694639,0.004335227486646799,0.0004846931679033902,-0.3831005270538231,0.18417550913936195,0.020591447911312358,0.013399938271604937,0.00023778620679135807,0.019102222222222225,0.00328088402720974,0.011600644206002477,0.003280339351609229,0.019203934054697117,0.0033186684115593676,-0.00626015648688434,0.003233742401785652
6,-0.0030726406027973803,0.0027826263398578258,0.0003111070825951766,-0.15070212531063196,0.13289627456901015,0.014858255194639165,0.013399938271604937,0.00023778620679135807,0.019102222222222225,0.00328088402720974,0.0160707305719044,0.0027407917755506647,0.01914337117470178,0.0033032133556922007,-0.002495343476322867,0.002208361937050405
7,-0.002436020939812091,0.0030256424362427566,0.0003382771081523438,-0.12140935582923656,0.14833120881815715,0.016583933305105783,0.013399938271604937,0.00023778620679135807,0.019102222222222225,0.00328088402720974,0.016698841412540952,0.003470273663625559,0.019134862352353045,0.0032968000673084773,-0.0019931269763359873,0.0024390032932421397
8,-0.0010357166357342971,0.002713327640441104,0.0003033592524627708,-0.04449234238072582,0.13193584737231015,0.014750876169676123,0.013399938271604937,0.00023778620679135807,0.019102222222222225,0.00328088402720974,0.01808037552646015,0.0029958206593033833,0.019116092162194443,0.003299423190348378,-0.0007907716994616256,0.0021735611763463326
9,-0.0006889776154699353,0.0027192211852378628,0.00030401817080247045,-0.029940516979699645,0.14610685294175663,0.01633524275781665,0.013399938271604937,0.00023778620679135807,0.019102222222222225,0.00328088402720974,0.01842254819535589,0.003640132886635153,0.019111525810825827,0.0032906144266323352,-0.0005344681861773778,0.00229064361392146
