t_shift,absolute_ATE,relative_ATE,p_sink,p_sink_given_source,p_sink_given_not_source,correlation
0,-0.00012751946624521167,-0.00520093972009412,0.016687825,0.016561991066731282,0.016689510532976494,-9.604612646150156e-05
1,0.016811599877628536,0.9987824405733857,0.016687825,0.03327493927325298,0.016463339395624447,0.014408224757354926
2,0.012900577871917904,0.7315830571487263,0.016687825,0.029416037141167806,0.0165154592692499,0.010912002484614085
3,0.009627854573462,0.5302975142857889,0.016687825,0.026186945817628454,0.016559091244166452,0.008078337146577933
4,0.007477505721204283,0.40341350364556816,0.016687825,0.024065331103811115,0.016587825382606832,0.006234221745047968
5,0.0060457811311077836,0.31960035803000353,0.016687825,0.02265266017012424,0.016606879039016455,0.005002264761535475
6,0.001237432378583755,0.055162288791228156,0.016687825,0.017908544869977342,0.016671112491393587,0.0009560312999686106
7,0.0010444161292200863,0.05228182648777535,0.016687825,0.01771821601984254,0.01667379989062245,0.0008510419885443979
8,0.0007752261512534215,0.04024906270917546,0.016687825,0.01745267550016129,0.01667744934890787,0.000641330146080597
9,-2.85521809114277e-05,-0.004802693493426923,0.016687825,0.016659666520721494,0.016688218701632923,-5.0798029935618e-05
10,9.321186332585506e-06,0.0018803588654739177,0.016687825,0.016697007414486112,0.01668768622815352,1.6458995959538065e-05
11,-7.995397803252924e-05,-0.0035426548304768267,0.016687825,0.016608974511916553,0.016688928489949083,-6.579986279772955e-05
12,-0.0002327052801107857,-0.01092308993871289,0.016687825,0.016458198712407956,0.01669090399251874,-0.0001863273462994171
13,-1.5573162030039916e-05,-0.005551574097009988,0.016687825,0.016672519452075797,0.016688092614105834,-5.316429660414349e-05
14,0.00010109129398880113,0.005672206334328951,0.016687825,0.016787561368436506,0.016686470074447707,8.51981531351083e-05
15,-0.00014926294944376088,-0.007732834204176828,0.016687825,0.01654055185881231,0.01668981480825607,-0.0001266686945964533
16,-0.00017000309804079798,-0.009809802265938486,0.016687825,0.016520090420644288,0.016690093518685084,-0.00014976121875463538
17,-0.00030775132151281115,-0.017944960422810283,0.016687825,0.016384217787774092,0.0166919691092869,-0.0002729229085709299
18,-3.7298586669665123e-06,-0.0006686424145179249,0.016687825,0.016684210827521747,0.016687940686188715,-1.1432808652659491e-05
19,0.00012146533881649313,0.010033224967494729,0.016687825,0.01680763094474234,0.016686165605925844,0.00012762332621922047
20,0.0003362637356132676,0.022013119795924116,0.016687825,0.01701954048445121,0.016683276748837943,0.0003131203361701692
21,-7.273680263102752e-05,-0.004560152061232153,0.016687825,0.0166160902663419,0.016688827068972928,-6.918211497966777e-05
22,-7.958662185502818e-05,-0.00604510581963457,0.016687825,0.016609341921985033,0.016688928543840062,-8.465852375371447e-05
23,-6.86636244926422e-05,-0.003384076670037255,0.016687825,0.016620061434825098,0.016688725059317743,-5.739841063339341e-05
24,-8.879827409471768e-06,-0.0008905409091197975,0.016687825,0.01667908559044083,0.016687965417850305,-1.3238121623279355e-05
25,-0.00013013544558026675,-0.007854333870433211,0.016687825,0.016559451666698956,0.01668958711227922,-0.00011948688092540641
26,0.0001311423423074538,0.009298760574850084,0.016687825,0.016817129909577858,0.016685987567270404,0.00012875879658121682
27,0.00011841293085308251,0.007324672662965037,0.016687825,0.0168046550216139,0.01668624209076082,0.00010252289396620417
28,2.2368094923359778e-05,-0.00024260956874778972,0.016687825,0.0167099282877014,0.01668756019277804,5.834634549096744e-06
29,0.00020218607197896077,0.012613430566399202,0.016687825,0.01688736472757908,0.01668517865560012,0.00018112037489785834
