t_shift,absolute_ATE,relative_ATE,p_sink,p_sink_given_second_last,p_sink_given_not_second_last,correlation
0,0.019105218881992264,0.9403466684671892,0.019219200000000002,0.037939277126106986,0.018834058244114722,0.018547674185557795
1,0.032214356087615865,1.607497745010025,0.019219200000000002,0.05082659207525941,0.01861223598764354,0.02977298240852086
2,0.022628040685908665,1.0995943000171706,0.019219200000000002,0.04142013505444903,0.018792094368540364,0.020823468422968894
3,0.01584023567624171,0.7564419994548999,0.019219200000000002,0.034760015498587066,0.018919779822345356,0.014533638219705946
4,0.010060477139856002,0.46486916907863046,0.019219200000000002,0.02909010492025102,0.019029627780395016,0.009112186450501736
5,0.005692937451306468,0.25879287995610534,0.019219200000000002,0.024806018183111303,0.01911308073180483,0.005085893665480479
6,0.0008755108780864594,0.033005008671489,0.019219200000000002,0.02007533590907993,0.019199825030993472,0.0007888939911006521
7,0.0004191995310044981,0.019064316678872748,0.019219200000000002,0.019630044251558027,0.019210844720553528,0.00038235125850762233
8,0.00021181583250108667,0.011203142074090013,0.019219200000000002,0.019427372478352446,0.01921555664585136,0.00019024791966192132
9,7.378430201924297e-05,0.0044504764846653635,0.019219200000000002,0.01929168366809515,0.01921789936607591,7.031629604461799e-05
10,-0.00017563038728800467,-0.011383054537859792,0.019219200000000002,0.019047012962871288,0.019222643350159288,-0.00019946588526936656
11,4.650131856927383e-05,0.0031569928525302425,0.019219200000000002,0.01926508617006847,0.019218584851499198,3.765396822733269e-05
12,-8.576835516543383e-06,-0.0013508259401153724,0.019219200000000002,0.01921152970519392,0.019220106540710463,-3.6293582472003165e-05
13,-0.00013462298763869808,-0.0067717082602049205,0.019219200000000002,0.019086502072636468,0.019221125060275165,-0.00011917321239898716
14,-4.3031785261273685e-05,0.00023608048391388748,0.019219200000000002,0.019177295114926673,0.019220326900187944,-3.065958943597402e-05
15,0.00024457902193349027,0.014203852217022353,0.019219200000000002,0.01946079628794213,0.019216217266008643,0.00020635102464889948
16,7.12461378727019e-05,0.0031330969360675105,0.019219200000000002,0.019288832156483825,0.01921758601861112,7.159420283333203e-05
17,0.00017889511510843885,0.009395118321567714,0.019219200000000002,0.01939469910277529,0.01921580398766685,0.00017603119156477118
18,2.8352779806720304e-06,-0.00034469421367503696,0.019219200000000002,0.01922185276246131,0.019219017484480638,1.7066821977763502e-06
19,-8.937336905386496e-05,-0.0013629872717517933,0.019219200000000002,0.019131819977175085,0.01922119334622895,-6.585814526408443e-05
20,6.333790599465664e-05,0.005787850923938472,0.019219200000000002,0.01928133647624132,0.019217998570246662,8.0485146287941e-05
21,-6.845026566660338e-05,-0.004591596480734301,0.019219200000000002,0.0191523935980803,0.019220843863746905,-8.51371890932669e-05
22,0.00048542061562849374,0.022732424093608296,0.019219200000000002,0.019696012157162435,0.01921059154153394,0.00043527265238792727
23,-0.0002987957639417419,-0.01957522511061456,0.019219200000000002,0.018925101277258802,0.019223897041200547,-0.00030810770037225114
24,-7.167888457960351e-06,-0.003039347683285172,0.019219200000000002,0.01921174290774264,0.019218910796200604,-2.2391524568736372e-05
25,9.141583043014206e-05,0.005174602897902349,0.019219200000000002,0.019309714253898987,0.019218298423468845,7.265099030404893e-05
26,6.16500280395169e-05,0.007541969502498012,0.019219200000000002,0.01927879227422628,0.01921714224618676,0.0001240113304300436
27,0.00018927532203161097,0.009279416383841627,0.019219200000000002,0.01940461725156022,0.019215341929528607,0.00018495087808902873
28,-9.213542384898407e-05,-0.002257314104785924,0.019219200000000002,0.019129078688276062,0.019221214112125046,-7.998723819470992e-05
29,2.7550867459440985e-05,0.0015801644060258358,0.019219200000000002,0.01924558774265211,0.019218036875192673,4.0414148676269514e-05
30,-0.0002058555319328914,-0.01248162204325233,0.019219200000000002,0.01901588878559199,0.01922174431752488,-0.00018581614003872505
31,-0.00023749607736451528,-0.012887470032007882,0.019219200000000002,0.01898621705203778,0.019223713129402294,-0.0002418816819335794
32,-0.00032121172400656896,-0.016678754439740758,0.019219200000000002,0.01890433863236131,0.01922555035636788,-0.000322677053954833
33,-2.6331678138149724e-06,0.0017453953764897277,0.019219200000000002,0.019217005651276577,0.019219638819090393,7.430713094425286e-07
34,-0.0002586256138809995,-0.013494090290413428,0.019219200000000002,0.018964950901350038,0.019223576515231034,-0.0002406130172762734
35,7.337466659496033e-05,0.0032877237745881417,0.019219200000000002,0.019291168037414107,0.019217793370819143,6.475415915242375e-05
36,4.481814347220883e-05,0.0021274733175363934,0.019219200000000002,0.019262784818311167,0.019217966674838962,4.974289790576065e-05
37,0.00025969984445970134,0.014984341022974463,0.019219200000000002,0.019474364778199593,0.01921466493373989,0.00025671081592082786
38,0.0002404254528384138,0.015734444198754086,0.019219200000000002,0.019455396080247083,0.019214970627408668,0.00025697040788101556
39,-0.00016368758776028633,-0.007908676754412248,0.019219200000000002,0.019058022618444064,0.019221710206204348,-0.00014049015019473453
40,1.6420905573411582e-05,7.44253178092702e-05,0.019219200000000002,0.01923533331890706,0.01921891241333365,5.946300462185087e-06
41,-0.00011557844200339891,-0.007029596006757597,0.019219200000000002,0.019105161315009323,0.01922073975701272,-0.00010885428785552381
42,-0.00010692138541462368,-0.006231663552210941,0.019219200000000002,0.019114444715309955,0.019221366100724578,-0.00012097076406407343
43,1.6630686147164375e-07,0.0015377747050754817,0.019219200000000002,0.01922011892209803,0.019219952615236558,-9.731741595512544e-06
44,0.0002982108724141156,0.01779137634211835,0.019219200000000002,0.01951185182815564,0.019213640955741528,0.00031209769094948643
45,-3.810799801670651e-05,0.0007856327080830439,0.019219200000000002,0.019181415554121225,0.01921952355213793,-5.074965392093079e-06
46,-8.514856157230428e-06,-0.002731503520713231,0.019219200000000002,0.019210970592150454,0.019219485448307688,-3.467281531122776e-05
47,0.00029040255414784435,0.016036538319861803,0.019219200000000002,0.01950395846045502,0.019213555906307175,0.00029386863124965094
48,-2.4535187268929115e-05,-0.0021468541594942864,0.019219200000000002,0.01919480257717973,0.019219337764448664,-2.7728032221873596e-05
49,0.0001696651654176492,0.007146142450649492,0.019219200000000002,0.019384585263257578,0.01921492009783993,0.00017762170526877194
