t_shift,absolute_ATE,relative_ATE,p_sink,p_sink_given_source,p_sink_given_not_source,correlation
0,-0.00016103290323549253,-0.007334374458092018,0.01692655,0.016767642614575518,0.01692867551781101,-0.00012701816484963574
1,0.018223419624534623,1.0680683148128483,0.01692655,0.034906513159837935,0.016683093535303315,0.015505199573127935
2,0.014127772914020993,0.7909796478162571,0.01692655,0.030865495461435813,0.01673772254741482,0.011865606451679188
3,0.010719595597665365,0.5812043463175245,0.01692655,0.02750277472764548,0.016783179129980116,0.00891855143556643
4,0.008398100913961901,0.44385841915513197,0.01692655,0.02521229458859869,0.016814193674636792,0.006926999706732145
5,0.0068356895637930615,0.354377897302234,0.01692655,0.023670685305693703,0.016834995741900644,0.0055975116539594225
6,0.0015392264622925826,0.06850558646065406,0.01692655,0.018445018948098288,0.016905792485805708,0.0011861617649658802
7,0.0012348843523258936,0.06080777466297236,0.01692655,0.018144859315756382,0.016909974963430493,0.000997239529106425
8,0.0008225193783913165,0.04223895734596836,0.01692655,0.01773804401773343,0.016915524639342115,0.0006784075089926846
9,-8.02802302600078e-05,-0.007716876409667461,0.01692655,0.016847356982080872,0.01692763721234088,-9.6061553009241e-05
10,3.0152090340214866e-06,0.003316269678324235,0.01692655,0.01692951179534701,0.01692649658631299,2.4703911347103825e-05
11,-0.00012838477385071481,-0.00611046477994305,0.01692655,0.016799911451819406,0.016928296225670117,-0.00010623369932375901
12,-0.0002041510689503083,-0.00817050555679369,0.01692655,0.01672508163185296,0.01692923270080327,-0.00015267695736658816
13,-1.45286143543397e-05,-0.005817904923107912,0.01692655,0.016912272967054907,0.016926801581409245,-5.5090399289777263e-05
14,0.00011399262950321127,0.007316462265583889,0.01692655,0.017039019722618683,0.01692502709311547,0.00010279640864985916
15,-0.00016338859283287737,-0.00858398293463865,0.01692655,0.01676533788934025,0.016928726482173126,-0.0001391626334252636
16,-0.00014385524886040578,-0.009288198521492198,0.01692655,0.016784617912529408,0.01692847316138981,-0.00013389994829019714
17,-0.0002969997284665113,-0.017775159791401058,0.01692655,0.016633551693087497,0.01693055142155401,-0.0002672577568231854
18,-3.3289720893322954e-05,-0.0021526371323273927,0.01692655,0.016893790987572516,0.01692708070846584,-3.681749593332934e-05
19,3.793122750349668e-05,0.004949312085163235,0.01692655,0.016963946177461407,0.016926014949957907,5.256669072478414e-05
20,0.00034727605300848756,0.022739600472381487,0.01692655,0.017269135160318982,0.016921859107310495,0.00032336194561655705
21,-6.237956609499382e-05,-0.0027926265503208504,0.01692655,0.016865029740246684,0.016927409306341675,-5.106372445854091e-05
22,-0.00010084839299708073,-0.006484190871891361,0.01692655,0.016827093258683784,0.016927941651680864,-9.731247296694112e-05
23,-2.1463821686798563e-05,-0.0009976648904640318,0.01692655,0.016905362191126233,0.01692682601281303,-1.9018351572752322e-05
24,5.033397726012679e-05,0.0031332615017639794,0.01692655,0.016976222742997916,0.01692588876573779,4.379768513666481e-05
25,-0.00012679801617721564,-0.007389724240625478,0.01692655,0.016801472793656916,0.016928270809834136,-0.00011486734413186379
26,0.00011783895370219462,0.00907609231797491,0.01692655,0.01704273834681303,0.016924899393110836,0.00012109764854916868
27,0.00012645996257697103,0.008784471308412152,0.01692655,0.01705130955294854,0.01692484959037157,0.00011761057485247466
28,1.5878241067570016e-05,0.0011555498939043996,0.01692655,0.01694224875979455,0.01692637051872698,1.4229760326255571e-05
29,0.00024327537835781162,0.014261214523939936,0.01692655,0.01716663092832045,0.01692335554996264,0.00021214648013645026
