t_shift,absolute_ATE,absolute_ATE_std,absolute_ATE_se,relative_ATE,relative_ATE_std,relative_ATE_se,p_source,p_source_std,p_sink,p_sink_std,p_sink_given_source,p_sink_given_source_std,p_sink_given_not_source,p_sink_given_not_source_std,correlation,correlation_std
0,-0.0005468076932678214,0.002291129047473978,0.00020742907759274147,-0.031513983278586205,0.12327187638739696,0.011160511294794109,0.013403455284552843,0.0002875464826907918,0.018990650406504068,0.004686994068495243,0.018451117596526272,0.005344502657054545,0.018997925289794094,0.00468485810502944,-0.0004802613599927237,0.0019323270338873868
1,0.03731111496285865,0.030826244720996522,0.0027908770635046683,2.0072192569331238,1.583603060954057,0.1433726845586915,0.013403455284552843,0.0002875464826907918,0.018990650406504068,0.004686994068495243,0.05580158475246254,0.032535275663305316,0.018490469789603885,0.004541030657743851,0.03092677685521972,0.024306452366145453
2,0.03292676285586303,0.026377361652803376,0.0023880941158698735,1.6981650024026855,1.152623043162318,0.1043535871184985,0.013403455284552843,0.0002875464826907918,0.018990650406504068,0.004686994068495243,0.05147602984335982,0.029141541622385705,0.018549266987496787,0.004477223423700862,0.02684304347439667,0.019292027341728992
3,0.02886726816601275,0.024772343949347936,0.002242782640676085,1.4417100479630973,0.9875534359146707,0.08940888707738723,0.013403455284552843,0.0002875464826907918,0.018990650406504068,0.004686994068495243,0.047470922779511066,0.028013399934418617,0.018603654613498312,0.004451799564691111,0.023217654029910516,0.01748921521028008
4,0.02477010010195427,0.024068144225654942,0.0021790273933286045,1.1971802071201272,0.8853745426776157,0.0801580447483716,0.013403455284552843,0.0002875464826907918,0.018990650406504068,0.004686994068495243,0.04342872003439406,0.027653733928523598,0.018658619932439793,0.004430234823646929,0.019625862107630378,0.016434677444007305
5,0.021008551706440063,0.02314956653751517,0.0020958632770348585,0.9905378349584859,0.8139035965532893,0.07368736932064106,0.013403455284552843,0.0002875464826907918,0.018990650406504068,0.004686994068495243,0.03971739540666819,0.02683771910367426,0.018708843700228125,0.004432583189950266,0.016462673654596218,0.015516182621356046
6,0.007035004043070827,0.014136667818956124,0.001279873767544456,0.28131839871955916,0.49942906544484794,0.04521618303536711,0.013403455284552843,0.0002875464826907918,0.018990650406504068,0.004686994068495243,0.02593115632560153,0.0180383504069849,0.018896152282530703,0.004529151392915911,0.005115337930853022,0.009544809212043556
7,0.004500147888075832,0.011139986270979136,0.00100856696794651,0.16611686697688935,0.37501621542128244,0.033952372841207654,0.013403455284552843,0.0002875464826907918,0.018990650406504068,0.004686994068495243,0.02343037630812326,0.015110098479314656,0.018930228420047428,0.004562614258014749,0.0031548010079126406,0.007363446380857149
8,0.0030348536512864546,0.008528131962812194,0.0007721007896022499,0.11029310076813043,0.2912014979185268,0.026364144862752726,0.013403455284552843,0.0002875464826907918,0.018990650406504068,0.004686994068495243,0.021984527133867154,0.01241695283228174,0.01894967348258069,0.0045978816555339265,0.0021185990887473737,0.005655054278724762
9,0.0014347313205707623,0.00653763335981669,0.000591889513583461,0.04427406047364795,0.23290539700814467,0.02108626387546134,0.013403455284552843,0.0002875464826907918,0.018990650406504068,0.004686994068495243,0.020405997019487285,0.010149394347548538,0.018971265698916516,0.004629884875430301,0.0009306271008369234,0.004401920550963022
