t_shift,absolute_ATE,absolute_ATE_std,absolute_ATE_se,relative_ATE,relative_ATE_std,relative_ATE_se,p_source,p_source_std,p_sink,p_sink_std,p_sink_given_source,p_sink_given_source_std,p_sink_given_not_source,p_sink_given_not_source_std,correlation,correlation_std
0,0.0011440802459387828,0.0036726802800268127,0.0004212853208571457,0.058837318862245906,0.18928234114809195,0.021712173601613767,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.020630343394845197,0.005366616616420665,0.01948626314890641,0.003962328291978056,0.001007720267698477,0.003184964560870274
1,-0.010757730056738978,0.005197329992838944,0.000596174637237314,-0.5517584078203861,0.252770554228205,0.028994771099566136,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.008894029038410382,0.005662019634047993,0.019651759095149362,0.003979599193274424,-0.009068634260663339,0.004241973772187432
2,-0.01052238924156246,0.004739217793644055,0.0005436255640506376,-0.539703798799923,0.22914752604261954,0.026285023925845613,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.009126210701634538,0.005361898941032741,0.019648599943197,0.003977952301667786,-0.00887222899454363,0.003879703577902286
3,-0.010172467409913871,0.004356265139312587,0.0004996978819350711,-0.5204873092600375,0.20788794601617222,0.023846382849071937,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.009471058016359626,0.004900214217000351,0.019643525426273498,0.003980098089694944,-0.008556934245410392,0.00351777538216674
4,-0.00981753795759974,0.004085279303957497,0.00046861367479181346,-0.4984416332976931,0.1933569522880372,0.022179563554067628,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.009821650242340657,0.0042095689978363,0.019639188199940396,0.00398677832077758,-0.008240191867417113,0.0032811311895470344
5,-0.008633001876493115,0.0037447882675977536,0.0004295566743004041,-0.4376485394186407,0.17409922096775937,0.019970550272305803,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.01098985622847347,0.004019975816908716,0.01962285810496658,0.003985040865532963,-0.007238165990351829,0.0029809916863339785
6,-0.0034087601592666847,0.003745163170793216,0.00042959967864626285,-0.1563212319258407,0.17644494887607826,0.020239623717079623,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.01614152616400477,0.0032232173136724604,0.019550286323271462,0.003994766889560482,-0.0027103506814706306,0.002957726174758438
7,-0.0024714430049203504,0.003063135911711068,0.00035136578656523343,-0.1165465516252139,0.14572243255110018,0.01671550940255704,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.01706593727597454,0.0036352340125438785,0.01953738028089489,0.003982321006085934,-0.001986330358183616,0.0024406047453487713
8,-0.0009894547362030463,0.0030296817063545415,0.0003475283260287714,-0.03803047573900781,0.1504973522902368,0.017263230260620575,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.01852804753847617,0.003527863844630258,0.01951750227467922,0.003983433446867005,-0.0007365837949034307,0.0024638017548119476
9,-0.0007261977961951973,0.0025162394867489675,0.0002886324642233,-0.03066439801453133,0.13163534553029052,0.015099609699068286,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.018787482995533077,0.0039045137147194434,0.019513680791728275,0.003973638539388136,-0.0005594357167019777,0.0021058898939376163
10,-0.0006944318346347965,0.002638225122172417,0.00030262517625946866,-0.02997921821485653,0.1332714443784479,0.015287283108035689,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.018819122659069827,0.003941162517684509,0.01951355449370463,0.003974054559300944,-0.0005473546817517813,0.002165617737385234
11,-0.0007227017277515207,0.0025699268321418356,0.0002947908250947336,-0.03308296428818546,0.1244512293809145,0.014275535059758059,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.01879037803261678,0.004099501872423676,0.019513079760368302,0.00397130095176984,-0.0005589422797689492,0.002080594667664523
12,0.0001617337185145885,0.002788455081882776,0.00031985773448761726,0.008271861460738193,0.15100976951020742,0.01732200854690431,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.019663434174834116,0.0047501644537576776,0.019501700456319528,0.003963582793214208,0.0001270799403304343,0.0023769108164885377
13,0.00016483084357319177,0.0027174560381422225,0.00031171358562569364,0.016308332821180282,0.14142039490174713,0.01622203184032448,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.01966586308093776,0.0039744158026112815,0.019501032237364567,0.003974663249224418,0.00021140269037371744,0.002276304539468855
14,-0.00028402941861285156,0.002459006849720417,0.0002820674305106738,-0.015659289608763248,0.12957351071287143,0.014863101025189245,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.0192232595303358,0.004787322730209762,0.019507288948948657,0.003960321760689132,-0.00024150557124743644,0.0020718509975035018
15,-0.00014381098818314812,0.0026221511645273614,0.0003007813668647964,-0.003416184607860805,0.12925178128544193,0.014826196128838499,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.01936143559899033,0.004103108201355775,0.019505246587173477,0.003972293168854314,-7.36336878461527e-05,0.0021474227421884044
16,-0.0001190422530974263,0.0024357652296669837,0.0002794014338502242,-0.0033273746364284452,0.13277517228154206,0.015230356794380121,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.019385807659273422,0.004321204738239215,0.01950484991237085,0.003966891543084959,-6.695448625858147e-05,0.002090805913062603
17,-0.0004777152397687004,0.0026063665719018277,0.000298970749914279,-0.022765083703398897,0.13807661809923674,0.015838474335800844,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.019031739219355654,0.004563463333814827,0.019509454459124356,0.0039648615912108165,-0.0003674697588904179,0.0022152347620752713
18,-0.0007902750751809746,0.0023045585790746493,0.00026435099883305484,-0.04009552765073351,0.11349307719955715,0.013018548797482361,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.018724327889503463,0.004245687252929103,0.019514602964684435,0.003967170607400867,-0.0006609145192748221,0.0018897778181869672
19,0.00020658086107172685,0.002324179104227579,0.0002666016274214974,0.011357441275384373,0.12899007040580596,0.014796175832081702,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.01970775654144721,0.004653769329461496,0.019501175680375484,0.003961280794479351,0.00016510124514230488,0.0020260637092399006
20,-2.5604633525098996e-05,0.002671721905527393,0.0003064675208273113,0.0015934197226273334,0.13481438260709122,0.015464270261056262,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.019478262356407327,0.00440977866637699,0.019503866989932426,0.0039676310838285215,4.749411687471321e-06,0.0022109201743149677
21,-0.0006942718851880904,0.0026668092887584304,0.0003059040050366731,-0.030173379554666254,0.13788271048092293,0.015816231606521566,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.018818680884108548,0.004114733544286338,0.019512952769296637,0.0039723128753061275,-0.0005320458996781373,0.002230742460251729
22,-0.0003504745188819435,0.0027307546433684962,0.00031323904026441386,-0.01459379232816344,0.1472132536051535,0.016886518305649707,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.019158071024428767,0.00435333070792354,0.019508545543310708,0.0039692059742893445,-0.0002699217998096331,0.0023234080527520027
23,-3.8458958702163477e-05,0.0025116214790593177,0.0002881027424117296,0.004954634202087354,0.13472268511867536,0.01545375183775676,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.019465939822511498,0.00401795511891686,0.01950439878121366,0.003972005554614506,1.3854702185378497e-05,0.002124457487102065
24,-0.00023482467053783485,0.002606570155726983,0.0002989941025806051,-0.01306883990284507,0.13863855714778228,0.01590293316540714,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.019271806140011696,0.0047403721282846326,0.019506630810549527,0.0039621403371201515,-0.00019880113170442498,0.002227880686339557
25,0.00026622155945974743,0.0026108271031957215,0.00029948240794439967,0.01844208489461545,0.1355343571745932,0.015546857007942064,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.01976613852357694,0.0042409568571063015,0.01949991696411719,0.003969611330761265,0.00026250593955745404,0.0021946239888359074
26,-0.00057245834485579,0.002497684563635625,0.00028650406857182035,-0.027678556789543788,0.12667508420074852,0.014530628702514963,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.018938580472309598,0.004437097211235251,0.01951103881716539,0.003966020643986087,-0.00045384408449355317,0.00208337901347436
27,1.5329682467866496e-05,0.0026357394091991652,0.00030234004542649363,-0.002952782240413506,0.1375654933925053,0.015779844310953757,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.019518403290014665,0.005134088420102941,0.0195030736075468,0.003955270604111235,-1.0673212572830453e-05,0.002218492922136896
28,0.00018536122562120888,0.0023616438215448713,0.00027089912523029733,0.009874472672032047,0.12002479567460524,0.013767788291176893,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.019686130761753608,0.00470171162170117,0.019500769536132397,0.0039607103008964,0.00016475263369413219,0.0019561423140111644
29,0.00011877969861571627,0.002422037908122477,0.00027782680207711914,0.01167464382675116,0.12935390021125356,0.014837909972992076,0.013776623376623377,0.0009911447014406087,0.019503636363636362,0.003962237630001482,0.019620538090813426,0.00414520556716288,0.019501758392197706,0.003969786242894921,0.00015027611334578902,0.0020736651727296987
