t_shift,absolute_ATE,absolute_ATE_std,relative_ATE,relative_ATE_std,p_source,p_source_std,p_sink,p_sink_std,p_sink_given_source,p_sink_given_source_std,p_sink_given_not_source,p_sink_given_not_source_std,correlation,correlation_std
0,0.002927490306085195,0.011428929100486984,0.09374610957279562,0.2174971420911817,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.024922265951093345,0.03282403582373578,0.021994775645008145,0.022027947156847603,0.0019045715706629057,0.004862548786091436
1,-0.009417904485128114,0.010857253377647577,-0.5273980379253961,0.2723806673187802,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.012752445336754617,0.03175792963197819,0.022170349821882727,0.022052513402587303,-0.00849051389356428,0.005601429889575618
2,-0.0094649332917084,0.009260211195571506,-0.5214768590496328,0.24943176141682585,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.012706678320447244,0.030164990291869448,0.02217161161215565,0.022078510536509964,-0.008436211652135739,0.005027425767465127
3,-0.009275401940387597,0.0080529791166348,-0.5048306909133452,0.22753499595346635,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.012893775537521572,0.028952919378970918,0.02216917747790917,0.02209799967509648,-0.00819281654245656,0.004500940920410991
4,-0.008986306012948876,0.00733353284350739,-0.4826089057376236,0.213020862019738,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.013179657685903247,0.028168680271251488,0.022165963698852122,0.02211054554411449,-0.007890291173610574,0.004184159590112238
5,-0.007939137441235766,0.0066352126804994785,-0.4261403712592316,0.18940883331744074,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.014212271750141975,0.027543187285963007,0.022151409191377737,0.02212001019318582,-0.0069653727214156165,0.0037575725899432217
6,-0.00255593491839299,0.007791990821980777,-0.1473618011362091,0.1836477414459645,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.019519254771195222,0.028766842183847226,0.02207518968958821,0.02209772513551984,-0.0024022788450210417,0.0037730777326674685
7,-0.0015178622410132229,0.008434569749606158,-0.10847958508287651,0.1542836109537289,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.020542301514617486,0.029818421574494318,0.02206016375563071,0.022078271462533803,-0.0016521885723737248,0.0035735844580191073
8,-3.7994064007725616e-05,0.008336958008347358,-0.029776251359965294,0.15320719407349237,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.022001755939909814,0.029722000335158753,0.02203975000391754,0.022079346352959866,-0.0003871340512703844,0.0034777606975390403
9,0.00023218051908340656,0.008934871237984582,-0.028426366802258466,0.1284244349172259,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.02226844521451036,0.03059848822007568,0.022036264695426952,0.02206314920905608,-0.00029250860646928156,0.0033546725850169905
10,0.0002882883312849337,0.008463011207004073,-0.023183848410454344,0.13646889538572693,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.022323964132582468,0.03006009464087354,0.02203567580129753,0.02207256897038195,-0.0002141005956216721,0.0033320905449487613
11,0.00028332321334569564,0.00923206361659269,-0.02961248869754773,0.12895580966116107,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.02231812698191318,0.03086577121672734,0.022034803768567486,0.022058969542327788,-0.0002624561572150209,0.0034837554780507963
12,0.0012367687092460665,0.008976824657782044,0.01768976410818217,0.1587858368074168,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.023259004590699604,0.030609438035269408,0.022022235881453543,0.02206327268633204,0.0005149574480315722,0.003591047101516478
13,0.0012950475830054867,0.0097746969049163,0.02247971125274055,0.1489922669496466,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.023315891189773428,0.03136101110653511,0.02202084360676794,0.022050631566518437,0.0005713094696815104,0.003735781576587083
14,0.000782848928930366,0.009438865470928651,-0.010427402719441318,0.13870342784619333,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.022810604329528358,0.031188575917301394,0.022027755400597995,0.02205316594904072,9.969883328452528e-05,0.0035657918278826995
15,0.0009178553405235726,0.009835496466881413,0.0007938819088259675,0.13305548385270163,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.022943499902499196,0.03145419410114094,0.02202564456197562,0.022049044334562482,0.00024993386677025695,0.0036441678637665603
16,0.0009221176952907175,0.00936557778398695,0.00044396919842249925,0.1373319636206385,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.02294749440985308,0.031065781566411297,0.02202537671456236,0.02205522815675573,0.0002621515729442931,0.0035220104321425105
17,0.0005408665657232871,0.009582450486320329,-0.01988496699876869,0.14357708244849496,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.02257117702407252,0.03126547724806347,0.022030310458349227,0.022052220152762845,-6.031122598962315e-05,0.0036549516415280113
18,0.00032940478287078116,0.009390941298468675,-0.030802996105822798,0.12036931598408898,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.022363950601190674,0.031104962526584762,0.022034545818319897,0.022054474942482014,-0.00026956556215911715,0.0034412866077990914
19,0.0011441179005580336,0.00923486131461249,0.011109182335367503,0.1307407451370837,0.013969545454545455,0.0013066160769748736,0.022041948051948052,0.022203748881369376,0.02316767201737512,0.031002019667794697,0.022023554116817078,0.022055845682450403,0.00040719029246865166,0.003421124050356107
