t_shift,absolute_ATE,absolute_ATE_std,relative_ATE,relative_ATE_std,p_source,p_source_std,p_sink,p_sink_std,p_sink_given_source,p_sink_given_source_std,p_sink_given_not_source,p_sink_given_not_source_std,correlation,correlation_std
0,0.00011238852235331317,0.0025254344755127104,0.007054409127672224,0.1450795568952568,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.018100556346869107,0.005362675320148499,0.0179881678245158,0.00471842934642951,0.00010122499767596088,0.002200235909766159
1,0.07660339948864017,0.05847301701498997,4.517788812974636,3.418051615629863,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.09356255692895193,0.05997408968376781,0.016959157440311765,0.004418634192951291,0.06502838081034416,0.047575175518980044
2,0.057000097634694484,0.04725384658547391,3.1050597222554974,2.095413291236083,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.07422387704901602,0.05017862697720754,0.017223779414321558,0.004276222503835447,0.04717052126278543,0.03399275632793338
3,0.042821930479836,0.04201183714805827,2.2253043941048345,1.5944788843338442,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.06023654557617245,0.04535359198880504,0.017414615096336464,0.00427546094378657,0.0348321733162109,0.028331920768478146
4,0.03337832213737391,0.03664980847681091,1.6843249726912548,1.2638355869563132,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.05091980373365139,0.04020164111470851,0.017541481596277483,0.0043141613293816525,0.026862905307424564,0.023783387092608212
5,0.025174569179092263,0.03141826512855973,1.2316292251400802,1.0552564549421213,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.04282640695481601,0.03505431125909514,0.017651837775723735,0.004370406280095507,0.020007668949930116,0.02025623814883365
6,0.004100963374556539,0.01586366954380771,0.12760703615383615,0.5484910620606669,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.022035921003040443,0.019512314603619494,0.017934957628483912,0.004557180086145496,0.002651659183557756,0.010500911470437609
7,0.0020681435287480715,0.009530603190410152,0.05851848455630901,0.33505586075913,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.020030154877064672,0.013238949990020425,0.0179620113483166,0.004626329749914201,0.0012921931571332668,0.006362941740359662
8,0.0007032526167777604,0.006010005616076129,0.003661777184248377,0.2281801500869003,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.018683491379091286,0.009800320901392764,0.017980238762313517,0.0046633310115873705,0.0003044700120112663,0.004158930234373166
9,0.0007383968224243685,0.004357432900050908,0.020045608360094832,0.1818185615025145,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.018718186349202956,0.008069021888956477,0.01797978952677859,0.004683592290510705,0.00045469574927550104,0.0031454268665954883
10,-8.84332459838749e-05,0.0031396235153577728,-0.008618321810641594,0.15013904664523833,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.017902473554670423,0.0062382802979900065,0.017990906800654304,0.004708689935704403,-0.0001163324368972486,0.002447126073190572
11,0.0003214211853135003,0.002720623304345227,0.015847879080547543,0.1569371415714753,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.018306810045341928,0.005639493339413899,0.01798538886002843,0.0047155288401965765,0.0002595308274928194,0.0023647152138470988
12,-0.0003124621458882418,0.00261779348097513,-0.0226238822377178,0.14955619406534962,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.017681345091612455,0.005715061034332985,0.017993807237500697,0.0047133992936762925,-0.00030849943164171944,0.002262310257778882
13,0.00021953051863462164,0.0025153465645075296,0.014961895676059014,0.14186633995615355,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.01820635077138124,0.005249784062512463,0.01798682025274662,0.00472010120569551,0.00020536976683178964,0.0021532221722531976
14,0.0002156447335095324,0.0025193976315516326,0.014580979179752904,0.14834996946519943,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.018202505760739444,0.00531410070202441,0.01798686102722991,0.004719063782248435,0.00019963256039025025,0.0022120752554468308
15,-0.00020726475076830148,0.0026868111958508302,-0.010205857340161188,0.1452560535457237,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.01778523601732786,0.005426952282892669,0.017992500768096168,0.004718449068073026,-0.0001736900813623796,0.002252125204468779
16,1.3455113671219378e-05,0.002623967928271616,-0.0010884518303494375,0.144361157411926,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.01800297198632857,0.005551381175068672,0.017989516872657353,0.0047161537847690465,-4.681054931632791e-06,0.0022206005422717476
17,4.549493635194824e-05,0.0026999110170861317,0.0009560346822490529,0.15028592428710044,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.018034603417231048,0.005572362261155255,0.017989108480879104,0.004716439319039542,2.48284357889914e-05,0.0023054042153028594
18,8.860567297290583e-05,0.002616569618354312,0.00652533858504449,0.1449799259993307,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.018077100601291154,0.0051195005311602745,0.017988494928318246,0.00472276176302546,9.201525442934435e-05,0.0022234616820964565
19,0.00035582425525090735,0.0026788615027954336,0.020625462823083075,0.15494072929941416,0.013425645161290321,0.00027201233942445975,0.01798971774193548,0.004718693406087428,0.018340680952412407,0.005522882394282123,0.01798485669716151,0.004716927984064403,0.00031108534366428643,0.0023413992641498236
