t_shift,absolute_ATE,relative_ATE,p_sink,p_sink_given_second_last,p_sink_given_not_second_last,correlation
0,0.021138573573844792,1.005107784223932,0.019605275,0.04029180843295361,0.019153234859108813,0.020441049936479674
1,0.04087611846224158,2.0261456527386494,0.019605275,0.059695152308243585,0.01881903384600199,0.0373856655240523
2,0.02857469326832553,1.3730934166486577,0.019605275,0.04762791475767971,0.019053221489354174,0.026051710868849432
3,0.019454745428321908,0.9095767634029727,0.019605275,0.03868311636929574,0.01922837094097384,0.017665527938126452
4,0.012694515321000584,0.5776330397824403,0.019605275,0.03205617606682301,0.01936166074582242,0.011391749618938985
5,0.0073974149737779,0.32585446124872464,0.019605275,0.026863420601787924,0.01946600562801002,0.006491525992743809
6,0.0008777252610981778,0.02897780326991013,0.019605275,0.02046168980703623,0.019583964545938047,0.0007814989560118049
7,0.0006698730203320521,0.02569224175317271,0.019605275,0.020260057974955385,0.019590184954623335,0.0006082869224747572
8,0.00044391519090306177,0.019620629308049867,0.019605275,0.02004051375481939,0.019596598563916327,0.00040026488692140026
9,-0.00016442754800005885,-0.011579430112946905,0.019605275,0.019442600839268416,0.01960702838726848,-0.000165011519428867
10,6.636026263648868e-05,0.0022851910809562758,0.019605275,0.01967076255226852,0.019604402289632034,4.6146934614437974e-05
11,4.710754018094385e-05,0.0021008562013643617,0.019605275,0.019651283582622973,0.01960417604244203,4.414108163468947e-05
12,3.455893097032412e-05,0.001472615579123642,0.019605275,0.01963975444881657,0.019605195517846247,1.9479982129206583e-05
13,9.574677989267994e-05,0.006983175073370239,0.019605275,0.01969924337402245,0.019603496594129768,0.00011096208383343974
14,-2.57057553504636e-07,0.0007558262092022894,0.019605275,0.01960592488264555,0.019606181940199054,-1.7002826482030303e-05
15,-0.00013070662992801455,-0.0041611209848233886,0.019605275,0.019477595846156066,0.01960830247608408,-0.00011338754316177053
16,-0.00016062948882870028,-0.007371290238040189,0.019605275,0.019447288967733473,0.019607918456562175,-0.0001403313861781316
17,0.000151952765594611,0.01011999894755446,0.019605275,0.01975437245423128,0.01960241968863667,0.00016854576005473495
18,0.00010558952641422328,0.006486032185427627,0.019605275,0.019708378103613988,0.019602788577199767,0.0001207020132281213
19,0.00014514466849288045,0.006411241644647308,0.019605275,0.01974713740893122,0.01960199274043834,0.00013582015088169945
20,0.0002910474162400748,0.016383999087561368,0.019605275,0.019890808083313418,0.019599760667073342,0.00028913444075257124
21,-4.393551080835357e-05,-0.0014416646661108274,0.019605275,0.01956321188472532,0.019607147395533674,-6.815102389117424e-05
22,0.0001418249774959404,0.0073294761098345795,0.019605275,0.01974470462715711,0.019602879649661165,0.00012170896089659606
23,-0.0004408298349237667,-0.023892162177448325,0.019605275,0.019171818956395734,0.0196126487913195,-0.00041930824517065257
24,6.8371887484729e-05,0.0018023359348571166,0.019605275,0.01967128221559661,0.01960291032811188,7.470162127594882e-05
25,9.674090166651796e-05,0.004170149439475826,0.019605275,0.0197000380518506,0.01960329715018408,8.353109929571592e-05
26,4.61717650188296e-06,0.0018864394222639525,0.019605275,0.019610051440188802,0.019605434263686917,1.4383817703983812e-05
27,-9.720113206425685e-05,-0.004679506259454961,0.019605275,0.019510013456251713,0.01960721458831597,-9.453889489986668e-05
28,-5.296491660857954e-06,0.00034332140494793743,0.019605275,0.019600205855147174,0.019605502346808034,-7.829927187396387e-06
29,-5.1210571874846754e-06,0.0005387339223001509,0.019605275,0.019600130014544265,0.01960525107173175,4.6693939777010113e-07
30,-0.0004844295853918036,-0.023637948846008557,0.019605275,0.019130143885014418,0.019614573470406224,-0.0004606844505585209
31,-1.5841939561078502e-05,0.00039696740842851185,0.019605275,0.01958879610334218,0.019604638042903258,1.0022275139789441e-05
32,-3.7806925067297974e-05,-0.001283365756389252,0.019605275,0.019568891594421246,0.019606698519488548,-4.860855142442845e-05
33,0.0004378280949597461,0.023457437584928787,0.019605275,0.020035057205187865,0.01959722911022812,0.0004273457079502993
34,-0.00028640322147232037,-0.015188731241193161,0.019605275,0.019324672720143054,0.019611075941615375,-0.0002929088362173575
35,-0.0002728024241415562,-0.012442269675082955,0.019605275,0.019337920406178658,0.019610722830320216,-0.0002555871503908066
36,-0.0001506924051930793,-0.0061311557316103635,0.019605275,0.019457662879119066,0.019608355284312144,-0.00013434564654406057
37,2.8501196459030322e-05,0.000527824439708199,0.019605275,0.019632327260263392,0.019603826063804362,3.5972560624834886e-05
38,-7.732629679837343e-06,0.0026226122255927327,0.019605275,0.019597801647240683,0.01960553427692052,1.5781730869296697e-05
39,-4.768698689240281e-05,-0.0015150711462582527,0.019605275,0.019557464602988225,0.019605151589880628,-1.4057218450080586e-05
40,0.0001056851469078707,0.007295479789688325,0.019605275,0.019709071728485742,0.019603386581577873,0.000113874148580351
41,-0.00021239952823365473,-0.009160321931355657,0.019605275,0.01939653106569174,0.01960893059392539,-0.00018428227586615202
42,-0.000276536077421635,-0.013933842633378815,0.019605275,0.019335171123920095,0.019611707201341734,-0.00029029625104396757
43,0.00014032290442400416,0.007736860751457073,0.019605275,0.01974390534898353,0.019603582444559522,0.00011191071896956146
44,-6.751719519767486e-05,-0.0038071185099505032,0.019605275,0.01953869327072393,0.019606210465921606,-6.260849549153288e-05
45,4.398140769640846e-06,-0.0004311898067667258,0.019605275,0.019608734956788575,0.019604336816018933,1.1840941132042629e-05
46,-8.074952127171108e-05,-0.0018271158588350116,0.019605275,0.019527334818593416,0.019608084339865127,-8.795088007116197e-05
47,0.00020940396800466326,0.010048211375164833,0.019605275,0.019811269066533042,0.01960186509852838,0.000177990858018559
48,0.00014190180922621205,0.008979573075419562,0.019605275,0.019744030327836483,0.019602128518610273,0.00016062461022857484
49,7.948711726198779e-05,0.004518970473399228,0.019605275,0.019683102362470846,0.019603615245208858,8.273584997305078e-05
