t_shift,absolute_ATE,relative_ATE,p_sink,p_sink_given_second_last,p_sink_given_not_second_last,correlation
0,0.019182008828620416,0.9481894030146131,0.0191479,0.03795900387967316,0.01877699505105274,0.018321927084412607
1,0.04014162594175914,2.0577387192812435,0.0191479,0.058550335537320315,0.018408709595561176,0.03705127750534572
2,0.02865825883105466,1.4282708973479368,0.0191479,0.047275830178602506,0.018617571347547844,0.026447489880670024
3,0.0193268708792395,0.9402088731154286,0.0191479,0.03811755048747067,0.018790679608231164,0.01775110203467195
4,0.012407283219504815,0.5912383168677249,0.0191479,0.031327240750039856,0.018919957530535048,0.01131625078375476
5,0.007311170468847577,0.34013651226980657,0.0191479,0.02632556639012231,0.019014395921274737,0.006597388655476588
6,0.0009248344347419713,0.04145484933744067,0.0191479,0.020054628744942002,0.01912979431020003,0.0008543449263756876
7,0.0006992083875005464,0.03308076028663463,0.0191479,0.019833987536378862,0.019134779148878317,0.0006482586981298743
8,0.0003397615880717912,0.017224523706754456,0.0191479,0.01948082520599778,0.019141063617925988,0.00033732297277358383
9,9.531493051247171e-05,0.0051264028385611,0.0191479,0.019241334065673597,0.019146019135161122,9.556006322415286e-05
10,-0.00028285166346808904,-0.015758418528384985,0.0191479,0.018869630094489703,0.019152481757957793,-0.00026830084372069717
11,-0.00011142974221611243,-0.009106247281962892,0.0191479,0.01903757651439049,0.019149006256606604,-0.00011571290089957789
12,-0.00016298244002572361,-0.0058166830998458915,0.0191479,0.018987722359257504,0.019150704799283227,-0.00012903261773160288
13,-0.00040532931180471313,-0.020599621990896287,0.0191479,0.01874959945173247,0.01915492876353718,-0.00037950765502884324
14,-0.0002700253239443868,-0.013922007695775562,0.0191479,0.01888266665075327,0.019152691974697655,-0.000258347217813317
15,-0.00011561941616091968,-0.004178624875525085,0.0191479,0.0190345528619658,0.01915017227812672,-0.00010339570599323311
16,1.701308959166763e-05,0.0007796334224412926,0.0191479,0.01916450956004688,0.019147496470455213,1.6316837621046922e-05
17,8.216997455552294e-05,0.00502873868119311,0.0191479,0.0192292707662589,0.019147100791703373,6.538706506632775e-05
18,-0.00010166085822777514,-0.003278267066142497,0.0191479,0.019048518232753664,0.01915017909098144,-9.366666644296803e-05
19,0.00019959040481602608,0.010876446222827272,0.0191479,0.019343567144961913,0.019143976740145886,0.00020484406228391322
20,-3.117457551029863e-05,-0.0005316717428810913,0.0191479,0.01911674348190827,0.01914791805741857,-8.189134287553517e-06
21,-0.00022403909743207149,-0.011065276718320742,0.0191479,0.018927625711189305,0.019151664808621377,-0.00020943676939563923
22,-0.00023286473573623273,-0.011866359769951542,0.0191479,0.0189198176410415,0.019152682376777738,-0.00023703194897674193
23,-0.00019940064437464836,-0.011317634811222404,0.0191479,0.018952850831618157,0.019152251475992806,-0.00021969742523201286
24,0.00019298334290845524,0.011344277468444327,0.0191479,0.0193378105372821,0.01914482719437365,0.00018427255867344575
25,0.00014688977498825685,0.008410214886510621,0.0191479,0.019292196943364866,0.01914530716837661,0.00014595041359449467
26,-0.0001970157670278474,-0.012354254354243572,0.0191479,0.01895399180565992,0.019151007572687773,-0.00019703381458055537
27,0.00016485370966431864,0.005868582567296738,0.0191479,0.019308896567764963,0.019144042858100643,0.0001563010361313313
28,-0.00014960347302359195,-0.008223061673187914,0.0191479,0.019000662537827145,0.01915026601085074,-0.00014340955193893913
29,1.0575633739151324e-05,0.0005018401756569865,0.0191479,0.01915770475843649,0.019147129124697338,2.315093216155633e-05
30,6.794448738521898e-06,0.00029776892183419666,0.0191479,0.019154361633855338,0.019147567185116815,8.799964184479907e-06
31,-4.91486365675156e-05,-0.004581595545892933,0.0191479,0.019099913119578874,0.019149061756146387,-7.13206419285331e-05
32,-0.0001810644485180132,-0.0074600801549179,0.0191479,0.018970050516495127,0.01915111496501314,-0.00015571357202093968
33,0.00011685744850262986,0.010234259914589766,0.0191479,0.019262363489087723,0.01914550604058509,0.00015406492392750734
34,-0.00010342683409948043,-0.007811526057023121,0.0191479,0.019045975905204304,0.019149402739303784,-0.00011521095984042572
35,-0.00021047864614445535,-0.012286551358618066,0.0191479,0.018940934711194703,0.01915141335733916,-0.00020930270054825325
36,-1.8085447114337145e-05,-0.005248832393196832,0.0191479,0.019129787878551532,0.01914787332566587,-5.008408237735054e-05
37,-8.232841573330175e-05,-0.0004906684658164759,0.0191479,0.019067572367023906,0.01914990078275721,-6.0014049902605436e-05
38,-7.009468360724275e-06,-0.0018533199231260667,0.0191479,0.019141229285719055,0.019148238754079783,-2.7122431144127756e-05
39,-8.106080739567217e-05,-0.0034252412873688677,0.0191479,0.019067776947177616,0.01914883775457329,-6.192563068119713e-05
40,-4.713079199602371e-06,0.00046042536038147367,0.0191479,0.01914358005532967,0.019148293134529277,-1.0659832792240566e-05
41,4.273307586924954e-05,0.0016956292913949001,0.0191479,0.01919000575090831,0.019147272675039063,2.4506090836201668e-05
42,3.472904954166661e-05,0.0020926080741131997,0.0191479,0.01918205286885036,0.019147323819308695,3.3651830126788016e-05
43,6.333869248134108e-05,0.002050873285109546,0.0191479,0.01921017664190842,0.01914683794942708,4.038887129375598e-05
44,-2.1783642387940223e-05,0.0002742247416104848,0.0191479,0.019126555908472148,0.019148339550860087,-1.0140676266019219e-05
45,-0.00019559756617346173,-0.01181888365181414,0.0191479,0.018955406220286942,0.0191510037864604,-0.00019264964234988057
46,3.501584622543417e-05,0.0020435010846075576,0.0191479,0.01918287820852388,0.019147862362298443,1.79765585833441e-05
47,1.619337036393719e-05,0.002118256598705781,0.0191479,0.019164029543963033,0.019147836173599095,2.22723771216989e-05
48,2.7250213017785033e-05,0.0015181363454183582,0.0191479,0.01917453865901553,0.019147288445997748,2.9606459019745395e-05
49,0.00018934254108212125,0.010538204589550909,0.0191479,0.01933370045914311,0.01914435791806099,0.00018598153569256495
