t_shift,absolute_ATE,absolute_ATE_std,relative_ATE,relative_ATE_std,p_source,p_source_std,p_sink,p_sink_std,p_sink_given_source,p_sink_given_source_std,p_sink_given_not_source,p_sink_given_not_source_std,correlation,correlation_std
0,-0.00013320004862725645,0.0024879254218371427,-0.010234575602799723,0.13916207907532507,0.01337678082191781,0.00025286897612055126,0.01777294520547945,0.0029705604419811614,0.01764140658663204,0.0040879738840141275,0.017774606635259295,0.0029665204440949863,-0.00013442466089227294,0.0021461879789764922
1,-0.009170224280833009,0.006127162200194484,-0.5136619187606787,0.3310970587539673,0.01337678082191781,0.00025286897612055126,0.01777294520547945,0.0029705604419811614,0.008725386711520247,0.006102118541368231,0.017895610992353258,0.002990538977298093,-0.007964211656029738,0.0051633316600196485
2,-0.008628512899158183,0.005409551298860295,-0.48355925394510924,0.2942009497176729,0.01337678082191781,0.00025286897612055126,0.01777294520547945,0.0029705604419811614,0.009259737795294173,0.0054618359606898375,0.017888250694452358,0.0029887928890486365,-0.007489628923668239,0.004566785984417545
3,-0.007806664359366639,0.005348159858495375,-0.43526894877091615,0.28627029814358124,0.01337678082191781,0.00025286897612055126,0.01777294520547945,0.0029705604419811614,0.01007061797605669,0.0053159304559637225,0.01787728233542333,0.0029908882568637405,-0.006757559986011968,0.004490070494368803
4,-0.007637138133518854,0.0049856772166141676,-0.42378268305848604,0.26810439700111355,0.01337678082191781,0.00025286897612055126,0.01777294520547945,0.0029705604419811614,0.01023799371022388,0.004830759514865013,0.017875131843742734,0.002993609000590545,-0.006597747010755078,0.0041896705702168914
5,-0.006154540074495934,0.00435970426522228,-0.34367458496050846,0.2327621777811293,0.01337678082191781,0.00025286897612055126,0.01777294520547945,0.0029705604419811614,0.011700666363504631,0.004513120571582819,0.01785520643800056,0.0029872235551125755,-0.00532648568166113,0.0036407978627407207
6,-0.002008142913931981,0.002910027369291628,-0.10217491940451483,0.15829105042151734,0.01337678082191781,0.00025286897612055126,0.01777294520547945,0.0029705604419811614,0.01579173596277839,0.0029743976910187805,0.017799878876710366,0.0029896039347468177,-0.0016650009652736818,0.0024769905842825734
7,-0.0017070887202444171,0.0027271214149102055,-0.09075533373068877,0.1500146610009871,0.01337678082191781,0.00025286897612055126,0.01777294520547945,0.0029705604419811614,0.01608862290865915,0.0033513718861166546,0.01779571162890357,0.002981890192576619,-0.001439812589374686,0.0023300025940065513
8,-0.0011274705953185776,0.002856554296546713,-0.05868311032457925,0.155897259959937,0.01337678082191781,0.00025286897612055126,0.01777294520547945,0.0029705604419811614,0.016660676587816226,0.003596292627578676,0.017788147183134803,0.002979690844220071,-0.0009475153549943211,0.0024362048235045263
9,-9.680168255116242e-05,0.0026917887503718593,0.00017496715109629148,0.16073366195549227,0.01337678082191781,0.00025286897612055126,0.01777294520547945,0.0029705604419811614,0.017677459743566614,0.003444503311646475,0.017774261426117776,0.0029799037909426307,-4.3146269051042936e-05,0.0023898019726294704
10,-0.00039377945093459476,0.0029562924397650322,-0.01673714401413557,0.1701406180022216,0.01337678082191781,0.00025286897612055126,0.01777294520547945,0.0029705604419811614,0.017384579648976044,0.0037204456885720854,0.017778359099910643,0.002978790073627402,-0.0003081442958725511,0.002586021160961667
