t_shift,absolute_ATE,relative_ATE,p_sink,p_sink_given_source,p_sink_given_not_source,correlation
0,0.00016043319026727858,0.012858140739498505,0.0164947,0.01665301976725527,0.016492586576987992,0.00016403723204295382
1,0.03444322708841712,2.006993613088579,0.0164947,0.05047517116723617,0.016031944078819037,0.028890754356733574
2,0.02495210066906642,1.3405473261312886,0.0164947,0.04111191844697218,0.01615981777790575,0.02041313457693235
3,0.018202163978752788,0.9276670880706414,0.0164947,0.03445270155695328,0.01625053757820049,0.014615236177345461
4,0.013889076579736986,0.6857007682726209,0.0164947,0.030197439875488376,0.01630836329575139,0.011034488767182816
5,0.01017859360988648,0.4774870973659225,0.0164947,0.02653677615372124,0.016358182543834757,0.007914446852927743
6,0.0017206019441668274,0.05779198246447826,0.0164947,0.018192308937195853,0.016471706993029026,0.0011567831350782634
7,0.0008286835692027036,0.026962018651442744,0.0164947,0.01731232532960584,0.016483641760403133,0.0005507126200694901
8,0.0003121577430373228,0.00399247975216082,0.0164947,0.016802640152675196,0.016490482409637873,0.0001580938147902295
9,0.00048205212914878353,0.02061799812716998,0.0164947,0.016970279591551146,0.016488227462402364,0.0003594815312666789
10,-0.0001815938890733158,-0.01041772538714406,0.0164947,0.01631552783985727,0.01649712172893059,-0.0001634593098912593
11,0.00022668384551753385,0.011689380519277336,0.0164947,0.016718383523267516,0.016491699677749983,0.0001837665459420701
12,6.160126979408712e-05,0.004499624491930519,0.0164947,0.016555428371930678,0.01649382710213659,5.993028965423877e-05
13,0.00010343752184382239,0.007820045439984375,0.0164947,0.01659675853259257,0.01649332101074875,0.00010265749469703409
14,4.0707062472538795e-05,0.0023155659478998687,0.0164947,0.016534889938092562,0.016494182875620024,3.158283382334292e-05
15,-6.243638996641998e-05,-0.0045274242175414245,0.0164947,0.016433114650287226,0.016495551040253645,-6.595488727393743e-05
16,0.00023687915730038187,0.011782165014640671,0.0164947,0.0167283752253226,0.016491496068022214,0.00019046182900404906
17,4.5535054054260786e-05,0.0022808290359013915,0.0164947,0.01653966747015775,0.01649413241610349,3.324438132009999e-05
18,-7.267225684860316e-06,0.0013927037332105547,0.0164947,0.016487497628663708,0.01649476485434857,7.600094883815061e-06
19,0.00034751439931663157,0.020369576223189044,0.0164947,0.01683754097747835,0.016490026578161718,0.0003046043835707065
20,-0.0001404285947271316,-0.007499249871395386,0.0164947,0.016356135577602175,0.01649656417232931,-0.00012070194479641308
21,0.00010143798173490273,0.0022565363735578257,0.0164947,0.016594835745424287,0.016493397763689382,5.8509203525930564e-05
22,0.0003544054465564741,0.016111177791163146,0.0164947,0.016844381883091675,0.016489976436535204,0.0002751601856860187
23,0.0003735879964331215,0.020435782073149264,0.0164947,0.016863233993233254,0.01648964599680013,0.0003181955495910562
24,0.00015590377915052387,0.010630314698941013,0.0164947,0.016648592248212694,0.01649268846906217,0.00014374034653478609
25,0.00013062163711229191,0.004264057026204272,0.0164947,0.01662369079893433,0.016493069161822037,8.210507211824024e-05
26,-1.7756415515029913e-05,-0.0014579796735206285,0.0164947,0.0164771863109575,0.01649494272647253,-2.079694999462074e-05
27,-0.0002034296934716278,-0.014580469743030035,0.0164947,0.016293944900445716,0.016497374593917345,-0.00019925069665827934
28,-2.3274841558475495e-05,-0.002926405140206385,0.0164947,0.01647174391930809,0.01649501876086656,-3.370421146170062e-05
29,0.00016916705494001344,0.01212649797535815,0.0164947,0.016661524053245343,0.016492356998305327,0.00016697198807902103
