t_shift,absolute_ATE,relative_ATE,p_sink,p_sink_given_second_last,p_sink_given_not_second_last,correlation
0,0.021351848200459444,1.023065521113745,0.019942249999999998,0.04084804773777875,0.019496199537319313,0.020742319889293478
1,0.035099397201103895,1.7407229475661532,0.019942249999999998,0.054370519033925716,0.019271121832821828,0.03267680734470257
2,0.02502496126281526,1.205164029666398,0.019942249999999998,0.04448418705232179,0.01945922578950653,0.02324275193520588
3,0.017415879163247282,0.8276553524772752,0.019942249999999998,0.037024202286501585,0.019608323123254313,0.016124141939983877
4,0.010718929464279405,0.49819117623127923,0.019942249999999998,0.03045696112082681,0.019738031656547403,0.009826923097033669
5,0.006375058687486923,0.2898155548403758,0.019942249999999998,0.02619815404643025,0.01982309535894333,0.00574363803621063
6,0.0012675922830150247,0.053202774887794145,0.019942249999999998,0.021182479979528948,0.019914887696513922,0.00118993145080196
7,0.0005200328961534928,0.02325808053028477,0.019942249999999998,0.020451862914479094,0.019931830018325606,0.0004769354685109242
8,0.00021420643267700156,0.010180378518367618,0.019942249999999998,0.020151255598068428,0.019937049165391428,0.00022197477568398202
9,-7.114692447982277e-05,-0.006488112153431813,0.019942249999999998,0.01987331433665401,0.019944461261133827,-0.00011578613028493363
10,-0.00015900487713631096,-0.008029286739622858,0.019942249999999998,0.019786351655206768,0.01994535653234308,-0.0001589505538440631
11,-8.921298398550111e-05,-0.006283203825943468,0.019942249999999998,0.019854168481812845,0.019943381465798347,-9.145679897790799e-05
12,0.00013492749404419845,0.005888119098954668,0.019942249999999998,0.02007422632641969,0.019939298832375493,0.00013080697930676813
13,0.00012884687441433825,0.004957691456394513,0.019942249999999998,0.020068773477287537,0.019939926602873196,0.00010174817124376196
14,0.00010249152716774121,0.005247494115351469,0.019942249999999998,0.020042737240533483,0.019940245713365747,9.571328402725901e-05
15,-0.00013252191143274495,-0.005110170011802882,0.019942249999999998,0.01981154311229368,0.019944065023726424,-9.944797757083522e-05
16,8.640516082564113e-05,0.0024349967454126565,0.019942249999999998,0.020026918058730633,0.019940512897904994,6.808998294613157e-05
