,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,0.0,0.00011409261203718239,8.686085401986876e-05,0.00013913892703519266,0.00011701241989993178,0.00013077560109614844,0.0001310695727791059,0.00011590150378459278,0.00018067955294658785,0.000129803086511802,9.416792284105769e-05,0.00010739698911035096,0.00011219295284560384,0.0001429898948073597,6.0437886549429013e-05,0.00013739060013905305,0.00010624347317004884,0.00010075771751856779,0.00012281680430981798,7.425422979422458e-05,0.00010315655341190719,0.00010811173445474344,0.00012065941883712234,0.00012765687745991744,9.776027727299014e-05,0.00015742437069755642,0.0001228156830007843,0.00013631668202024853,0.00011623355547705264,7.648045830392865e-05,0.00010771730784222078,7.254116001687342e-05,0.00011594800067957296,0.00010020389812462171,0.00013308465019600639,0.00015879304370261795,0.0001322966696700427,0.00013955118679698298,0.0001424714455930669,0.00011904866459167206,0.00010376958441687301,6.607149340028859e-05,0.0001634255386007764,0.00014882325683156689,6.790953395489671e-05,7.173555266602733e-05,9.317210348518915e-05,9.359771860295063e-05,0.00011476937891462113,0.0001245119346848786,0.00012531451441350592,8.662849598774503e-05,0.00016715306025036494,0.00016421605694601435,0.00013881415278446275,0.0001135195798901942,6.973133066246125e-05,7.436308080366025e-05,9.560126712865938e-05,0.00014657571777096655
1,7.915415527368595e-05,0.0,0.00013776202137894314,0.00011438863831245323,0.00012904548832884654,0.00020428417373393403,0.00013537740073871264,0.0001399240496275991,0.00015930848643439427,0.00010734573708693378,0.00011506988932853927,9.940280676216262e-05,0.00014124869531763085,0.00015251126094732509,0.00013758704375249677,0.00017955922160944247,0.00011129810672072753,0.0001561794836533568,0.00011597914851258065,6.001855056894508e-05,9.745121570306482e-05,9.375711572929792e-05,8.418868268055435e-05,9.728517377488893e-05,0.0001086201043174178,0.00015466917175297617,0.0001092811362455712,0.00014569910427355157,0.00010528033751055848,0.0001281248695995984,0.00014011091965102378,9.935128144405695e-05,8.879032626186809e-05,0.00010850274614777106,0.0001448957992249814,0.00012995629113242196,9.599265688174828e-05,0.00012188150067808029,9.305760459700808e-05,0.00014287620649129976,8.859264476628718e-05,0.00010516750556323337,0.00014046359594632962,0.00011799591955209227,0.000133771306870922,0.00014007654732485386,0.00011387365258188593,0.00011170933769362191,0.00011676108162746485,8.387303173430187e-05,0.00011530601930319673,0.00011122414624430018,0.0001075912072814065,0.00011504289033746768,6.231841908950596e-05,0.00010731039243316471,0.00011319024838496328,0.0001249283735075783,0.00011138578756401734,0.00014698243911528573
2,0.0001330317037190715,0.00015150906617914198,0.0,9.650592967725387e-05,0.0001934108926068404,0.0001658216707838509,8.901162642104155e-05,7.048421164610618e-05,7.986862206533711e-05,0.00012826416763431778,0.0001855073919167518,0.00012026569646509709,0.00010008000085941938,0.00016096211585639775,0.00016712886885755278,6.708690925876518e-05,0.00014094322535220224,0.00012781100434145127,7.82938120240856e-05,0.00010946099768331042,9.363681196839421e-05,7.735124077706987e-05,8.785593928900879e-05,0.000100272646366201,0.00010484538323161139,0.00015319740680139193,9.608796475147141e-05,0.0001051523126817246,9.723308941299904e-05,7.753849507391488e-05,6.219974127467868e-05,0.00010461084516983008,0.00011117471693798014,9.868395718003127e-05,0.00015538013032129945,0.00014206437121244507,0.00014450676183369105,0.00011596965641649425,0.00012842013023935345,0.00010013923276889896,0.00014366706080278204,9.14953102055581e-05,0.00018003132333030986,7.730704307409745e-05,8.53455530195691e-05,8.078231674400548e-05,0.00014304521444796675,0.00013751153454680717,0.00011996520380094825,0.0001600553482522679,9.808569321977991e-05,0.00017778574193684241,0.00011331880061064325,9.292767121713665e-05,8.840678022015389e-05,0.00014258367736597787,0.00010555633399935032,7.772298594837734e-05,0.00013314514484463898,0.00013184806725290247
3,7.227702444858225e-05,0.00010155270101658481,0.00018164081273726386,0.0,0.00015919263668492698,0.00022131291111147472,0.00014040330454669504,6.239677163015844e-05,0.00012168595149140876,0.00010374936626484365,0.00015158225825658022,0.00012172725460002484,0.00017509109249855015,8.741081399708772e-05,0.0001333940751237585,0.00017881429383210918,0.0002168789959516661,0.00016412275946329542,0.00010855378598580917,8.321499810762131e-05,0.0001714809763045821,0.00014256728272438583,0.00014592393848518158,6.367366856488192e-05,8.915078345226324e-05,7.254236711864099e-05,9.776552716069634e-05,0.0001559523956641307,0.0001473998754279012,0.00017633396402191528,9.473699602242538e-05,8.730629310056893e-05,0.0001129723796934437,0.00010707427113602681,0.0001209355864665527,7.59465072999695e-05,9.114170610406479e-05,0.00011528996519222873,0.00011516240156952185,0.00014995737508801652,0.00012782870433202524,9.747334733657971e-05,8.742546278746384e-05,0.0001193142149897442,6.0904140400212444e-05,0.00013839826382682912,0.0001988147106733078,7.03937728877737e-05,0.00011369367440617039,0.00012088631363604703,0.00028733655452730777,0.00014608119565397615,0.0001145413472768031,0.00014355544204124548,0.00010680401227231853,0.00010592633322377542,8.456737457408658e-05,0.00012715410928675964,0.00014699242568713916,0.00012820958681295031
4,0.00014125869580077684,0.00011134851674311673,0.00012513948752325193,0.0001460813733000962,0.0,0.00012139120904254216,0.0001319322214880066,7.693815998794757e-05,0.00019047716867325712,0.0001746666371568682,0.00014104818008762982,0.00011538790274069922,0.00012770971707828303,0.00011077346516799713,8.915927664471571e-05,0.00011150962678734451,0.0001462425029669958,5.7204246779385335e-05,0.00010188667683043918,8.944232041166637e-05,6.0888100808470225e-05,9.667191167810688e-05,0.00014955990778728006,6.360149773020195e-05,7.992566040017013e-05,0.00012435180166972908,0.00013238412138263358,0.00018355586091441448,0.00011524453887383158,9.335536023196476e-05,6.45072040247115e-05,0.00011290417946804848,0.00017619008075796906,0.00020797716469899032,0.0001593968462491881,0.00017915654000852745,0.00013645879421364426,6.269732106717126e-05,9.654162577557533e-05,7.854062037628946e-05,0.00013130078132012881,0.00023061221810657498,0.0001298165694621086,9.492848484876855e-05,0.00016147918649124366,8.21180789707444e-05,0.00015258358597419907,0.0001224321344268025,0.00013073986018386408,7.76763586243292e-05,0.00010952479907801878,0.0001545790069760759,8.14434480066404e-05,9.547396322513515e-05,8.696453852700209e-05,0.00011902441370913271,8.284933522909908e-05,0.00011763336003796162,9.81848830409683e-05,0.00010218527779058039
5,0.00013342844030139875,9.036544223881303e-05,0.00020213552099179207,8.222452496421127e-05,0.00012482138434337142,0.0,0.00017545047581447144,9.079419370909828e-05,0.0001043546047785105,0.00018282047228649712,0.00018118541839130242,0.00013053833699657862,0.00018890918814684106,0.00013956440439747927,8.8604797885443e-05,0.0001037727393681545,0.0001164589351042566,7.977519413640892e-05,5.871122169872159e-05,9.74312282970849e-05,0.00010248065406455364,0.00010819657970833851,0.00012452670000368882,9.884654277313986e-05,0.00010316190766056038,0.00012323797452374035,0.00012912819688467713,0.00015846144916661472,8.466337212966424e-05,0.00014265788423933204,0.00011005238406820977,6.832696440608564e-05,5.995565816548542e-05,6.761725635380483e-05,0.0001334472210319051,0.0001126512381362917,7.241734162708371e-05,9.474466127196106e-05,6.477803632072007e-05,0.00011450863243768879,0.00010031236286463485,8.887282706943318e-05,0.00011249567867150475,0.00012077065942757596,9.309616344056573e-05,8.787619921871521e-05,0.00012627814795915902,8.966251435820275e-05,0.00012178462770054994,0.00011136794548743899,6.527394740221535e-05,9.122894883086295e-05,0.00015085707760251942,0.00010787060364946709,9.799007318252959e-05,0.0001122718819920008,9.766686937510223e-05,0.0001387192673241179,0.00016440626291498655,6.846872511798967e-05
6,0.0001314124086907579,0.00012558421012609562,0.0001211579790429071,0.00011029566498684684,0.00010806655322774751,0.00012627303257702505,0.0,6.615020162773252e-05,0.00012274274551558314,0.00020210958905484512,0.00013080519597330936,0.0001429853665237796,0.00014067638813865978,0.00010325573376475531,0.0001022583942836343,0.00016740897192049718,0.00021705637051471375,7.068730862118167e-05,0.00013794492733679018,6.665424435299631e-05,8.749610689022548e-05,5.2100281446132485e-05,7.172556387345298e-05,8.459990084934832e-05,6.730367699987031e-05,8.808983731941227e-05,9.501540265636873e-05,0.00012594444581854897,0.0001231739721652524,6.106925096525958e-05,7.114813812760777e-05,7.037150831128459e-05,6.0916836859995124e-05,0.000127895397783449,0.00015253993709938107,8.932175645668814e-05,0.00015937045309576806,0.00014746907188798247,9.698548278128582e-05,7.981171675029327e-05,9.444218934653528e-05,0.00011246688720078131,0.00010834583417285616,0.00017696371624438531,0.00010890938466150024,0.00014628173605903743,0.00014183484792898652,9.422862404056719e-05,0.0001190407460207719,0.0001784668553591589,0.00013659895396795867,0.00018899608412587936,0.00010978757555672866,8.133859535048577e-05,0.00010527599293616604,7.831643482810167e-05,9.335513031480992e-05,8.99001679593742e-05,0.00016606771176058148,0.00012805237914904988
7,6.90452739255922e-05,0.00010322984334853879,8.21631200070468e-05,0.00011964069617573639,0.00012280727608453797,0.00016716303469233485,0.0001022140393923076,0.0,0.0001349692264447111,0.0001296738673082249,0.00011234078732406326,7.447667617898994e-05,0.00016563033719967018,9.930378076023859e-05,0.00011231695955033203,0.0001185942536515264,6.723141844934503e-05,0.00010179925604028051,8.56094316973788e-05,5.819181056911132e-05,5.586816911265091e-05,0.00011087958215099398,9.164079081900224e-05,8.095324197072257e-05,0.0001119565831212413,7.833636119579177e-05,8.473558684044558e-05,0.00011274483766171425,0.00011792684609120743,9.367979638120035e-05,8.906633966598093e-05,0.00013497851839937847,8.795839215168772e-05,0.00010031019662302254,0.00015831307159651717,7.395036037818112e-05,0.00011488067091454915,6.756776753394822e-05,0.00012772903837790365,9.51911211412069e-05,9.426236809190941e-05,9.606904910981961e-05,0.00016915493797538275,0.0001975524300579789,6.030813256926495e-05,0.00011699082270384615,0.0001708871054355809,0.00011040895915350363,0.00017257923664240225,0.00011304755843637428,0.00012475151802261903,0.000149942876461426,0.00014641185906111767,7.576793838237225e-05,9.95226499408924e-05,0.00010353635921204853,6.703011482527403e-05,0.00010511493835479164,0.00016916257402292757,0.00010080159383286144
8,9.073515210738725e-05,0.00010329903756474143,0.00017513224674451795,0.00013702177321773103,0.00022032351618030154,9.130935584925051e-05,0.00012734506048127934,0.00011599622196616263,0.0,0.00010784023952845928,0.00018263537007444096,0.00014812641824500192,0.00016750635586360363,0.00015249789738996678,0.0001343626212687739,9.189530322702698e-05,0.00012728252409794735,9.364729932283742e-05,0.0001241760619523936,0.0001044336207046103,7.265000395277333e-05,0.00010575392852730913,8.970499677839891e-05,0.00012278037578907088,8.357783089339024e-05,9.273211791879969e-05,0.00011805790598639223,8.512225108594306e-05,0.00010389031907444735,0.00011602461759383677,8.782425859508219e-05,0.00011779517448365942,0.00014722159479555263,8.64433371831958e-05,0.00011220165027740623,0.0001706923286475544,0.00014456412604230015,0.00010832667119193427,0.00011531829963238657,0.00011082321274869467,8.250319228604243e-05,0.00012465955788245692,7.635839199372165e-05,7.783485388881541e-05,8.743627087697516e-05,0.00016705900707877228,0.0001066130339465674,7.308772752134074e-05,0.00016972523067197994,0.00011851731352095851,8.931298910930862e-05,0.000107721530036512,7.740959607107064e-05,7.564280355603256e-05,8.48199309409967e-05,0.00017030435170214313,0.00014513426173803592,9.834024777400655e-05,0.00013454259853084836,0.0001663182516287471
9,7.772875610723224e-05,9.132157131599202e-05,0.0001348483941214605,9.225180721552493e-05,0.0001239250852310714,0.0001828497880061683,8.219337836005069e-05,8.0619233487273e-05,0.00021983957513820303,0.0,0.0001391351466008566,0.0002131791565779212,0.0001474760137885357,0.00011974645372120224,0.00012136848126771028,8.454950465192255e-05,0.00010732828553362322,9.607642434562717e-05,8.74087186791619e-05,6.612696318273504e-05,7.775729069963488e-05,6.239110606642324e-05,7.290811116985109e-05,0.00015062740897937775,0.00010288219771361184,0.00010304927055317143,7.491723154644898e-05,0.0001234935085374384,0.00022127129457272091,0.0001066474002965047,8.288132493095436e-05,0.00011650006839088223,0.00011872006540579027,0.00013105232221076297,0.00010787915714109118,0.00018191347876231564,8.853461725244756e-05,9.95675776834652e-05,0.00018558780358899078,0.00016054905564739488,9.218562872079567e-05,0.0001125757468825548,0.0001290677171972998,0.00014562756170318896,0.00013903047093338292,0.00015567802799846536,0.00018113000246078282,7.371721738658692e-05,0.00013567466717307863,9.908299508100902e-05,0.0001155434426769802,0.00012482658300305312,0.00015424167391287633,0.00014394747293013197,8.42114338288695e-05,0.00017511670966163402,6.641015723883181e-05,0.00011803239259599426,9.571300768027098e-05,0.00010192855626500536
