change,source_active_info,source_active_std,source_block_entropy,source_block_std,sink_active_info,sink_active_std,sink_block_entropy,sink_block_std
1,0.0009076320807587297,0.00010709810019617881,2.0452284797676246,0.03432498007163745,0.0028156026060799106,0.002509328765311916,2.6256366646513754,0.37660770927982473
2,0.0009076320807587297,0.00010709810019617881,2.0452284797676246,0.03432498007163745,0.0025924491331015716,0.00207253256720753,2.5963297562007246,0.35383352246497096
3,0.0009076320807587297,0.00010709810019617881,2.0452284797676246,0.03432498007163745,0.002428641845309622,0.0017738822006686625,2.568217553759693,0.34252481258433265
4,0.0009076320807587297,0.00010709810019617881,2.0452284797676246,0.03432498007163745,0.0022908631034784296,0.0017211732461349806,2.5432248373374247,0.3418903934815128
5,0.0009076320807587297,0.00010709810019617881,2.0452284797676246,0.03432498007163745,0.0021920951958816688,0.0015944163201697665,2.5217237379640447,0.342203986208175
