,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.0,8.372310188061362e-05,0.00016759275351133893,6.62130576432308e-05,0.00010555639057911006,9.188881028953612e-05,0.00012433219867498358,0.00010324254126337128,0.00013938115875598622,8.085230566802909e-05,7.068542673999873e-05,0.00020686152661248853,0.00015458274886463448,0.00010438206892104983,0.0002028843931807032,0.00015131361451776603,8.468959482764961e-05,9.962523003651197e-05,0.00012201461805373748,0.00011235449826584371,0.0001022614575334367,0.0001327552230654173,0.0001343190357485871,0.00010051701341025386,0.00014664307549420224,8.973237488193668e-05,0.00012851015202312914,9.248567879721588e-05,0.00017518198835156674,9.00939224660959e-05,9.021422368318385e-05,7.847104346083027e-05,8.05628724799801e-05,7.67417007505675e-05,9.15845554909122e-05,8.297001945803657e-05,0.00023808012058285032,0.00011491217904442217,0.00011166987717744459,0.0001387879340706818,8.866987185664023e-05,0.0001582625576740804,0.00015963079157354918,0.00020836423267068732,0.00012405028613953983,5.6212043031824486e-05,0.00011877283177684561,0.00018014082481049258,8.743612900302165e-05,0.00014678087977399557
1,7.204375481789405e-05,0.0,0.00018734020897520685,0.00014853043202002405,6.240837035235534e-05,8.375695419118661e-05,8.217912502294073e-05,0.00011093562464616183,9.275175041795645e-05,0.00020234354147330614,0.00011919317908059506,0.00013073605399939177,0.00012656319296094594,0.00013887498108141734,0.0001315706671723943,0.00011968703140954897,0.00015351141105093168,7.432021180824227e-05,0.00013874958273697185,7.416663948128766e-05,6.0553953298636124e-05,0.00011531164945182661,0.00011832645942638468,0.00014844676347512876,9.33438489031971e-05,0.000188814796328756,0.00010952694982235653,8.61518074953719e-05,0.00017020099448091978,0.00011338184984625923,0.00013449407030419525,0.00010575654123641335,6.762102781886376e-05,9.101065103890571e-05,0.00011344092877998635,8.551996496013933e-05,0.00010861100114052217,9.383065137565787e-05,7.014213620730403e-05,0.00016380785680069262,0.00014442692672732258,0.00012614513294192852,0.00010895177430265973,8.142958084008746e-05,9.294564607343315e-05,9.678193230507782e-05,7.090241246255721e-05,0.00015264044327987537,0.00015849447556313107,0.00012802050530873364
2,8.767229517543986e-05,6.720508581808428e-05,0.0,9.745699474729399e-05,9.477239404654583e-05,0.0001255438066439785,8.02750601610386e-05,0.00015521472069336548,0.0001525191019976602,0.00018082597435205164,0.0001627520923290447,0.00013395039441302863,0.00010060600832493757,0.00012470348953362508,7.754726292128181e-05,0.00012875526442090621,0.00010132964185400894,0.00010208500181719541,0.00013919786513699874,0.00010831149777587248,0.00010574668282200423,7.557956586949521e-05,7.081126875564351e-05,0.00018420677236710334,6.360671247118489e-05,0.00011641605309577172,8.044708476462883e-05,0.00017282580002827357,0.00015005106884871064,0.00012841693781147717,9.410120994054407e-05,9.120413657436524e-05,9.232475107965299e-05,0.00015320411399407142,0.00015165794668644332,0.00010806787548110067,0.00016160814714830668,0.00014476075468434913,9.320905196606021e-05,0.00016615000435724278,0.00014543941194557113,9.6482235170831e-05,0.00010715635277014319,0.000128926372829234,9.749708326999756e-05,7.674342891564753e-05,9.572855034387602e-05,0.0001205552215569204,0.0001049241605312355,0.00011183399866548098
3,0.00010669775092786522,6.902270245434882e-05,0.00010554912783955395,0.0,8.171221250426262e-05,9.592015425438784e-05,0.00010025647542453868,0.00014725682174057014,6.562436820621634e-05,0.00015227471218819835,6.944947699182666e-05,0.00012971957425355073,0.00015902192680101467,0.00024641599172812,0.00021801061646106246,0.00015863667203981313,7.342705773945063e-05,7.37425885663462e-05,0.00010370633694699687,0.00012990169997174905,8.937786330358583e-05,0.0001869929424955723,0.00015434069550107477,0.00014339100252986595,0.00013410293444074276,0.00016807601107065413,0.00014047983509776573,0.0001208858616690194,0.00014264433239408154,0.000122447493254541,8.837483550544821e-05,0.00010660955203510618,0.00010263672952685696,0.00011931788312124408,0.00017296890736722401,0.00011238353642499054,0.00013191313528771508,0.00011650085746666705,0.00019350563081516658,0.00014624507041020065,0.00011161193468216246,8.70460892596883e-05,0.00015896720541129077,0.00011593944662769295,7.210988445280148e-05,0.00012150650343490088,0.00016595634572749238,0.00022176470583419326,0.0001223768271576295,0.00012292532542304045
4,8.14572698878403e-05,7.393320565435182e-05,0.0001662956764789628,0.00015290334047610355,0.0,0.00013167108145569834,0.00014863749409249947,0.0001416896805849298,7.719790643670614e-05,0.00013572975489181812,8.933116002875135e-05,0.00018194228306319752,8.859717399004268e-05,0.0001395527527965978,0.00012137855246244033,0.00011353855364703221,7.336123269301817e-05,0.00014919531125792335,8.569481711774214e-05,0.00013973737077162615,8.021980522815324e-05,0.00013499601119681465,7.260033208161775e-05,0.0001363007703903332,9.61692478352103e-05,0.000179050484320285,0.00010879114751484465,0.00011667986883608898,0.00012094787397147621,8.150864516273353e-05,9.400253649145689e-05,0.00010122047008121538,0.00010854172171542371,0.00015476645691249019,7.069680531981196e-05,0.0001154616238548706,0.00010208619291224721,0.00015994287272666342,0.00013424622312451648,0.00016090294974237953,0.0001440690125247433,0.00014465137711519992,0.00016646476365572355,0.00014033047523089124,0.0001739025640216096,8.222212900922516e-05,0.00015043080480556023,0.0001315234070844977,0.00018834117925450102,8.042167454955865e-05
5,7.288798093790031e-05,0.00012411290673802224,0.00012857445012605474,9.7334701444877e-05,9.662911893766053e-05,0.0,0.00010272338134272588,7.283636570020709e-05,8.946638913262407e-05,0.00011378422568326978,8.480416079079658e-05,8.714280835324774e-05,8.828981438539844e-05,7.992945254454543e-05,0.00015488891339116319,0.0001555552724033175,7.807801975048008e-05,8.519093205216096e-05,8.773298242702923e-05,0.00017225629416475676,0.00011283748926521773,9.435577871208878e-05,0.0001522625306037856,0.00010047675032811216,7.630169862398603e-05,6.091702858917064e-05,7.690343946856671e-05,7.93055398715524e-05,0.00011960339818054655,0.0001480318718701166,8.41059413058932e-05,9.420902686253274e-05,8.093429310678869e-05,9.562332947266373e-05,0.00010964062490587496,9.274841930847741e-05,0.00013362388607507725,0.00018685047659606672,0.00014871701605266062,0.00011261683817083667,0.0001111509194902995,7.453457507862403e-05,0.00014518762463631177,0.00018185573027567974,0.00015227995048639682,0.00010400048645168526,0.00014500854205606105,9.548455533303117e-05,7.966743280156325e-05,0.00010770431990509755
6,0.0001813112398018792,9.439987373565871e-05,0.00010193610841428053,0.00014285818312752036,0.0001379649117294339,0.00012758406780149118,0.0,0.0001732605205640254,0.00013429026433196817,0.00012017119522170806,8.79066089702638e-05,0.00010611405671147804,0.00018670178676266522,0.00017992959391958003,7.544024686032741e-05,0.00014390297753093858,0.00013541213347130162,8.964276800021137e-05,0.00012009481725453238,0.00012833100444575082,9.995674483993557e-05,6.324835256712697e-05,6.577618732395493e-05,6.398948416773759e-05,6.928130174086191e-05,0.00011460027063954339,6.108429676040327e-05,0.00010180180516620519,8.765345529236014e-05,5.82942529042408e-05,0.00013037461362398983,8.626457415058307e-05,8.574244787469574e-05,0.00013847340520503455,0.00010743774155931159,8.849884886009085e-05,0.0001692827698674274,9.115335754753371e-05,0.00010663746923895927,7.666708279387205e-05,0.00014597617898907633,7.357958811377356e-05,8.611546483722902e-05,0.0001598910781703993,0.0001048521189810855,7.61242457897998e-05,8.086607375667002e-05,0.00013824038275050846,8.422199452042434e-05,0.00013663222645005576
7,0.00010339256959881723,9.915589834242127e-05,0.00013162438370397766,0.00017749334589316568,0.00014815455141135677,9.090141733381008e-05,0.00012684173019253669,0.0,6.872000413496099e-05,0.00012820897110743106,0.00013147195290498528,0.00011842505095947837,0.00016254735725798307,9.012260613389827e-05,0.00019194190048457753,0.00014328643735101246,0.00013232779217713835,8.261573722276638e-05,0.00013069432648621688,0.00011711461596762683,0.00010761787644730019,0.00013321683245005772,8.129871193631476e-05,0.00011626518583499434,0.0001923816738299989,0.00013294937338768106,0.00021188162706481086,0.00011955232291975113,7.264536684560678e-05,0.00015627141145925372,0.0001070786576649469,0.00013855158541603802,0.00017037612782446864,6.974028750389242e-05,0.00014983856703941652,0.00010261556743229057,0.0001222857528840979,0.0001070769385187677,0.00016791765961775697,7.692256175289398e-05,0.00010355152892449246,0.00013992457812683507,0.00011988215880808237,0.0001258222554136918,0.00010418751861472814,0.00013344860256404246,7.263113822557609e-05,0.00013434609857135985,0.00012398938271630547,0.0001150638944843832
8,0.00011942188785757132,9.514864453550123e-05,0.00017446761309499698,7.666277009896583e-05,0.00018806303641528017,0.00013143888081959903,0.00019265791527623314,9.173970805174492e-05,0.0,0.0001971695348545209,0.00013407432853855428,8.664409674971216e-05,7.730061286052456e-05,0.0002146528258163477,0.00014727524981972525,8.706032205553272e-05,6.618610797651216e-05,0.00012722221963144128,6.131948566915152e-05,0.00013198023722446739,9.938851201059529e-05,0.00012179996649686465,0.00010327435539173354,0.00012112848377601092,8.798518174496952e-05,0.00011946549000940582,0.00015406755087950946,0.00016344785169505733,0.00016168227724428294,0.00017674561355593413,0.00010036218692546524,9.09023106565375e-05,8.041993078348646e-05,0.00013396161370458825,0.00023870685961464356,7.918061417353202e-05,9.959966357315077e-05,0.00011229493612707078,9.522499590907322e-05,0.00013721869656202205,0.00015285357011671008,0.00010877422382221494,9.177126382884405e-05,0.00014855706934927446,7.431617768121125e-05,0.00013261127844805756,0.0001228708215401559,0.00014408145821744175,0.00010003379792347557,7.444127996976765e-05
9,0.00010520480653439745,8.736753517279623e-05,9.11097114612587e-05,0.00010537133306107754,6.929201914273812e-05,0.00013160870818408382,0.00021712850285708068,0.00020231651239918007,0.00015658669760457676,0.0,0.00013218515133342864,6.870186337253809e-05,0.0001599676878447126,0.0001087264554676724,0.00011265988991132018,0.00011292860708981245,0.00010886578789870275,7.883007565570302e-05,0.00010073083893985775,0.00014192423358611606,7.396430270393383e-05,8.210463700994657e-05,0.00011159146587627912,0.00010989714111388937,9.265756236819587e-05,9.447024033349193e-05,0.00010010709230140007,9.943460855934689e-05,0.00015709908291952268,9.587070690385559e-05,0.00010132919907810909,0.00010169300982564016,8.479914050883144e-05,0.00010825428471211509,0.00015323908430392623,7.955694575753653e-05,0.0001242807034685897,0.00011109141767339866,0.00010218931855857251,0.00014961061518583402,0.00013419188955757515,9.705551314429646e-05,0.00012398155084782415,7.977423295776502e-05,0.00012652116869485547,0.00011964650735020856,7.98282903734751e-05,0.00017077497316610573,0.00011076342075896804,0.00013232046702303765
