,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0,0.0001464412973339983,5.99133768402238e-05,0.00013667546178816289,0.00010332928842007591,0.00012668308945945514,0.00016973637228031267,0.00012117142991104942,0.0001541951829913811,0.00013397488791068985,9.755950841053755e-05,7.088315197274246e-05,0.00012157640111133978,0.00019011076542007358,0.00016484046122058606
1,0.000142030086922907,0.0,8.34857969428632e-05,0.0001513910568890913,0.0001409565688565476,7.086869684841254e-05,0.00010599593704879563,0.00013053198814346414,0.0001268785323740091,8.668301731003521e-05,0.00016501967984397506,0.00015755830605066726,0.00016753146590294497,0.00016265406933962408,0.00012632261998690578
2,0.00010618870270113217,8.163676985384043e-05,0.0,0.000128265687681762,0.0001402297191230923,7.140951070096705e-05,0.00011844441062647116,8.060252736793532e-05,0.00012713400805411623,0.00013719333288250444,0.0001266939049877958,0.0001199681233189778,0.0001539698731656047,0.00015352116426867334,9.774636795511285e-05
3,0.0001169076885958829,0.0001180060180183973,0.00011624185166442117,0.0,0.00010115792978652069,7.308316432526686e-05,9.509622404200902e-05,0.00012403835909613074,0.00012110862431017561,0.00010692174671321734,0.00018631928695091683,0.00011895134799786057,0.00018269231697394493,0.00012217219975214222,0.00012111684606649918
4,0.00011358599765605787,8.420724494705121e-05,8.271613436564563e-05,0.00010509592843354387,0.0,0.00010723970646052338,0.00012109677308844072,0.00013026243795952918,9.726295709395734e-05,7.698395738171887e-05,0.00015085330402146393,6.260961555933301e-05,0.00018669728855790215,0.0001320340853547175,0.00012101502482050097
5,9.917638099935013e-05,0.00010067974631246485,0.00010306408967598201,8.921120969761533e-05,0.00011568167542061265,0.0,0.00011441279034213703,0.00010163303338484233,0.00010600039381140338,0.00012561843899022333,0.00013657789531747717,0.0002305450983658778,0.00017910613059899863,0.000122114773016316,9.981427010150482e-05
6,0.0001218556207796316,8.847608902171254e-05,8.722126490456909e-05,0.00019613275201828083,0.00012996335811497295,7.531067035349442e-05,0.0,0.00012487109330089458,0.00011578772267667135,0.00012091603530853219,0.00012131847657536409,9.22312901192116e-05,0.00015341354185790048,0.00014644967926352853,0.00012732652830419277
7,0.0001736255542937361,0.0001337792653165759,0.00011045745218844414,0.00011130534267512568,0.0001648382922060078,0.00012629294908197934,8.007896501856933e-05,0.0,0.00010340132735922453,0.0001516599549666148,0.00011094514253015317,0.00010126346274396994,0.00017934196992481894,0.00016254893491424017,0.00017926035593032855
8,0.0001373743782052137,6.943655290309198e-05,8.293475093011288e-05,0.00017289969683420849,7.434123584079517e-05,0.00016372169865557775,0.00011525233673852258,9.447624523493012e-05,0.0,0.00012684271180259335,0.00010814010397069932,0.00010688549567919129,0.00021375730492406036,0.00012171432503352259,7.844608070717512e-05
9,0.00012994720181580695,0.000115657334383894,7.56732494796341e-05,0.00019049422524298196,9.305848576934999e-05,0.0001646499245150069,0.0001221739922041938,0.00010684075344003538,0.0001652557818954543,0.0,0.0001465902809332614,0.0001922002575739004,0.00018339604276807682,0.00012766786932368396,0.00016862442810856057
10,8.011890797147891e-05,8.480118040930547e-05,0.00014870706976158595,0.0001824913313049236,0.00012868588420434436,0.00013687728237864847,0.00012836695262525224,0.00016736936012714287,0.00011108227180019186,0.00010830460183467582,0.0,0.00012403315357049322,0.00022208191457791688,0.0001353687959119494,9.441028583116506e-05
11,0.00016691244425247678,8.501007722024887e-05,6.921189531533038e-05,0.0001689872664856839,0.00011122432397915205,8.30091277474226e-05,9.235665007554516e-05,0.00014473098884367595,8.439610583347241e-05,0.000105303040784071,0.0001486209525109141,0.0,0.00021948136386047603,0.0001522301868865512,0.00010613797507352812
12,0.00015759432246840037,9.686177007198944e-05,9.152286737634048e-05,0.0001313596357813781,0.00011962422413056658,7.868903263318414e-05,9.03937738299696e-05,0.0001710438829459429,0.00015995555831288728,0.000150999122265137,0.00013524491866609206,0.0002050984317007981,0.0,0.00018551228197794778,0.0001824297076969498
13,0.00014821633775601815,0.00013338112388364424,9.323781514035664e-05,0.00013812315563905831,0.0001340247171165358,0.00010040558451619266,0.00010772581746530824,0.00017156377579401977,0.00013916495101771068,0.00013237621078110643,0.00019177357653975393,9.423971203206293e-05,0.00015190126070020624,0.0,0.00012462256184989003
14,0.00010242420747495302,0.0001700513718814474,7.500900404998299e-05,9.5694275314524e-05,0.00011782065813044339,8.165776630604571e-05,0.00014204104273001473,0.00011134241366640063,0.0001277500467867549,0.00011272696597245535,0.00020906331388064126,0.0001393144119831639,0.0001485167294597048,0.00014012286160023133,0.0
