in_degree,out_degree,te_out_shift_0,te_out_shift_1,te_out_shift_2,te_out_shift_3,te_out_shift_4,te_out_shift_5,te_out_shift_6,te_out_shift_7,te_out_shift_8,te_out_shift_9,te_in_shift_0,te_in_shift_1,te_in_shift_2,te_in_shift_3,te_in_shift_4,te_in_shift_5,te_in_shift_6,te_in_shift_7,te_in_shift_8,te_in_shift_9,1_source,1_mediator,1_sink,2_source,2_mediator,2_sink,3_source,3_mediator,3_sink
2,1,0.001188909773250267,0.0010386178257551484,0.0009861236239770512,0.0011969186586420493,0.0012341177304240783,0.001010259684268823,0.0008649665639019801,0.0010339871523757217,0.0010780105514587367,0.0009451676911919538,0.0022002387319960213,0.001928583870374184,0.0013618734229205733,0.0014158280678504397,0.0014282602279227904,0.001072776215091119,0.0011640963027828865,0.0010952942863830986,0.0010844672512122361,0.0014984114837596999,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,0.0013347700027141027,0.001135006150958444,0.0008956549880373496,0.0010457650563352,0.0010554440197730174,0.0009569005595507686,0.0008579046590507759,0.0008446659183016597,0.0010185719623180968,0.0009851715619023913,0.0009156977496048627,0.0008575358106752871,0.0010426396132664588,0.0007686851402298538,0.0007872311959852096,0.0008024428093208547,0.0008724086208352127,0.0009063591391946016,0.00104805067680214,0.0006928447808668076,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2,0,0.00104687042089828,0.0009731468208213543,0.001148247063137895,0.000845993680288089,0.0012420689652536526,0.0010179077643599588,0.0009037579660876181,0.001024229759348961,0.0009762335911850351,0.0011493237346698409,0.0013546551536403957,0.0014436463166619337,0.0012583536042048002,0.001175895789977263,0.0011151739947367633,0.0010693582439432153,0.0009313748994616129,0.0009699572054873516,0.0010618867684381852,0.0010344504755024771,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,0.0010493892626050306,0.0008322485715936106,0.0010109845293857131,0.0009897888812839739,0.0011142880280233978,0.0011646646657324142,0.0008874148779641249,0.0009209633304536675,0.0010546773122900206,0.0012449634105474057,0.0007925623963682751,0.0008761970238996096,0.0009178541218925701,0.0009255654930025894,0.000834392905400984,0.0007132700326254524,0.0008197252773799068,0.0007760147283953129,0.0008723400168053207,0.0009339640696265968,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.001048951561718721,0.0010995942353134948,0.0009003162566698446,0.0010394493231193314,0.0010065075166406478,0.0011108117596159552,0.0010822606258913386,0.0009130213247392658,0.0008934745148377988,0.0010087033607651143,0.0023166753177305825,0.001455780976443535,0.001206189494637706,0.0013339342118396159,0.0012411136417200474,0.0009823812451871877,0.0010710416479239979,0.0010152008514932745,0.0009711720595098266,0.0009614886063492448,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.002466015742050176,0.0016089184615749623,0.0012665146043017357,0.0014363267594045867,0.0012776247113647705,0.0009568364757275803,0.0010033978314751854,0.0009177413275379528,0.0010284720922045087,0.0011752304714594184,0.0027992903476755583,0.0019141148526057605,0.0013654800422582946,0.0013215522633996247,0.001311293103151263,0.0010188930239298818,0.0010746534239604786,0.000868708134071732,0.001008716738514584,0.0009989963153542876,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
3,1,0.0010957439951506567,0.0010502328034972526,0.0009089728248428302,0.0010817045104602795,0.001042583350746536,0.0008962804564008559,0.0008566633161720741,0.0008604729201741475,0.0011339636914792074,0.0010793718674673987,0.0014245510534703226,0.0010512862046209235,0.0010255138906809136,0.0011856727528685076,0.0011386862572716186,0.0010905665314283083,0.0009490935470071106,0.000929451529265881,0.0012629225161341722,0.001128552199804434,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.001261595412856747,0.0012512692879438315,0.0010574035154929148,0.0010741909781551138,0.0009695928839035823,0.0009002283041320992,0.0010752989749767273,0.0009414474078187503,0.0012287552206488282,0.0009871075193860217,0.0011173807817096476,0.0009386949927462361,0.0009871023636288194,0.0010007644501948878,0.0010849447647425334,0.001040363724162312,0.0008462004628465725,0.0008233723972111715,0.0009774402560434436,0.0010332681194016099,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.001124544929257877,0.0010864392047364446,0.0013663647171367,0.0012214208286842744,0.0009193718634142379,0.0010660954391437734,0.0010129509380193294,0.0008824438601254332,0.0010830766599989829,0.0010403795163449433,0.0018595163965008429,0.0015545627378103777,0.0014009960189179437,0.0016014716197161,0.001474797211786698,0.0013306176334320562,0.0010175848064028058,0.0010611310444817003,0.0012179978636727524,0.0013076192600036986,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.0018072697223084956,0.0016853324750278629,0.0011908944608209728,0.0011073310387922021,0.0013519504037328065,0.0011465746122505003,0.0010031896980267786,0.0012262495643245235,0.0010639641630697284,0.001094934887043231,0.001173741328184434,0.000777033226138211,0.001064247716215008,0.0009025981755033216,0.0008972143061736477,0.0008001121016278158,0.0008209055536065456,0.0009580393380843291,0.0009421371552400713,0.001006893038442603,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
3,2,0.0013800019781087455,0.0011723827195143871,0.0013598746523475328,0.0012309532432431998,0.0013902701202807306,0.001239200520622741,0.0012418457893227219,0.0013533414369186923,0.0011671836467541758,0.0012344818966829932,0.0036314171995698733,0.0030602292357496,0.0027491346344035,0.0021140952191624,0.0017441174635513433,0.0015106049456842967,0.0013842637192230999,0.0015917264852552,0.001469887220497,0.0016164581378847354,2.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0
3,1,0.002644506833770801,0.001968969313817421,0.001621384497925584,0.0015005925355116663,0.0011004742801915075,0.0009777039688399318,0.0009819890210778686,0.0008607275585975255,0.0008976716755265023,0.0008517771432235735,0.0011106517266300192,0.0011683783055196828,0.0009283674632155335,0.0008821601940276742,0.0008686017099961257,0.0008575973647980452,0.0008697992294783881,0.0008460767517473973,0.0007662589573927621,0.0009135614212155357,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0
1,1,0.0016494272837141244,0.0010954660516952002,0.0013214721395252238,0.0012228598167747667,0.0011763182639763234,0.0011263825169875886,0.001114414528877472,0.001078610777262189,0.0010903171432394177,0.001002071622853868,0.0026292832055820523,0.0022830042057329003,0.0018746594842150436,0.0016465730059304748,0.0014137546820697055,0.0014725283098496,0.0011775498157428563,0.001404888065268429,0.001319727154290856,0.0012754831479181153,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.0038454979210802436,0.003038221856644029,0.0025027471829646153,0.0017844111143388685,0.0015925044900033647,0.001281521445070575,0.0011140001595667279,0.0012376962889465405,0.0012937355311935,0.001322636651332051,0.0017547417229959899,0.0013239518424906745,0.0013765928055229741,0.0014309188097720905,0.0013746426434573876,0.0013237300838509424,0.0011933875334000097,0.0012953719957502342,0.0011725511079441024,0.0014597716034832002,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0.0009890491831930294,0.0011210043896843227,0.0011921740607431577,0.001179779278538565,0.0008900785592738861,0.0010472750455120202,0.0010018469606854553,0.0010237766728257024,0.0011687445197657413,0.0010184966012335578,0.001644134071139835,0.001212912031483529,0.0013895273318366992,0.001215810323093237,0.0011041952859091259,0.0010887507285619762,0.0010721501458488569,0.0009593886936294439,0.00097732439073663,0.0009556746855299256,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.001030385142133628,0.001085146874479932,0.0011470067575360852,0.000977012119906449,0.0008894593535082461,0.0010861765946056446,0.0008680197089027811,0.0011363492731180612,0.0009413169744578977,0.001094082784656342,0.0011579601290417226,0.0011303661935316996,0.0010881643183521447,0.0008992801037656993,0.0010398500046224877,0.0010456474952988243,0.0009670762142706732,0.0008661244783962192,0.000919580989584755,0.0008896768371809171,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0.0031579387003348733,0.0022369544300495808,0.0018024931724155836,0.0014898842659724666,0.0015009782370660181,0.0011610960446582258,0.0012673553368418716,0.001029485251731942,0.0010391021158798455,0.0011890628273398486,0.0007919138921224545,0.0009066422305126069,0.0008462528896359263,0.0009396515809327242,0.0008852661193846436,0.0009750724795352992,0.0008300864572488006,0.0009207054336343134,0.0010712995762371003,0.0009907422949781853,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.001234928755305025,0.0013073826952055383,0.0012535245237673203,0.0012169963088775448,0.0011008302698184967,0.0011588584023715684,0.0009740287932164923,0.0010814260556512392,0.001228938508385574,0.001305407362841313,0.0034775484493014003,0.0025934580061433,0.0021849588402581,0.0018138909976177,0.0017135264280183893,0.0013441648525705967,0.0014146457484075564,0.0011837222073477337,0.0013487256343620998,0.0012109952651697747,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.0013820525099314572,0.00127970390779963,0.0012834899511154857,0.0012934637968625218,0.0011233657692600138,0.0010812714486288142,0.0010532628904719307,0.0010950111469994756,0.0010615616186233764,0.001183266569821448,0.0017496663053126432,0.0015345894366157007,0.001173155915506632,0.0011583051090129288,0.0010750611039285374,0.0008878522377702132,0.0008900884697633131,0.001096630577262591,0.0009650437106103827,0.0009769619152252347,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0.0007288829312689873,0.0010125259699532345,0.0009385289541280007,0.0008689696619148508,0.0008141975148277759,0.0010207466683879506,0.0009717758418177284,0.000872822101299221,0.0012389776600865276,0.0009748216316329257,0.0008780074621144557,0.0008149009921193422,0.0009697784077641096,0.0008375571658749292,0.0008662087807053588,0.0008434015465930975,0.0007767698008141024,0.0008735644505937148,0.0009623269265656108,0.0009500640342646718,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.0009680360628137858,0.0010037728916923218,0.0010776213351003196,0.0009176310207064275,0.001056070987565355,0.0011883524429129873,0.0008915790829843571,0.0010249554524626148,0.000990812630913751,0.0009258840063285623,0.0008191260333031283,0.0010023820606212045,0.0011552209994409018,0.0009588374303664709,0.0008539342444669922,0.0008447868207511163,0.0009787024343354783,0.0007956128831180826,0.0008650760112801267,0.0011267089864648904,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2,2,0.0013653062691325259,0.0013692296918447816,0.0011006800691983004,0.001016901720022281,0.0009670099129617824,0.0009326936437681922,0.001004078066906244,0.001019098381530423,0.0010423145523179877,0.0011270278362854917,0.0008785210403802822,0.000854684897579503,0.0007626941388158419,0.0008603342146949731,0.0009157880998192094,0.0008336703795882216,0.000869713778523507,0.0010458271391006679,0.0008407441615631851,0.0009035123118962872,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
2,3,0.0009268024227535784,0.0010312160514562645,0.0011440737658475295,0.0008735951999976944,0.0008145086772495092,0.0010490908032546292,0.0009909029522283798,0.0011021117153333575,0.0009162667882377614,0.0010989999219438345,0.0010224721497308488,0.00105395073755963,0.0010738647739305738,0.0009042800149616062,0.0007409710127968946,0.0010007433429290238,0.0009037595063976628,0.0009249761100425933,0.0009523602777886493,0.0009158925036361499,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,2,0.0009889441382734709,0.0010946416888178313,0.00105807258097346,0.0008690208235246428,0.00108223933479255,0.001001410573249683,0.0010482897938036662,0.000984682087529039,0.000982529029113356,0.0011620856651023224,0.0007551090110564846,0.0008995402937177202,0.0009951226000821445,0.0009411462362539547,0.000803820899453871,0.0009219819620276803,0.0007750238976780381,0.0008173221982955638,0.0009239539166696759,0.0010327657704756786,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.0013268286736342534,0.0010221948479389703,0.001145803489867478,0.001195141612838467,0.001251367788555324,0.0008927211738075666,0.0009102906287643367,0.0010619188863770386,0.0009374617065443633,0.001105523314717142,0.0012311792047184523,0.0011093121142232403,0.0011476309764653987,0.0010384929800470529,0.0011709438218237504,0.0010137593061390472,0.0012450065968313778,0.00094817285808914,0.0009772955881014289,0.0009774814700703354,3.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0
