,0,1,2,3,4,5,6,7,8,9
0,0.0,7.915053449101286e-05,8.070114462582322e-05,0.00010205268979720364,0.00010785535172007939,0.00011637457204333036,7.97770745663723e-05,0.000122653615848965,8.146893478687451e-05,6.190058047189448e-05
1,7.987091956623188e-05,0.0,0.00010702273162601326,4.288894031701588e-05,0.00019518969533347433,9.923030505654038e-05,0.00015828388837573048,0.00010908671917994532,0.0001411078754162043,8.929564631854441e-05
2,9.622103473983528e-05,5.536205850894009e-05,0.0,7.427177520023169e-05,0.0001925984393793624,7.230765922257412e-05,7.084753973451409e-05,0.00015400350068483137,9.778626763354529e-05,0.00015818865976808944
3,9.189276558814001e-05,7.706424705490074e-05,8.831791644757267e-05,0.0,0.00018255154159848165,7.018344446833607e-05,7.385373897807907e-05,7.6467450816634e-05,7.711361581299052e-05,8.084577902469111e-05
4,9.763822183768214e-05,6.718937675069782e-05,0.00010709957456776337,0.00017780429753951472,0.0,0.0001073521613969832,6.665731555658578e-05,0.00018944771777025643,0.00018908521969745578,7.439136599919769e-05
5,0.00010117171812746648,5.666696600829395e-05,0.00011280532424526143,6.509319073034483e-05,0.00015880118586360283,0.0,6.0023898987257924e-05,7.191490455342656e-05,8.558655226725251e-05,0.0001316003493271858
6,0.00013230561591676197,4.979553557661506e-05,7.77227872544944e-05,5.4937182300746906e-05,0.00016671156553359974,0.00012381728489576298,0.0,0.00013423960618969225,7.70613175358501e-05,0.00015059679788545356
7,0.00017255035797929724,6.752570326110295e-05,6.943995804911051e-05,0.00012419278143913396,0.00016834859069473238,0.00014302848817492557,5.1259066889625415e-05,0.0,0.0001942742618785014,8.951150266736378e-05
8,7.040756521005483e-05,7.023214515739385e-05,0.00012007115236738979,5.7064877228193956e-05,8.730184863679675e-05,6.536868832109666e-05,9.507331460148064e-05,0.00010802001030677819,0.0,5.243339400407158e-05
9,0.0001240053632158412,7.783085450924345e-05,7.684400430561531e-05,6.303075581745255e-05,0.0001121240663828657,7.314716071714797e-05,0.00010904941933471919,6.66697791735087e-05,6.493003954574946e-05,0.0
