,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.0,0.00018844201305121013,9.197736824709088e-05,0.00013112201872901634,0.00012220987211026892,0.0002074906261881065,0.00012837988462615686,9.887700363545326e-05,0.00012642415607200914,8.127504802618577e-05,9.150785959504922e-05,9.376516710782357e-05,8.939008185957622e-05,7.918815257731022e-05,0.00011272792723399193,0.000117734887646207,0.0001183402836350682,6.233465192074618e-05,8.397856562229615e-05,0.00010822173915706416,0.0001311793918239709,0.00014116624385608693,8.879549134175505e-05,9.766439735639683e-05,0.00010143727582648116
1,9.619967477629858e-05,0.0,0.0001615309492949243,0.0001223643852939195,9.741947043370704e-05,8.58086753442876e-05,9.925375142881024e-05,0.0001267285819719681,0.00011337797366334489,0.00013266316344954577,6.973142255483822e-05,0.00015616882124961179,7.785278774577322e-05,9.509868406849811e-05,0.00016688431040905104,9.640601040645097e-05,7.943547553156873e-05,8.57361765694835e-05,0.00018210756974750865,0.00014853274608673552,0.00013022161804318084,0.0001446138735953672,0.00016652828983100933,7.932872550505672e-05,7.700634974193194e-05
2,0.0001278263640032473,0.00010701867668241962,0.0,9.653507310404918e-05,9.198461496660336e-05,0.00012200864970616066,8.645341178961907e-05,0.00011338291113437284,0.0001688123871884528,9.048518914809179e-05,0.00011649539898501537,0.00016242289593844863,9.166302217464009e-05,8.963443200893996e-05,0.00010580411005983709,0.00014214682694739313,0.0001596477629371285,0.0001222433124706707,8.82353803322089e-05,7.260541639768661e-05,9.736215871193022e-05,8.375357929237474e-05,6.0913260488875266e-05,8.26678633505693e-05,6.609515432489288e-05
3,0.00010488271884381966,0.00018478763154838304,8.402112568050778e-05,0.0,0.00012385426743459854,0.00011917300240100258,8.488834736043473e-05,9.610882277736509e-05,0.000181176157721376,7.556362214065019e-05,0.00014215736857369602,9.680786109067477e-05,0.00012605338009868792,0.00014477051214574027,0.0001558119616711001,0.00013312235885813305,7.265044103492466e-05,6.057877097131412e-05,0.00011480301959108691,0.00013578220763111107,8.278237303528137e-05,0.0001826750988066351,0.000169881342324124,0.0001210706269321398,9.404208841572838e-05
4,0.00017194925008210681,0.00020806231669951643,0.00011779847790537997,0.00011392573733630031,0.0,0.0001416417662825813,0.00012117300588531913,8.225036197327969e-05,6.947402573359465e-05,0.00015119481879668389,0.0001496390381358753,9.09886990097968e-05,7.351995787815577e-05,0.00012513216747527065,0.0001808851442489448,0.00010496815845629153,0.0001378721402893764,9.700011712828526e-05,0.00012704781579725612,9.636153285510628e-05,0.00011433359574692281,0.00011690521788361685,9.807906573572507e-05,9.82018771986002e-05,7.003912172331297e-05
5,8.710402907197439e-05,0.00010724826405706862,9.924696638377132e-05,0.00017316802569290477,0.0001765269078347595,0.0,9.944324156512832e-05,0.00024535365236139203,8.935042221370633e-05,0.00015875595698332487,8.119403489698924e-05,0.00010823435308510723,0.00011779132723219207,7.516439245851157e-05,0.00015418120113895828,0.00012300340094941766,8.85265652085792e-05,6.54932743310081e-05,9.810129321475306e-05,9.491192751743039e-05,7.234476359344234e-05,0.00014852031205824526,9.545012894627209e-05,0.00014140455200078748,6.362712345826923e-05
6,0.00015891754082062272,0.00010757107169522635,0.00010955272560648817,0.0001359282856246826,0.00011346988268406016,9.434574216715768e-05,0.0,7.217944303868983e-05,8.594496462922459e-05,0.00015891371339377914,0.00010146969467690288,0.00010047669356572839,0.00014051638649099834,6.72936681250799e-05,0.00010702199532743183,7.958477647715964e-05,0.00013028662264469323,0.00012805261053564922,0.00012643352361734972,0.00017740004767473477,0.00014830704394336268,0.0001417950238429183,0.00014443692098918721,0.0001045369151171866,0.00013149829131449005
7,0.00011877350723025713,0.00011338103070635817,9.687140721324289e-05,0.00010349182236483372,0.00012812588764214675,0.0001126369524173472,0.00013752494876959602,0.0,0.00017405664322440615,7.707507603117668e-05,0.00014335824359664183,0.00010657756782022462,6.131181194414168e-05,9.641815349867575e-05,0.00012163116667402898,8.990149519810788e-05,0.00010118317734990783,0.00014405434338191813,0.0001751816383763067,9.712785919477657e-05,9.62440779737687e-05,0.00016099667886657523,9.589507358178517e-05,7.072295326626263e-05,9.445834261118471e-05
8,6.710965425532727e-05,7.615401738370624e-05,8.048927191847373e-05,0.00013238327796712113,8.448243317728608e-05,0.0001198327645281416,0.00022445948269878168,0.00011180519978926179,0.0,0.00011077916309082266,0.00017381273403190565,0.0001579041477358123,9.494326576586671e-05,9.312738113255807e-05,0.00014529658185140636,0.00011378089721837989,9.853526200230504e-05,6.823173429168653e-05,0.00012398550095141423,0.0001262692125320536,7.398725512067427e-05,0.0001508892542702683,8.728258913733749e-05,0.0001692964102762452,0.00015375749529179981
9,0.00014903899427048107,5.930800032571414e-05,0.00012168966290175712,0.00010971233658061605,0.00015232517003658743,0.00018912638560988562,8.964008630730455e-05,9.633374630935969e-05,0.0001257777376653089,0.0,0.00017163186019118222,7.052785679566896e-05,0.00010512687248402028,8.185065136023497e-05,0.00014808316749853536,0.00011640353230159698,0.00010944989139352479,0.0001365447629206737,0.0001324892765481266,9.169794656110126e-05,9.817044051116906e-05,0.00010027068669803348,0.00016739720869507423,6.370386662512469e-05,0.00010590995752055497
10,7.815964446950559e-05,8.883566097324753e-05,0.000125604653691465,0.00015537564410657843,8.7309323421604e-05,0.00015208874363413792,0.00011403581330598392,0.00012863671445823997,0.0001584138747231911,0.00015642855470451834,0.0,0.00010527407922833666,0.00011257136432474167,0.00014422726551245707,0.00016718705925460118,0.00011541455777576477,0.00011965041332415887,0.00019058943105450672,9.836227527562288e-05,0.00011016038672897216,9.730902393804413e-05,0.0001816988783034324,0.00011331169568786787,6.523495190898766e-05,0.00020323944785493898
