in_degree,out_degree,te_out_shift_0,te_out_shift_1,te_out_shift_2,te_out_shift_3,te_out_shift_4,te_out_shift_5,te_out_shift_6,te_out_shift_7,te_out_shift_8,te_out_shift_9,te_in_shift_0,te_in_shift_1,te_in_shift_2,te_in_shift_3,te_in_shift_4,te_in_shift_5,te_in_shift_6,te_in_shift_7,te_in_shift_8,te_in_shift_9,1_source,1_mediator,1_sink,2_source,2_mediator,2_sink,3_source,3_mediator,3_sink,4_source,4_mediator,4_sink
4,3,0.002257197510805302,0.0024131003270241183,0.0021960940236016133,0.0020184920119684,0.002002188504324189,0.002112325030214465,0.0020583630784294193,0.002182300831689387,0.0019381244302500683,0.0022078569903271855,0.0021950699591864113,0.002301294607281438,0.002336545206299469,0.002036880922546724,0.002031507739174537,0.0018745476745947703,0.002049544290385748,0.0020553069433057974,0.0022306355084127302,0.0022849544269969843,3.0,0.0,4.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
4,4,0.003240671521389909,0.0030474077118037997,0.0028353588408797483,0.0023568975367668776,0.0024681116742069284,0.002205265746857823,0.0024143408386180583,0.0021702216995384415,0.002350602898684157,0.0022256650423301792,0.003433836234620963,0.003183015100692386,0.0030069701172951717,0.002637867879382029,0.0028043237105192863,0.0021874243994646323,0.0025548849330309497,0.0024271357270841906,0.0024536971975698003,0.0024659941411986886,4.0,0.0,4.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,0.003543886059703101,0.0029927797040300587,0.0025820610346598966,0.002322067809886985,0.0023848087375915213,0.0019532075193790764,0.002243002656210882,0.0021468074783237367,0.0018934551035842872,0.002102778714890789,0.0023759177330833596,0.0021117713940413734,0.0019267366892474988,0.0022935758506666,0.0020624791510484666,0.0018123578071092127,0.00247541972038073,0.0021331337049085913,0.001987834584683185,0.0021748443805864777,5.0,0.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.0022438158220890628,0.002018647613929065,0.001939643537616229,0.002097269710883784,0.002108653985896578,0.0023100181316242636,0.0022733955813213262,0.0022050409847536316,0.0021508674599926792,0.002090691159001241,0.0023464610159362226,0.002353963852347961,0.002025391388921003,0.0020997319397964374,0.00211917748813714,0.002187553632491374,0.002107901168297021,0.0020779345737234464,0.001896921577940971,0.0017527080813809531,4.0,0.0,4.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.0023981455199558826,0.0022359991745347415,0.002234308021883257,0.0019373150426487482,0.002002700706887684,0.0022438284925837765,0.00190414000113708,0.0020050915499336564,0.0020001954433216573,0.002163458208995845,0.0028782356659938545,0.0021465044775289986,0.0022866056237189868,0.0021193972474414335,0.002181394416029686,0.00230879646477295,0.002190291571922103,0.00220289222635785,0.0021867084621000473,0.00234529322568351,3.0,0.0,3.0,2.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
5,4,0.0035924505977584947,0.002806617582248976,0.002765949759436945,0.0020367782028746988,0.002433360452501696,0.002248177645524498,0.0024311728513221,0.0020811306067454903,0.0018755657228431517,0.002007660769874283,0.002416528033784778,0.0022159147999494034,0.0020910267928468105,0.00198482056036146,0.0023393904570987003,0.0020002379812200394,0.0021581260873203612,0.0019839778745948445,0.002101509048018284,0.00207095027241195,4.0,0.0,5.0,1.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
6,4,0.00220453195555381,0.002323022964321067,0.0021411473888166693,0.0020164976989562175,0.002070049115719201,0.00216614370609796,0.002062738695822293,0.0019913630959914165,0.002108154066023384,0.0018827747000297376,0.002304656311605931,0.0022879942458280096,0.00213721146792583,0.002002084192520545,0.0022040230079103775,0.001890811312003735,0.001990144290160948,0.002201706264224381,0.0017647266941280256,0.0021327040984227253,4.0,0.0,6.0,2.0,3.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0
3,6,0.001948450804761092,0.001973105484901206,0.0017788807485791117,0.00199421379658412,0.0017418509363176947,0.0016532675349863885,0.0019465049886138795,0.001905757728480766,0.0018631487326617006,0.001840664099658083,0.0018340567992104785,0.00175141889277795,0.0017260642317139467,0.001740226615288524,0.0015365417234116513,0.0017421028650253106,0.0017589646589662867,0.0015659938910549895,0.0018430735469253813,0.0018689668683878015,6.0,0.0,3.0,5.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
3,3,0.0021935580270465564,0.002183114123162568,0.002167663696957172,0.001901674439831723,0.0022962636348242134,0.002120583003627488,0.0020543828274445404,0.0019092615610589562,0.002124001133251135,0.0023056387397505213,0.0022202041400411886,0.002462188770296139,0.002057107111855104,0.0023894119292655665,0.0021088064242933326,0.002050969658404582,0.0023838429332782305,0.0022866266156035984,0.00232841776782337,0.002191735621054202,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,0.0021638414785588615,0.0019769267798023043,0.0020519869732425504,0.002130543786081353,0.0016914570272760904,0.0017440767111974278,0.0020267177468202033,0.0021272966756440306,0.0020683828270022827,0.001996673957335707,0.002122608250535736,0.0018814800728139862,0.0019018425073565332,0.0019448695245158968,0.0019149514759629282,0.0020598077201821633,0.0018814003084474853,0.001967009530848102,0.0018443161874451865,0.0017790476269580384,4.0,0.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
